"brand","Series","PartNo","DetailLink","dataSheet","Core","Clock speed [max]","DMIPS","Flash","RAM","EEPROM","Security","GPIO","Ethernet","USB","USB (speed)","USB (type)","LCD","CAN","UART","I²C","SPI","I²S","ADC channels","ADC","ADC sample rate","Comparators","DAC","Timers","Timer","SCTimer / PWM","RTC","PWM","QEI","Package name","Temperature range","Temperature sensor","IOH","Supply voltage [min]","Supply voltage [max]","Product status","Demoboard","Product category"
"nxp","Microcontrollers---Product series---LPC4300","LPC43S57JET256","http://www.nxp.com/products/microcontrollers/product_series/lpc4300/LPC43S57JET256.html","http://www.nxp.com/documents/data_sheet/LPC43S5X_S3X.pdf","Cortex-M4F & M0","204","430","1024","136","16","Y","164","1","2","HS (2x)","host/device","1","2","4","2","3","2","8","10","400 ksps","0","10","4","32","1","1","6","1","LBGA256","-40 °C to +105 °C","0","N","2.4","3.6","Production","OM13073","190-LPC4300-"
"nxp","Microcontrollers---Product series---LPC4300","LPC43S70FET100","http://www.nxp.com/products/microcontrollers/product_series/lpc4300/LPC43S70FET100.html","http://www.nxp.com/documents/data_sheet/LPC43S70.pdf","Cortex-M4F & M0","204","430","0","282","0","Y","49","1","2","HS (2x)","host/device","0","2","4","2","3","2","3","12","80 MSps","0","10","4","32","1","1","6","0","TFBGA100","-40 °C to +85 °C","0","N","2.4","3.6","Production","OM13073","190-LPC4300-"
"nxp","Microcontrollers---Product series---LPC4300","LPC43S70FET256","http://www.nxp.com/products/microcontrollers/product_series/lpc4300/LPC43S70FET256.html","http://www.nxp.com/documents/data_sheet/LPC43S70.pdf","Cortex-M4F & M0","204","430","0","282","0","Y","164","1","2","HS (2x)","host/device","1","2","4","2","3","2","22","10","80 MSps","0","10","4","32","1","1","6","1","LBGA256","-40 °C to +85 °C","0","N","2.4","3.6","Production","OM13073","190-LPC4300-"
"nxp","Microcontrollers---Product series---LPC4300","LPC4310FBD144","http://www.nxp.com/products/microcontrollers/product_series/lpc4300/LPC4310FBD144.html","http://www.nxp.com/documents/data_sheet/LPC4350_30_20_10.pdf","Cortex-M4F & M0","204","430","0","168","0","N","83","0","0","","","","2","4","2","3","2","8","10","400 ksps","0","10","1; 4","32","1","1","6","0","LQFP144","-40 °C to +85 °C","0","N","2.4","3.6","Production","OM13027; OM13031; OM13040","190-LPC4300-"
"nxp","Microcontrollers---Product series---LPC4300","LPC4310FET100","http://www.nxp.com/products/microcontrollers/product_series/lpc4300/LPC4310FET100.html","http://www.nxp.com/documents/data_sheet/LPC4350_30_20_10.pdf","Cortex-M4F & M0","204","430","0","168","0","N","49","0","0","","","","2","4","2","3","2","4","10","400 ksps","0","10","1; 4","32","1","1","6","1","TFBGA100","-40 °C to +85 °C","0","N","2.4","3.6","Production","OM13027; OM13031; OM13040","190-LPC4300-"
"nxp","Microcontrollers---Product series---LPC4300","LPC4312JBD144","http://www.nxp.com/products/microcontrollers/product_series/lpc4300/LPC4312JBD144.html","http://www.nxp.com/documents/data_sheet/LPC435X_3X_2X_1X.pdf","Cortex-M4F & M0","204","430","512","104","16","N","83","0","0","","","","2","4","2","3","2","8","10","400 ksps","0","10","1; 4","32","1","1","6","0","LQFP144","-40 °C to +105 °C","0","N","2.4","3.6","Production","OM13027","190-LPC4300-"
"nxp","Microcontrollers---Product series---LPC4300","LPC4312JET100","http://www.nxp.com/products/microcontrollers/product_series/lpc4300/LPC4312JET100.html","http://www.nxp.com/documents/data_sheet/LPC435X_3X_2X_1X.pdf","Cortex-M4F & M0","204","430","512","104","16","N","49","0","0","","","","2","4","2","3","2","4","10","400 ksps","0","10","1; 4","32","1","1","6","0","TFBGA100","-40 °C to +105 °C","0","N","2.4","3.6","Production","OM13027","190-LPC4300-"
"nxp","Microcontrollers---Product series---LPC4300","LPC4313JBD144","http://www.nxp.com/products/microcontrollers/product_series/lpc4300/LPC4313JBD144.html","http://www.nxp.com/documents/data_sheet/LPC435X_3X_2X_1X.pdf","Cortex-M4F & M0","204","430","512","104","16","N","83","0","0","","","","2","4","2","3","2","8","10","400 ksps","0","10","1; 4","32","1","1","6","0","LQFP144","-40 °C to +105 °C","0","N","2.4","3.6","Production","OM13027","190-LPC4300-"
"nxp","Microcontrollers---Product series---LPC4300","LPC4313JET100","http://www.nxp.com/products/microcontrollers/product_series/lpc4300/LPC4313JET100.html","http://www.nxp.com/documents/data_sheet/LPC435X_3X_2X_1X.pdf","Cortex-M4F & M0","204","430","512","104","16","N","49","0","0","","","","2","4","2","3","2","4","10","400 ksps","0","10","1; 4","32","1","1","6","0","TFBGA100","-40 °C to +105 °C","0","N","2.4","3.6","Production","OM13027","190-LPC4300-"
"nxp","Microcontrollers---Product series---LPC4300","LPC4315JBD144","http://www.nxp.com/products/microcontrollers/product_series/lpc4300/LPC4315JBD144.html","http://www.nxp.com/documents/data_sheet/LPC435X_3X_2X_1X.pdf","Cortex-M4F & M0","204","430","768","136","16","N","83","0","0","","","","2","4","2","3","2","8","10","400 ksps","0","10","1; 4","32","1","1","6","0","LQFP144","-40 °C to +105 °C","0","N","2.4","3.6","Production","OM13027","190-LPC4300-"
"nxp","Microcontrollers---Product series---LPC4300","LPC4315JET100","http://www.nxp.com/products/microcontrollers/product_series/lpc4300/LPC4315JET100.html","http://www.nxp.com/documents/data_sheet/LPC435X_3X_2X_1X.pdf","Cortex-M4F & M0","204","430","768","136","16","N","49","0","0","","","","2","4","2","3","2","4","10","400 ksps","0","10","1; 4","32","1","1","6","0","TFBGA100","-40 °C to +105 °C","0","N","2.4","3.6","Production","OM13027","190-LPC4300-"
"nxp","Microcontrollers---Product series---LPC4300","LPC4317JBD144","http://www.nxp.com/products/microcontrollers/product_series/lpc4300/LPC4317JBD144.html","http://www.nxp.com/documents/data_sheet/LPC435X_3X_2X_1X.pdf","Cortex-M4F & M0","204","430","1024","136","16","N","83","0","0","","","","2","4","2","3","2","8","10","400 ksps","0","10","1; 4","32","1","1","6","0","LQFP144","-40 °C to +105 °C","0","N","2.4","3.6","Production","OM13027","190-LPC4300-"
"nxp","Microcontrollers---Product series---LPC4300","LPC4317JET100","http://www.nxp.com/products/microcontrollers/product_series/lpc4300/LPC4317JET100.html","http://www.nxp.com/documents/data_sheet/LPC435X_3X_2X_1X.pdf","Cortex-M4F & M0","204","430","1024","136","16","N","49","0","0","","","","2","4","2","3","2","4","10","400 ksps","0","10","1; 4","32","1","1","6","0","TFBGA100","-40 °C to +105 °C","0","N","2.4","3.6","Production","OM13027","190-LPC4300-"
"nxp","Microcontrollers---Product series---LPC4300","LPC4320FBD144","http://www.nxp.com/products/microcontrollers/product_series/lpc4300/LPC4320FBD144.html","http://www.nxp.com/documents/data_sheet/LPC4350_30_20_10.pdf","Cortex-M4F & M0","204","430","0","200","0","N","83","0","1","HS","host/device","","2","4","2","3","2","8","10","400 ksps","0","10","1; 4","32","1","1","6","0","LQFP144","-40 °C to +85 °C","0","N","2.4","3.6","Production","OM13027; OM13031; OM13040","190-LPC4300-"
"nxp","Microcontrollers---Product series---LPC4300","LPC4320FET100","http://www.nxp.com/products/microcontrollers/product_series/lpc4300/LPC4320FET100.html","http://www.nxp.com/documents/data_sheet/LPC4350_30_20_10.pdf","Cortex-M4F & M0","204","430","0","200","0","N","49","0","1","HS","host/device","","2","4","2","3","2","4","10","400 ksps","0","10","1; 4","32","1","1","6","1","TFBGA100","-40 °C to +85 °C","0","N","2.4","3.6","Production","OM13027; OM13031; OM13040","190-LPC4300-"
"nxp","Microcontrollers---Product series---LPC4300","LPC4322JBD144","http://www.nxp.com/products/microcontrollers/product_series/lpc4300/LPC4322JBD144.html","http://www.nxp.com/documents/data_sheet/LPC435X_3X_2X_1X.pdf","Cortex-M4F & M0","204","430","512","104","16","N","83","0","1","HS","host/device","","2","4","2","3","2","8","10","400 ksps","0","10","1; 4","32","1","1","6","0","LQFP144","-40 °C to +105 °C","0","N","2.4","3.6","Production","OM13027","190-LPC4300-"
"nxp","Microcontrollers---Product series---LPC4300","LPC4322JET100","http://www.nxp.com/products/microcontrollers/product_series/lpc4300/LPC4322JET100.html","http://www.nxp.com/documents/data_sheet/LPC435X_3X_2X_1X.pdf","Cortex-M4F & M0","204","430","512","104","16","N","49","0","1","HS","host/device","","2","4","2","3","2","4","10","400 ksps","0","10","1; 4","32","1","1","6","0","TFBGA100","-40 °C to +105 °C","0","N","2.4","3.6","Production","OM13027","190-LPC4300-"
"nxp","Microcontrollers---Product series---LPC4300","LPC4323JBD144","http://www.nxp.com/products/microcontrollers/product_series/lpc4300/LPC4323JBD144.html","http://www.nxp.com/documents/data_sheet/LPC435X_3X_2X_1X.pdf","Cortex-M4F & M0","204","430","512","104","16","N","83","0","1","HS","host/device","","2","4","2","3","2","8","10","400 ksps","0","10","1; 4","32","1","1","6","0","LQFP144","-40 °C to +105 °C","0","N","2.4","3.6","Production","OM13027","190-LPC4300-"
"nxp","Microcontrollers---Product series---LPC4300","LPC4323JET100","http://www.nxp.com/products/microcontrollers/product_series/lpc4300/LPC4323JET100.html","http://www.nxp.com/documents/data_sheet/LPC435X_3X_2X_1X.pdf","Cortex-M4F & M0","204","430","512","104","16","N","49","0","1","HS","host/device","","2","4","2","3","2","4","10","400 ksps","0","10","1; 4","32","1","1","6","0","TFBGA100","-40 °C to +105 °C","0","N","2.4","3.6","Production","OM13027","190-LPC4300-"
"nxp","Microcontrollers---Product series---LPC4300","LPC4325JBD144","http://www.nxp.com/products/microcontrollers/product_series/lpc4300/LPC4325JBD144.html","http://www.nxp.com/documents/data_sheet/LPC435X_3X_2X_1X.pdf","Cortex-M4F & M0","204","430","768","136","16","N","83","0","1","HS","host/device","","2","4","2","3","2","8","10","400 ksps","0","10","1; 4","32","1","1","6","0","LQFP144","-40 °C to +105 °C","0","N","2.4","3.6","Production","OM13027","190-LPC4300-"
"nxp","Microcontrollers---Product series---LPC4300","LPC4325JET100","http://www.nxp.com/products/microcontrollers/product_series/lpc4300/LPC4325JET100.html","http://www.nxp.com/documents/data_sheet/LPC435X_3X_2X_1X.pdf","Cortex-M4F & M0","204","430","768","136","16","N","49","0","1","HS","host/device","","2","4","2","3","2","4","10","400 ksps","0","10","1; 4","32","1","1","6","0","TFBGA100","-40 °C to +105 °C","0","N","2.4","3.6","Production","OM13027","190-LPC4300-"
"nxp","Microcontrollers---Product series---LPC4300","LPC4327JBD144","http://www.nxp.com/products/microcontrollers/product_series/lpc4300/LPC4327JBD144.html","http://www.nxp.com/documents/data_sheet/LPC435X_3X_2X_1X.pdf","Cortex-M4F & M0","204","430","1024","136","16","N","83","0","1","HS","host/device","","2","4","2","3","2","8","10","400 ksps","0","10","1; 4","32","1","1","6","0","LQFP144","-40 °C to +105 °C","0","N","2.4","3.6","Production","OM13027","190-LPC4300-"
"nxp","Microcontrollers---Product series---LPC4300","LPC4327JET100","http://www.nxp.com/products/microcontrollers/product_series/lpc4300/LPC4327JET100.html","http://www.nxp.com/documents/data_sheet/LPC435X_3X_2X_1X.pdf","Cortex-M4F & M0","204","430","1024","136","16","N","49","0","1","HS","host/device","","2","4","2","3","2","4","10","400 ksps","0","10","1; 4","32","1","1","6","0","TFBGA100","-40 °C to +105 °C","0","N","2.4","3.6","Production","OM13027","190-LPC4300-"
"nxp","Microcontrollers---Product series---LPC4300","LPC4330FBD144","http://www.nxp.com/products/microcontrollers/product_series/lpc4300/LPC4330FBD144.html","http://www.nxp.com/documents/data_sheet/LPC4350_30_20_10.pdf","Cortex-M4F & M0","204","430","0","264","0","N","83","1","2","HS (2x)","host/device","","2","4","2","3","2","8","10","400 ksps","0","10","1; 4","32","1","1","6","0","LQFP144","-40 °C to +85 °C","0","N","2.4","3.6","Production","OM13027; OM13031; OM13040","190-LPC4300-"
"nxp","Microcontrollers---Product series---LPC4300","LPC4330FET100","http://www.nxp.com/products/microcontrollers/product_series/lpc4300/LPC4330FET100.html","http://www.nxp.com/documents/data_sheet/LPC4350_30_20_10.pdf","Cortex-M4F & M0","204","430","0","264","0","N","49","1","2","HS (2x)","host/device","","2","4","2","3","2","4","10","400 ksps","0","10","1; 4","32","1","1","6","0","TFBGA100","-40 °C to +85 °C","0","N","2.4","3.6","Production","OM13027; OM13031; OM13040","190-LPC4300-"
"nxp","Microcontrollers---Product series---LPC4300","LPC4330FET180","http://www.nxp.com/products/microcontrollers/product_series/lpc4300/LPC4330FET180.html","http://www.nxp.com/documents/data_sheet/LPC4350_30_20_10.pdf","Cortex-M4F & M0","204","430","0","264","0","N","118","1","2","HS (2x)","host/device","","2","4","2","3","2","8","10","400 ksps","0","10","1; 4","32","1","1","6","1","TFBGA180","-40 °C to +85 °C","0","N","2.4","3.6","Production","OM13027; OM13031; OM13040","190-LPC4300-"
"nxp","Microcontrollers---Product series---LPC4300","LPC4330FET256","http://www.nxp.com/products/microcontrollers/product_series/lpc4300/LPC4330FET256.html","http://www.nxp.com/documents/data_sheet/LPC4350_30_20_10.pdf","Cortex-M4F & M0","204","430","0","264","0","N","146","1","2","HS (2x)","host/device","","2","4","2","3","2","8","10","400 ksps","0","10","1; 4","32","1","1","6","1","LBGA256","-40 °C to +85 °C","0","N","2.4","3.6","Production","OM13027; OM13031; OM13040","190-LPC4300-"
