"brand","Series","PartNo","DetailLink","dataSheet","Core","Clock speed [max]","DMIPS","Flash","RAM","EEPROM","Security","GPIO","Ethernet","USB","USB (speed)","USB (type)","LCD","CAN","UART","I²C","SPI","I²S","ADC channels","ADC","ADC sample rate","Comparators","DAC","Timers","Timer","SCTimer / PWM","RTC","PWM","QEI","Package name","Temperature range","Temperature sensor","IOH","Supply voltage [min]","Supply voltage [max]","Product status","Demoboard","Product category"
"nxp","Microcontrollers---Product series---LPC1800","LPC1817JBD144","http://www.nxp.com/products/microcontrollers/product_series/lpc1800/LPC1817JBD144.html","http://www.nxp.com/documents/data_sheet/LPC185X_3X_2X_1X.pdf","Cortex-M3","180","225","1024","136","16","N","83","0","0","","","0","2","4","2","2","","8","10","400 ksps","0","10","4","32","1","1","6","","LQFP144","-40 °C to +105 °C","","N","2.4","3.6","Production","OM13026; OM13028; OM13059","140-LPC1800-"
"nxp","Microcontrollers---Product series---LPC1800","LPC1817JET100","http://www.nxp.com/products/microcontrollers/product_series/lpc1800/LPC1817JET100.html","http://www.nxp.com/documents/data_sheet/LPC185X_3X_2X_1X.pdf","Cortex-M3","180","225","1024","136","16","N","49","0","0","","","0","2","4","2","2","","4","10","400 ksps","0","10","4","32","1","1","6","","TFBGA100","-40 °C to +105 °C","","N","2.4","3.6","Production","OM13026; OM13028; OM13059; OM13061","140-LPC1800-"
"nxp","Microcontrollers---Product series---LPC1800","LPC1820FBD144","http://www.nxp.com/products/microcontrollers/product_series/lpc1800/LPC1820FBD144.html","http://www.nxp.com/documents/data_sheet/LPC1850_30_20_10.pdf","Cortex-M3","180","225","0","168","0","N","83","0","1","HS","host/device","0","2","4","3","2","","8","10","400 ksps","0","10","4","32","1","1","6","","LQFP144","-40 °C to +85 °C","","N","2.4","3.6","Production","OM13010; OM13026; OM13028; OM13039; OM13059; OM13061","140-LPC1800-"
"nxp","Microcontrollers---Product series---LPC1800","LPC1820FET100","http://www.nxp.com/products/microcontrollers/product_series/lpc1800/LPC1820FET100.html","http://www.nxp.com/documents/data_sheet/LPC1850_30_20_10.pdf","Cortex-M3","180","225","0","168","0","N","49","0","1","HS","host/device","0","2","4","2","2","1","4","10","400 ksps","0","10","4","32","1","1","6","","TFBGA100","-40 °C to +85 °C","","N","2.4","3.6","Production","OM13010; OM13026; OM13028; OM13039; OM13059; OM13061","140-LPC1800-"
"nxp","Microcontrollers---Product series---LPC1800","LPC1822JBD144","http://www.nxp.com/products/microcontrollers/product_series/lpc1800/LPC1822JBD144.html","http://www.nxp.com/documents/data_sheet/LPC185X_3X_2X_1X.pdf","Cortex-M3","180","225","512","104","16","N","83","0","1","HS","host/device","0","2","4","2","2","","8","10","400 ksps","0","10","4","32","1","1","6","","LQFP144","-40 °C to +105 °C","","N","2.4","3.6","Production","OM13026; OM13028; OM13059; OM13061","140-LPC1800-"
"nxp","Microcontrollers---Product series---LPC1800","LPC1822JET100","http://www.nxp.com/products/microcontrollers/product_series/lpc1800/LPC1822JET100.html","http://www.nxp.com/documents/data_sheet/LPC185X_3X_2X_1X.pdf","Cortex-M3","180","225","512","104","16","N","49","0","1","HS","host/device","0","2","4","2","2","","4","10","400 ksps","0","10","4","32","1","1","6","","TFBGA100","-40 °C to +105 °C","","N","2.4","3.6","Production","OM13026; OM13028; OM13059; OM13061","140-LPC1800-"
"nxp","Microcontrollers---Product series---LPC1800","LPC1823JBD144","http://www.nxp.com/products/microcontrollers/product_series/lpc1800/LPC1823JBD144.html","http://www.nxp.com/documents/data_sheet/LPC185X_3X_2X_1X.pdf","Cortex-M3","180","225","512","104","16","N","83","0","1","HS","host/device","0","2","4","2","2","","8","10","400 ksps","0","10","4","32","1","1","6","","LQFP144","-40 °C to +105 °C","","N","2.4","3.6","Production","OM13026; OM13028; OM13059; OM13061","140-LPC1800-"
"nxp","Microcontrollers---Product series---LPC1800","LPC1823JET100","http://www.nxp.com/products/microcontrollers/product_series/lpc1800/LPC1823JET100.html","http://www.nxp.com/documents/data_sheet/LPC185X_3X_2X_1X.pdf","Cortex-M3","180","225","512","104","16","N","49","0","1","HS","host/device","0","2","4","2","2","1","4","10","400 ksps","0","10","4","32","1","1","6","","TFBGA100","-40 °C to +105 °C","","N","2.4","3.6","Production","OM13026; OM13028; OM13059; OM13061","140-LPC1800-"
"nxp","Microcontrollers---Product series---LPC1800","LPC1825JBD144","http://www.nxp.com/products/microcontrollers/product_series/lpc1800/LPC1825JBD144.html","http://www.nxp.com/documents/data_sheet/LPC185X_3X_2X_1X.pdf","Cortex-M3","180","225","768","136","16","N","83","0","1","HS","host/device","0","2","4","2","2","","8","10","400 ksps","0","10","4","32","1","1","6","","LQFP144","-40 °C to +105 °C","","N","2.4","3.6","Production","OM13026; OM13028; OM13059; OM13061","140-LPC1800-"
"nxp","Microcontrollers---Product series---LPC1800","LPC1825JET100","http://www.nxp.com/products/microcontrollers/product_series/lpc1800/LPC1825JET100.html","http://www.nxp.com/documents/data_sheet/LPC185X_3X_2X_1X.pdf","Cortex-M3","180","225","768","136","16","N","49","0","1","HS","host/device","0","2","4","2","2","","4","10","400 ksps","0","10","4","32","1","1","6","","TFBGA100","-40 °C to +105 °C","","N","2.4","3.6","Production","OM13026; OM13028; OM13059","140-LPC1800-"
"nxp","Microcontrollers---Product series---LPC1800","LPC1827JBD144","http://www.nxp.com/products/microcontrollers/product_series/lpc1800/LPC1827JBD144.html","http://www.nxp.com/documents/data_sheet/LPC185X_3X_2X_1X.pdf","Cortex-M3","180","225","1024","136","16","N","83","0","1","HS","host/device","0","2","4","2","2","","8","10","400 ksps","0","10","4","32","1","1","6","","LQFP144","-40 °C to +105 °C","","N","2.4","3.6","Production","OM13026; OM13028; OM13059; OM13061","140-LPC1800-"
"nxp","Microcontrollers---Product series---LPC1800","LPC1827JET100","http://www.nxp.com/products/microcontrollers/product_series/lpc1800/LPC1827JET100.html","http://www.nxp.com/documents/data_sheet/LPC185X_3X_2X_1X.pdf","Cortex-M3","180","225","1024","136","16","N","49","0","1","HS","host/device","0","2","4","2","2","","4","10","400 ksps","0","10","4","32","1","1","6","","TFBGA100","-40 °C to +105 °C","","N","2.4","3.6","Production","OM13026; OM13028; OM13059; OM13061","140-LPC1800-"
"nxp","Microcontrollers---Product series---LPC1800","LPC1830FBD144","http://www.nxp.com/products/microcontrollers/product_series/lpc1800/LPC1830FBD144.html","http://www.nxp.com/documents/data_sheet/LPC1850_30_20_10.pdf","Cortex-M3","180","225","0","200","0","N","83","1","2","HS (2x)","host/device","0","2","4","2","2","1","8","10","400 ksps","0","10","4","32","1","1","6","","LQFP144","-40 °C to +85 °C","","N","2.4","3.6","Production","OM13010; OM13026; OM13028; OM13039; OM13059; OM13061","140-LPC1800-"
"nxp","Microcontrollers---Product series---LPC1800","LPC1830FET100","http://www.nxp.com/products/microcontrollers/product_series/lpc1800/LPC1830FET100.html","http://www.nxp.com/documents/data_sheet/LPC1850_30_20_10.pdf","Cortex-M3","180","225","0","200","0","N","49","1","2","HS (2x)","host/device","0","2","4","2","2","","4","10","400 ksps","0","10","4","32","1","1","","","TFBGA100","-40 °C to +85 °C","","N","2.4","3.6","Production","OM13010; OM13026; OM13028; OM13039; OM13059; OM13061","140-LPC1800-"
"nxp","Microcontrollers---Product series---LPC1800","LPC1830FET180","http://www.nxp.com/products/microcontrollers/product_series/lpc1800/LPC1830FET180.html","http://www.nxp.com/documents/data_sheet/LPC1850_30_20_10.pdf","Cortex-M3","180","225","0","200","0","N","118","1","2","HS (2x)","host/device","0","2","4","2","2","","8","10","400 ksps","0","10","4","32","1","1","6","1","TFBGA180","-40 °C to +85 °C","","N","2.4","3.6","Production","OM13010; OM13026; OM13028; OM13039; OM13059; OM13061","140-LPC1800-"
"nxp","Microcontrollers---Product series---LPC1800","LPC1830FET256","http://www.nxp.com/products/microcontrollers/product_series/lpc1800/LPC1830FET256.html","http://www.nxp.com/documents/data_sheet/LPC1850_30_20_10.pdf","Cortex-M3","180","225","0","200","0","N","164","1","2","HS (2x)","host/device","0","2","4","2","2","","8","10","400 ksps","0","10","4","32","1","1","6","1","LBGA256","-40 °C to +85 °C","","","2.4","3.6","Production","OM13010; OM13026; OM13028; OM13039; OM13059; OM13061","140-LPC1800-"
