"brand","Series","Series-2","PartNo","DetailLink","Document","Description","Suggested Drivers","封装类型和焊端数","预算报价（不含税）(CNY)","工作频率 (Max) (MHz) ","内核：内核数量 (Spec)","内核：类型","内部RAM (KB) ","L2缓存 (Max) (KB) ","支持外部存储器","外部总线接口","安全","视频/显示功能","I2C","CAN","UART","DSPI","其他特性","USB features","SDIO","USB","0000002556","PLC代码","Pin count","PLC描述","无铅","认证级别","RoHS","以太网","ESAI"
"FSL","ARM 处理器---VFxxx控制器解决方案","VF3xx","MVF30NN151CKU26","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=VF3xx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/vfxxx-controller/f-series/arm-cortex-a5-based-microprocessors-with-1.5mb-sram-lcd-security-2x-ethernet-l2-switch:VF3xx?&fpsp=1&tab=Documentation_Tab#MVF30NN151CKU26","Vybrid F 32-bit MPU, ARM Cortex-A5 core, 266MHz, QFP 176","-","LQFP-EP 176","10000 @ CNY60.21 each","260","1","ARM Cortex-A5","1500","0","NAND FC, Quad SPI","Flexbus","0","LCD Controller","2","2","4","3","Segment Display Controller, VIU","Integrated PHY, USB OTG HS","1","1","3 x SAI, 1 x ESAI","2","176","PRODUCT RAPID GROWTH(2)","-","10-YEARS APPLICATION LIFE","-","2","-"
"FSL","ARM 处理器---VFxxx控制器解决方案","VF3xx","MVF30NS151CKU26","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=VF3xx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/vfxxx-controller/f-series/arm-cortex-a5-based-microprocessors-with-1.5mb-sram-lcd-security-2x-ethernet-l2-switch:VF3xx?&fpsp=1&tab=Documentation_Tab#MVF30NS151CKU26","Vybrid F 32-bit MPU, ARM Cortex-A5 core, 266MHz, QFP 176","-","LQFP-EP 176","10000 @ CNY62.50 each","260","1","ARM Cortex-A5","1500","0","NAND FC, Quad SPI","Flexbus","1","LCD Controller","2","2","4","3","Segment Display Controller, VIU","Integrated PHY, USB OTG HS","-","1","3 x SAI, 1 x ESAI","2","176","PRODUCT RAPID GROWTH(2)","-","10-YEARS APPLICATION LIFE","-","2","-"
"FSL","ARM 处理器---VFxxx控制器解决方案","VF5xx","MVF50NN151CMK40","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=VF5xx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/vfxxx-controller/f-series/arm-cortex-a5-based-microprocessors-with-1.5mb-sram-lcd-security-2x-ethernet-l2-switch:VF5xx?&fpsp=1&tab=Documentation_Tab#MVF50NN151CMK40","Vybrid F 32-bit MPU, ARM Cortex-A5 core, 400MHz, MAPBGA 364","-","MAPBGA 364","10000 @ CNY61.49 each","400","1","ARM Cortex-A5","1500","0","DDR, NAND FC, Quad SPI","Flexbus","0","LCD Controller","4","2","6","4","VIU","Integrated PHY, USB OTG HS","-","2","4 x SAI, 1 x SPDIF, 1 x ESAI","2","364","PRODUCT RAPID GROWTH(2)","-","10-YEARS APPLICATION LIFE","-","2","-"
"FSL","ARM 处理器---VFxxx控制器解决方案","VF5xx","MVF50NN151CMK50","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=VF5xx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/vfxxx-controller/f-series/arm-cortex-a5-based-microprocessors-with-1.5mb-sram-lcd-security-2x-ethernet-l2-switch:VF5xx?&fpsp=1&tab=Documentation_Tab#MVF50NN151CMK50","Vybrid F 32-bit MPU, ARM Cortex-A5 core, 500MHz, MAPBGA 364","-","MAPBGA 364","10000 @ CNY62.76 each","500","1","ARM Cortex-A5","1500","0","DDR, NAND FC, Quad SPI","Flexbus","0","LCD Controller","4","2","6","4","VIU","Integrated PHY, USB OTG HS","-","2","4 x SAI, 1 x SPDIF, 1 x ESAI","2","364","PRODUCT RAPID GROWTH(2)","-","10-YEARS APPLICATION LIFE","-","2","-"
"FSL","ARM 处理器---VFxxx控制器解决方案","VF5xx","MVF50NS151CMK40","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=VF5xx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/vfxxx-controller/f-series/arm-cortex-a5-based-microprocessors-with-1.5mb-sram-lcd-security-2x-ethernet-l2-switch:VF5xx?&fpsp=1&tab=Documentation_Tab#MVF50NS151CMK40","Vybrid F 32-bit MPU, ARM Cortex-A5 core, 400MHz, MAPBGA 364","-","MAPBGA 364","10000 @ CNY63.71 each","400","1","ARM Cortex-A5","1500","0","DDR, NAND FC, Quad SPI","Flexbus","1","LCD Controller","4","2","6","4","VIU","Integrated PHY, USB OTG HS","-","2","4 x SAI, 1 x SPDIF, 1 x ESAI","2","364","PRODUCT RAPID GROWTH(2)","-","10-YEARS APPLICATION LIFE","-","2","-"
"FSL","ARM 处理器---VFxxx控制器解决方案","VF5xx","MVF50NS151CMK50","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=VF5xx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/vfxxx-controller/f-series/arm-cortex-a5-based-microprocessors-with-1.5mb-sram-lcd-security-2x-ethernet-l2-switch:VF5xx?&fpsp=1&tab=Documentation_Tab#MVF50NS151CMK50","Vybrid F 32-bit MPU, ARM Cortex-A5 core, 500MHz, MAPBGA 364","-","MAPBGA 364","10000 @ CNY64.92 each","500","1","ARM Cortex-A5","1500","0","DDR, NAND FC, Quad SPI","Flexbus","1","LCD Controller","4","2","6","4","VIU","Integrated PHY, USB OTG HS","-","2","4 x SAI, 1 x SPDIF, 1 x ESAI","2","364","PRODUCT RAPID GROWTH(2)","-","10-YEARS APPLICATION LIFE","-","2","-"
"FSL","ARM 处理器---VFxxx控制器解决方案","VF5xx","MVF51NN151CMK50","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=VF5xx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/vfxxx-controller/f-series/arm-cortex-a5-based-microprocessors-with-1.5mb-sram-lcd-security-2x-ethernet-l2-switch:VF5xx?&fpsp=1&tab=Documentation_Tab#MVF51NN151CMK50","Vybrid F 32-bit MPU, ARM Cortex-A5 core, 500MHz, MAPBGA 364","-","MAPBGA 364","10000 @ CNY66.51 each","500","1","ARM Cortex-A5","1000","512","DDR, NAND FC, Quad SPI","Flexbus","0","LCD Controller","4","2","6","4","VIU","Integrated PHY, USB OTG HS","-","2","4 x SAI, 1 x SPDIF, 1 x ESAI","2","364","PRODUCT RAPID GROWTH(2)","-","10-YEARS APPLICATION LIFE","-","2","-"
"FSL","ARM 处理器---VFxxx控制器解决方案","VF5xx","MVF51NS151CMK50","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=VF5xx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/vfxxx-controller/f-series/arm-cortex-a5-based-microprocessors-with-1.5mb-sram-lcd-security-2x-ethernet-l2-switch:VF5xx?&fpsp=1&tab=Documentation_Tab#MVF51NS151CMK50","Vybrid F 32-bit MPU, ARM Cortex-A5 core, 500MHz, MAPBGA 364","-","MAPBGA 364","10000 @ CNY68.74 each","500","1","ARM Cortex-A5","1000","512","DDR, NAND FC, Quad SPI","Flexbus","1","LCD Controller","4","2","6","4","VIU","Integrated PHY, USB OTG HS","-","2","4 x SAI, 1 x SPDIF, 1 x ESAI","2","364","PRODUCT RAPID GROWTH(2)","-","10-YEARS APPLICATION LIFE","-","2","-"
"FSL","ARM 处理器---VFxxx控制器解决方案","VF3xxR","SVF311R3K1CKU2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=VF3xxR&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/vfxxx-controller/r-series/32-bit-devices-for-advanced-connected-radio-entry-level-infotainment-and-digital-instrument-cluster-applications:VF3xxR?&fpsp=1&tab=Documentation_Tab#SVF311R3K1CKU2","Vybrid R 32-bit MPU, ARM Cortex-A5 core, ARM Cortex-M4 core, QFP 176","-","LQFP-EP 176","10000 @ CNY61.74 each","-","1","ARM Cortex-A5","1500","-","NAND FC, Quad SPI","Flexbus","-","VIU, VADC, TFT LCD, Segment LCD","4","2","4","3","Media Local Bus, SPDIF Rx/Tx","Integrated PHY, USB","1","-","-","2","176","PRODUCT RAPID GROWTH(2)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","1","1"
"FSL","ARM 处理器---VFxxx控制器解决方案","VF3xxR","SVF312R3K1CKU2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=VF3xxR&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/vfxxx-controller/r-series/32-bit-devices-for-advanced-connected-radio-entry-level-infotainment-and-digital-instrument-cluster-applications:VF3xxR?&fpsp=1&tab=Documentation_Tab#SVF312R3K1CKU2","Vybrid R 32-bit MPU, ARM Cortex-A5 core, ARM Cortex-M4 core, QFP 176","-","LQFP-EP 176","10000 @ CNY64.92 each","-","1","ARM Cortex-A5","1500","-","NAND FC, Quad SPI","Flexbus","-","VIU, VADC, TFT LCD, Segment LCD, Graphics Processing Unit","4","2","4","3","Media Local Bus, SPDIF Rx/Tx","Integrated PHY, USB","1","-","-","2","176","PRODUCT RAPID GROWTH(2)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","1","1"
"FSL","ARM 处理器---VFxxx控制器解决方案","VF3xxR","SVF321R3K1CKU2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=VF3xxR&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/vfxxx-controller/r-series/32-bit-devices-for-advanced-connected-radio-entry-level-infotainment-and-digital-instrument-cluster-applications:VF3xxR?&fpsp=1&tab=Documentation_Tab#SVF321R3K1CKU2","Vybrid R 32-bit MPU, ARM Cortex-A5 core, ARM Cortex-M4 core, QFP 176","-","LQFP-EP 176","10000 @ CNY68.10 each","-","2","ARM Cortex-M4, ARM Cortex-A5","1500","-","NAND FC, Quad SPI","Flexbus","-","VIU, VADC, TFT LCD, Segment LCD","4","2","4","3","Media Local Bus, SPDIF Rx/Tx","Integrated PHY, USB","1","-","-","2","176","PRODUCT RAPID GROWTH(2)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","1","1"
