"brand","Series","Series-2","PartNo","DetailLink","Document","Description","Suggested Drivers","状态","预算报价（不含税）(CNY)","封装类型和焊端数","替代部件","内核：类型","内核：内核数量 (Spec)","工作频率 (Max) (MHz) ","总线频率 (Max) (MHz) ","缓存 (KB) ","L2缓存 (Max) (KB) ","支持外部存储器","Ethernet Type","USB features","通信协议","其他特性","工作环境温度 (Min-Max) (°C) ","加速度传感器数量","PLC代码","Pin count","PLC描述","I2C","外部总线接口","无铅","认证级别","RoHS","eSPI","DUART"
"FSL","Power Architecture 处理器---QorIQ Qonverge平台：基带处理器","B4420","B4420NXE7QQMD","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=B4420&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-qonverge-platform/qoriq-qonverge-b4420-baseband-processor:B4420?&fpsp=1&tab=Documentation_Tab#B4420NXE7QQMD","QorIQ Qonverge SoC, 2x1.2GHz Starcore DSP, 2x1.6GHz e6500 CPU, MAPLE-B3 accl, encrypted, -40-105C","-","-","1000 @ CNY1,008.33 each","FCPBGA 1020","-","SC3900, e6500","4","1600","600","32","4096","DDR3, DDR3L","-","1 x USB 2.0","-","CPRI, SRIO","-40 to 105","DPAA, MAPLE-B, AltiVec SIMD unit","3","1020","PRODUCT STABLE GROWTH/MATURITY(3)","4","PCI-Express","-","10-YEARS APPLICATION LIFE","-","1","2"
"FSL","Power Architecture 处理器---QorIQ Qonverge平台：基带处理器","B4420","B4420NXN7QQMD","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=B4420&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-qonverge-platform/qoriq-qonverge-b4420-baseband-processor:B4420?&fpsp=1&tab=Documentation_Tab#B4420NXN7QQMD","QorIQ Qonverge SoC, 2x1.2GHz Starcore DSP, 2x1.6GHz e6500 CPU, MAPLE-B3 accl, -40-105C","-","-","-","FCPBGA 1020","-","SC3900, e6500","4","1600","600","32","4096","DDR3, DDR3L","-","1 x USB 2.0","-","CPRI, SRIO","-40 to 105","DPAA, MAPLE-B, AltiVec SIMD unit","3","1020","PRODUCT STABLE GROWTH/MATURITY(3)","4","PCI-Express","-","10-YEARS APPLICATION LIFE","-","1","2"
"FSL","Power Architecture 处理器---QorIQ Qonverge平台：基带处理器","BSC9131","BSC9131NJE1HHHB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=BSC9131&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-qonverge-platform/qoriq-qonverge-bsc9131-single-core-processor-and-single-core-dsp:BSC9131?&fpsp=1&tab=Documentation_Tab#BSC9131NJE1HHHB","QorIQ Qonverge SoC, 800MHz StarCore DSP, 800MHz e500 CPU, MAPLE-B2F accelerator, DDR3, SEC, -40-105C","-","-","1000 @ CNY203.03 each","FCPBGA 520","-","SC3850, e500","2","800","400","32","256","DDR3, DDR3L","1GBaseT, SGMII","1 x USB 2.0","-","Antenna Interface Controller","-40 to 105","MAPLE-B, SEC 4.4","3","520","PRODUCT STABLE GROWTH/MATURITY(3)","2","PCI-Express","-","10-YEARS APPLICATION LIFE","-","4","2"
"FSL","Power Architecture 处理器---QorIQ Qonverge平台：基带处理器","BSC9131","BSC9131NJN1HHHB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=BSC9131&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-qonverge-platform/qoriq-qonverge-bsc9131-single-core-processor-and-single-core-dsp:BSC9131?&fpsp=1&tab=Documentation_Tab#BSC9131NJN1HHHB","QorIQ Qonverge SoC, 800MHz StarCore DSP, 800MHz e500 CPU, MAPLE-B2F accelerator, DDR3, -40-105C","-","-","1000 @ CNY203.03 each","FCPBGA 520","-","SC3850, e500","2","800","400","32","256","DDR3, DDR3L","1GBaseT, SGMII","1 x USB 2.0","-","Antenna Interface Controller","-40 to 105","MAPLE-B","3","520","PRODUCT STABLE GROWTH/MATURITY(3)","2","PCI-Express","-","10-YEARS APPLICATION LIFE","-","4","2"
"FSL","Power Architecture 处理器---QorIQ Qonverge平台：基带处理器","BSC9131","BSC9131NLE1HHHB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=BSC9131&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-qonverge-platform/qoriq-qonverge-bsc9131-single-core-processor-and-single-core-dsp:BSC9131?&fpsp=1&tab=Documentation_Tab#BSC9131NLE1HHHB","QorIQ Qonverge SoC, 800MHz StarCore DSP, 800MHz e500 CPU, MAPLE-B2F accelerator, DDR3, SEC, 0-105C","-","-","1000 @ CNY184.59 each","FCPBGA 520","-","SC3850, e500","2","800","400","32","256","DDR3, DDR3L","1GBaseT, SGMII","1 x USB 2.0","-","Antenna Interface Controller","0 to 105","MAPLE-B, SEC 4.4","3","520","PRODUCT STABLE GROWTH/MATURITY(3)","2","PCI-Express","-","10-YEARS APPLICATION LIFE","-","4","2"
"FSL","Power Architecture 处理器---QorIQ Qonverge平台：基带处理器","BSC9131","BSC9131NLN1HHHB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=BSC9131&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-qonverge-platform/qoriq-qonverge-bsc9131-single-core-processor-and-single-core-dsp:BSC9131?&fpsp=1&tab=Documentation_Tab#BSC9131NLN1HHHB","QorIQ Qonverge SoC, 800MHz StarCore DSP, 800MHz e500 CPU, MAPLE-B2F accelerator, IFC, DDR3, 0-105C","-","-","1000 @ CNY184.59 each","FCPBGA 520","-","SC3850, e500","2","800","400","32","256","DDR3, DDR3L","1GBaseT, SGMII","1 x USB 2.0","-","Antenna Interface Controller","0 to 105","MAPLE-B","3","520","PRODUCT STABLE GROWTH/MATURITY(3)","2","PCI-Express","-","10-YEARS APPLICATION LIFE","-","4","2"
"FSL","Power Architecture 处理器---QorIQ Qonverge平台：基带处理器","BSC9131","BSC9131NSE1KHKB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=BSC9131&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-qonverge-platform/qoriq-qonverge-bsc9131-single-core-processor-and-single-core-dsp:BSC9131?&fpsp=1&tab=Documentation_Tab#BSC9131NSE1KHKB","QorIQ Qonverge SoC, 1GHz StarCore DSP, 1GHz e500 CPU, MAPLE-B2F accelerator, IFC, DDR3, SEC, 0-105C","-","-","1000 @ CNY196.35 each","FCPBGA 520","-","SC3850, e500","2","1000","500","32","256","DDR3, DDR3L","1GBaseT, SGMII","1 x USB 2.0","-","Antenna Interface Controller","0 to 105","MAPLE-B, SEC 4.4","3","520","PRODUCT STABLE GROWTH/MATURITY(3)","2","PCI-Express","-","10-YEARS APPLICATION LIFE","-","4","2"
"FSL","Power Architecture 处理器---QorIQ Qonverge平台：基带处理器","BSC9131","BSC9131NSN1KHKB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=BSC9131&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-qonverge-platform/qoriq-qonverge-bsc9131-single-core-processor-and-single-core-dsp:BSC9131?&fpsp=1&tab=Documentation_Tab#BSC9131NSN1KHKB","QorIQ Qonverge SoC, 1GHz StarCore DSP, 1GHz e500 CPU, MAPLE-B2F accelerator, IFC, DDR3, 0-105C","-","-","1000 @ CNY196.35 each","FCPBGA 520","-","SC3850, e500","2","1000","500","32","256","DDR3, DDR3L","1GBaseT, SGMII","1 x USB 2.0","-","Antenna Interface Controller","0 to 105","MAPLE-B","3","520","PRODUCT STABLE GROWTH/MATURITY(3)","2","PCI-Express","-","10-YEARS APPLICATION LIFE","-","4","2"
"FSL","Power Architecture 处理器---QorIQ Qonverge平台：基带处理器","BSC9131","BSC9131NXE1KHKB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=BSC9131&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-qonverge-platform/qoriq-qonverge-bsc9131-single-core-processor-and-single-core-dsp:BSC9131?&fpsp=1&tab=Documentation_Tab#BSC9131NXE1KHKB","QorIQ Qonverge SoC, 1GHz StarCore DSP, 1GHz e500 CPU, MAPLE-B2F accelerator, DDR3, SEC, -40-105C","-","-","1000 @ CNY216.00 each","FCPBGA 520","-","SC3850, e500","2","1000","500","32","256","DDR3, DDR3L","1GBaseT, SGMII","1 x USB 2.0","-","Antenna Interface Controller","-40 to 105","MAPLE-B, SEC 4.4","3","520","PRODUCT STABLE GROWTH/MATURITY(3)","2","PCI-Express","-","10-YEARS APPLICATION LIFE","-","4","2"
"FSL","Power Architecture 处理器---QorIQ Qonverge平台：基带处理器","BSC9131","BSC9131NXN1KHKB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=BSC9131&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-qonverge-platform/qoriq-qonverge-bsc9131-single-core-processor-and-single-core-dsp:BSC9131?&fpsp=1&tab=Documentation_Tab#BSC9131NXN1KHKB","QorIQ Qonverge SoC, 1GHz StarCore DSP, 1GHz e500 CPU, MAPLE-B2F accelerator, DDR3, IFC, -40-105C","-","-","1000 @ CNY216.00 each","FCPBGA 520","-","SC3850, e500","2","1000","500","32","256","DDR3, DDR3L","1GBaseT, SGMII","1 x USB 2.0","-","Antenna Interface Controller","-40 to 105","MAPLE-B","3","520","PRODUCT STABLE GROWTH/MATURITY(3)","2","PCI-Express","-","10-YEARS APPLICATION LIFE","-","4","2"
"FSL","Power Architecture 处理器---QorIQ Qonverge平台：基带处理器","B4860","B4860NSE7QUMD","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=B4860&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-qonverge-platform/qoriq-qonverge-b4860-baseband-processor:B4860?&fpsp=1&tab=Documentation_Tab#B4860NSE7QUMD","QorIQ Qonverge SoC, 6x1.2GHz Starcore DSP, 4x1.6GHz e6500 CPU, MAPLE-B3 accl, encrypted, 0-105C","-","-","1000 @ CNY1,580.41 each","FCPBGA 1020","-","SC3900, e6500","10","1600","600","32","8192","DDR3, DDR3L","-","1 x USB 2.0","-","CPRI, SRIO","0 to 105","DPAA, MAPLE-B, AltiVec SIMD unit","3","1020","PRODUCT STABLE GROWTH/MATURITY(3)","4","PCI-Express","-","10-YEARS APPLICATION LIFE","-","1","2"
"FSL","Power Architecture 处理器---QorIQ Qonverge平台：基带处理器","B4860","B4860NSN7QUMD","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=B4860&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-qonverge-platform/qoriq-qonverge-b4860-baseband-processor:B4860?&fpsp=1&tab=Documentation_Tab#B4860NSN7QUMD","QorIQ Qonverge SoC, 6x1.2GHz Starcore DSP, 4x1.6GHz e6500 CPU, MAPLE-B3 accelerator, 0-105C","-","-","1000 @ CNY1,580.41 each","FCPBGA 1020","-","SC3900, e6500","10","1600","600","32","8192","DDR3, DDR3L","-","1 x USB 2.0","-","CPRI, SRIO","0 to 105","DPAA, MAPLE-B, AltiVec SIMD unit","3","1020","PRODUCT STABLE GROWTH/MATURITY(3)","4","PCI-Express","-","10-YEARS APPLICATION LIFE","-","1","2"
"FSL","Power Architecture 处理器---QorIQ Qonverge平台：基带处理器","B4860","B4860NXE7QUMD","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=B4860&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-qonverge-platform/qoriq-qonverge-b4860-baseband-processor:B4860?&fpsp=1&tab=Documentation_Tab#B4860NXE7QUMD","QorIQ Qonverge SoC, 6x1.2GHz Starcore DSP, 4x1.6GHz e6500 CPU, MAPLE-B3 accl, encrypted, -40-105C","-","-","1000 @ CNY1,754.25 each","FCPBGA 1020","-","SC3900, e6500","10","1600","600","32","8192","DDR3, DDR3L","-","1 x USB 2.0","-","CPRI, SRIO","-40 to 105","DPAA, MAPLE-B, AltiVec SIMD unit","3","1020","PRODUCT STABLE GROWTH/MATURITY(3)","4","PCI-Express","-","10-YEARS APPLICATION LIFE","-","1","2"
"FSL","Power Architecture 处理器---QorIQ Qonverge平台：基带处理器","B4860","B4860NXN7QUMD","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=B4860&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-qonverge-platform/qoriq-qonverge-b4860-baseband-processor:B4860?&fpsp=1&tab=Documentation_Tab#B4860NXN7QUMD","QorIQ Qonverge SoC, 6x1.2GHz Starcore DSP, 4x1.6GHz e6500 CPU, MAPLE-B3 accelerator, -40-105C","-","-","1000 @ CNY1,754.25 each","FCPBGA 1020","-","SC3900, e6500","10","1600","600","32","8192","DDR3, DDR3L","-","1 x USB 2.0","-","CPRI, SRIO","-40 to 105","DPAA, MAPLE-B, AltiVec SIMD unit","3","1020","PRODUCT STABLE GROWTH/MATURITY(3)","4","PCI-Express","-","10-YEARS APPLICATION LIFE","-","1","2"
"FSL","Power Architecture 处理器---QorIQ Qonverge平台：基带处理器","B4860","G4860NSE7QUMD","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=B4860&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-qonverge-platform/qoriq-qonverge-b4860-baseband-processor:B4860?&fpsp=1&tab=Documentation_Tab#G4860NSE7QUMD","QorIQ Qonverge SoC, 6x1.2GHz Starcore DSP, 4x1.6GHz e6500 CPU, DDR3/3L, encrypted, 0-105C","-","-","-","FCPBGA 1020","-","SC3900, e6500","10","1600","600","32","8192","DDR3, DDR3L","-","1 x USB 2.0","-","CPRI, SRIO","0 to 105","DPAA, MAPLE-B, AltiVec SIMD unit","3","1020","PRODUCT STABLE GROWTH/MATURITY(3)","4","PCI-Express","-","10-YEARS APPLICATION LIFE","-","1","2"
"FSL","Power Architecture 处理器---QorIQ Qonverge平台：基带处理器","B4860","G4860NSN7QUMD","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=B4860&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-qonverge-platform/qoriq-qonverge-b4860-baseband-processor:B4860?&fpsp=1&tab=Documentation_Tab#G4860NSN7QUMD","QorIQ Qonverge SoC, 6x1.2GHz Starcore DSP, 4x1.6GHz e6500 CPU, DDR3/3L, 0-105C","-","-","1000 @ CNY1,343.30 each","FCPBGA 1020","-","SC3900, e6500","10","1600","600","32","8192","DDR3, DDR3L","-","1 x USB 2.0","-","CPRI, SRIO","0 to 105","DPAA, MAPLE-B, AltiVec SIMD unit","3","1020","PRODUCT STABLE GROWTH/MATURITY(3)","4","PCI-Express","-","10-YEARS APPLICATION LIFE","-","1","2"
"FSL","Power Architecture 处理器---QorIQ Qonverge平台：基带处理器","B4860","G4860NXE7QUMD","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=B4860&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-qonverge-platform/qoriq-qonverge-b4860-baseband-processor:B4860?&fpsp=1&tab=Documentation_Tab#G4860NXE7QUMD","QorIQ Qonverge SoC, 6x1.2GHz Starcore DSP, 4x1.6GHz e6500 CPU, DDR3/3L, encrypted, -40-105C","-","-","-","FCPBGA 1020","-","SC3900, e6500","10","1600","600","32","8192","DDR3, DDR3L","-","1 x USB 2.0","-","CPRI, SRIO","-40 to 105","DPAA, MAPLE-B, AltiVec SIMD unit","3","1020","PRODUCT STABLE GROWTH/MATURITY(3)","4","PCI-Express","-","10-YEARS APPLICATION LIFE","-","1","2"
"FSL","Power Architecture 处理器---QorIQ Qonverge平台：基带处理器","B4860","G4860NXN7QUMD","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=B4860&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-qonverge-platform/qoriq-qonverge-b4860-baseband-processor:B4860?&fpsp=1&tab=Documentation_Tab#G4860NXN7QUMD","QorIQ Qonverge SoC, 6x1.2GHz Starcore DSP, 4x1.6GHz e6500 CPU, DDR3/3L, -40-105C","-","-","1000 @ CNY1,491.13 each","FCPBGA 1020","-","SC3900, e6500","10","1600","600","32","8192","DDR3, DDR3L","-","1 x USB 2.0","-","CPRI, SRIO","-40 to 105","DPAA, MAPLE-B, AltiVec SIMD unit","3","1020","PRODUCT STABLE GROWTH/MATURITY(3)","4","PCI-Express","-","10-YEARS APPLICATION LIFE","-","1","2"
