"brand","Series","Series-2","PartNo","DetailLink","Document","Description","Suggested Drivers","状态","预算报价（不含税）(CNY)","封装类型和焊端数","内核：类型","工作频率 (Max) (MHz) ","内核：内核数量 (Spec)","缓存 (KB) ","L2缓存 (Max) (KB) ","内部RAM (KB) ","支持外部存储器","外部总线接口","工作环境温度 (Min-Max) (°C) ","I/O 工作电压 (Max) (V) ","Junction Temperature (Max) (&#186;C)","GPIOs","内核：性能(MIPS)","PLC代码","Pin count","PLC描述","功耗 (Max) (W) ","功耗 (Typ) (W) ","总线频率 (Max) (MHz) ","无铅","认证级别","RoHS","内核：工作电压 (Spec) (V) ","USB","USB features","SPI","Ethernet Type","以太网","通信协议","I2C","协处理器频率 (Max) (MHz) ","协处理器类型","TDM","DMA通道总数","最后发货日期","最后订单日期","CAN","UART","CAN Type","其他特性","安全","eTSEC","Junction Temperature (Min) (&#186;C)","定时器类型","HDLC","SMC","SCC","替代部件"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC860","MPC860DPVR80D4","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC860&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-i-8xx/powerquicc-processor-with-cpm-with-atm-multi-channel-hdlc-10-100-ethernet:MPC860?&fpsp=1&tab=Documentation_Tab#MPC860DPVR80D4","PowerQUICC, 32 Bit Power Architecture SoC, 80MHz, CPM, ENET, ATM, HDLC, PCMCIA, 0 to 95C","-","-","100 @ CNY437.40 each","PBGA 357","MPC8xx","80","1","8","-","-","SRAM, SDRAM, FLASH, EPROM, EDO","PCMCIA","0 to 95","-","95","-","-","4","357","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","10/100 BaseT, MII","-","Ethernet","-","-","CPM","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC860","MPC860DPZQ50D4","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC860&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-i-8xx/powerquicc-processor-with-cpm-with-atm-multi-channel-hdlc-10-100-ethernet:MPC860?&fpsp=1&tab=Documentation_Tab#MPC860DPZQ50D4","PowerQUICC, 32 Bit Power Architecture SoC, 50MHz, CPM, ENET, ATM, HDLC, PCMCIA, 0 to 95C","-","-","100 @ CNY348.70 each","PBGA 357","MPC8xx","50","1","8","-","-","SRAM, SDRAM, FLASH, EPROM, EDO","PCMCIA","0 to 95","-","95","-","-","4","357","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","10/100 BaseT, MII","-","Ethernet","-","-","CPM","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC860","MPC860DPZQ66D4","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC860&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-i-8xx/powerquicc-processor-with-cpm-with-atm-multi-channel-hdlc-10-100-ethernet:MPC860?&fpsp=1&tab=Documentation_Tab#MPC860DPZQ66D4","PowerQUICC, 32 Bit Power Architecture SoC, 66MHz, CPM, ENET, ATM, HDLC, PCMCIA, 0 to 95C","-","-","100 @ CNY376.36 each","PBGA 357","MPC8xx","66","1","8","-","-","SRAM, SDRAM, FLASH, EPROM, EDO","PCMCIA","0 to 95","-","95","-","-","4","357","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","10/100 BaseT, MII","-","Ethernet","-","-","CPM","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC860","MPC860DPZQ80D4","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC860&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-i-8xx/powerquicc-processor-with-cpm-with-atm-multi-channel-hdlc-10-100-ethernet:MPC860?&fpsp=1&tab=Documentation_Tab#MPC860DPZQ80D4","PowerQUICC, 32 Bit Power Architecture SoC, 80MHz, CPM, ENET, ATM, HDLC, PCMCIA, 0 to 95C","-","-","100 @ CNY437.40 each","PBGA 357","MPC8xx","80","1","8","-","-","SRAM, SDRAM, FLASH, EPROM, EDO","PCMCIA","0 to 95","-","95","-","-","4","357","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","10/100 BaseT, MII","-","Ethernet","-","-","CPM","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC860","MPC860DTCVR50D4","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC860&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-i-8xx/powerquicc-processor-with-cpm-with-atm-multi-channel-hdlc-10-100-ethernet:MPC860?&fpsp=1&tab=Documentation_Tab#MPC860DTCVR50D4","PowerQUICC, 32 Bit Power Architecture SoC, 50MHz, CPM, ENET, ATM, HDLC, PCMCIA, -40 to 95C","-","-","100 @ CNY300.31 each","PBGA 357","MPC8xx","50","1","4","-","-","SRAM, SDRAM, FLASH, EPROM, EDO","PCMCIA","-40 to 95","-","95","-","-","4","357","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","10/100 BaseT, MII","-","Ethernet","-","-","CPM","-","-","-","-","-","-","-","-","-","-","-40","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC860","MPC860DTCVR66D4","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC860&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-i-8xx/powerquicc-processor-with-cpm-with-atm-multi-channel-hdlc-10-100-ethernet:MPC860?&fpsp=1&tab=Documentation_Tab#MPC860DTCVR66D4","PowerQUICC, 32 Bit Power Architecture SoC, 66MHz, CPM, ENET, ATM, HDLC, PCMCIA, -40 to 95C","-","-","100 @ CNY333.57 each","PBGA 357","MPC8xx","66","1","4","-","-","SRAM, SDRAM, FLASH, EPROM, EDO","PCMCIA","-40 to 95","-","95","-","-","4","357","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","10/100 BaseT, MII","-","Ethernet","-","-","CPM","-","-","-","-","-","-","-","-","-","-","-40","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC860","MPC860DTCZQ50D4","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC860&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-i-8xx/powerquicc-processor-with-cpm-with-atm-multi-channel-hdlc-10-100-ethernet:MPC860?&fpsp=1&tab=Documentation_Tab#MPC860DTCZQ50D4","PowerQUICC, 32 Bit Power Architecture SoC, 50MHz, CPM, ENET, ATM, HDLC, PCMCIA, -40 to 95C","-","-","100 @ CNY300.31 each","PBGA 357","MPC8xx","50","1","4","-","-","SRAM, SDRAM, FLASH, EPROM, EDO","PCMCIA","-40 to 95","-","95","-","-","4","357","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","10/100 BaseT, MII","-","Ethernet","-","-","CPM","-","-","-","-","-","-","-","-","-","-","-40","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC860","MPC860DTVR50D4","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC860&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-i-8xx/powerquicc-processor-with-cpm-with-atm-multi-channel-hdlc-10-100-ethernet:MPC860?&fpsp=1&tab=Documentation_Tab#MPC860DTVR50D4","PowerQUICC, 32 Bit Power Architecture SoC, 50MHz, CPM, ENET, ATM, HDLC, PCMCIA, 0 to 95C","-","-","100 @ CNY278.06 each","PBGA 357","MPC8xx","50","1","4","-","-","SRAM, SDRAM, FLASH, EPROM, EDO","PCMCIA","0 to 95","-","95","-","-","4","357","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","10/100 BaseT, MII","-","Ethernet","-","-","CPM","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC860","MPC860DTVR66D4","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC860&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-i-8xx/powerquicc-processor-with-cpm-with-atm-multi-channel-hdlc-10-100-ethernet:MPC860?&fpsp=1&tab=Documentation_Tab#MPC860DTVR66D4","PowerQUICC, 32 Bit Power Architecture SoC, 66MHz, CPM, ENET, ATM, HDLC, PCMCIA, 0 to 95C","-","-","100 @ CNY303.30 each","PBGA 357","MPC8xx","66","1","4","-","-","SRAM, SDRAM, FLASH, EPROM, EDO","PCMCIA","0 to 95","-","95","-","-","4","357","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","10/100 BaseT, MII","-","Ethernet","-","-","CPM","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC860","MPC860DTZQ80D4","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC860&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-i-8xx/powerquicc-processor-with-cpm-with-atm-multi-channel-hdlc-10-100-ethernet:MPC860?&fpsp=1&tab=Documentation_Tab#MPC860DTZQ80D4","PowerQUICC, 32 Bit Power Architecture SoC, 80MHz, CPM, ENET, ATM, HDLC, PCMCIA, 0 to 95C","-","-","100 @ CNY358.68 each","PBGA 357","MPC8xx","80","1","4","-","-","SRAM, SDRAM, FLASH, EPROM, EDO","PCMCIA","0 to 95","-","95","-","-","4","357","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","10/100 BaseT, MII","-","Ethernet","-","-","CPM","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC860","MPC860ENCVR50D4","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC860&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-i-8xx/powerquicc-processor-with-cpm-with-atm-multi-channel-hdlc-10-100-ethernet:MPC860?&fpsp=1&tab=Documentation_Tab#MPC860ENCVR50D4","PowerQUICC, 32 Bit Power Architecture SoC, 50MHz, CPM, ENET, PCMCIA, -40 to 95C","-","-","100 @ CNY328.29 each","PBGA 357","MPC8xx","50","1","4","-","-","SRAM, SDRAM, FLASH, EPROM, EDO","PCMCIA","-40 to 95","-","95","-","-","4","357","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","MII, 10/100 BaseT","-","Ethernet","-","-","CPM","-","-","-","-","-","-","-","-","-","-","-40","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC860","MPC860ENCVR66D4","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC860&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-i-8xx/powerquicc-processor-with-cpm-with-atm-multi-channel-hdlc-10-100-ethernet:MPC860?&fpsp=1&tab=Documentation_Tab#MPC860ENCVR66D4","PowerQUICC, 32 Bit Power Architecture SoC, 66MHz, CPM, ENET, PCMCIA, -40 to 95C","-","-","100 @ CNY355.50 each","PBGA 357","MPC8xx","66","1","4","-","-","SRAM, SDRAM, FLASH, EPROM, EDO","PCMCIA","-40 to 95","-","95","-","-","4","357","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","MII, 10/100 BaseT","-","Ethernet","-","-","CPM","-","-","-","-","-","-","-","-","-","-","-40","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC860","MPC860ENCZQ50D4","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC860&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-i-8xx/powerquicc-processor-with-cpm-with-atm-multi-channel-hdlc-10-100-ethernet:MPC860?&fpsp=1&tab=Documentation_Tab#MPC860ENCZQ50D4","PowerQUICC, 32 Bit Power Architecture SoC, 50MHz, CPM, ENET, PCMCIA, -40 to 95C","-","-","100 @ CNY328.29 each","PBGA 357","MPC8xx","50","1","4","-","-","SRAM, SDRAM, FLASH, EPROM, EDO","PCMCIA","-40 to 95","-","95","-","-","4","357","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","MII, 10/100 BaseT","-","Ethernet","-","-","CPM","-","-","-","-","-","-","-","-","-","-","-40","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC860","MPC860ENCZQ66D4","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC860&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-i-8xx/powerquicc-processor-with-cpm-with-atm-multi-channel-hdlc-10-100-ethernet:MPC860?&fpsp=1&tab=Documentation_Tab#MPC860ENCZQ66D4","PowerQUICC, 32 Bit Power Architecture SoC, 66MHz, CPM, ENET, PCMCIA, -40 to 95C","-","-","100 @ CNY355.50 each","PBGA 357","MPC8xx","66","1","4","-","-","SRAM, SDRAM, FLASH, EPROM, EDO","PCMCIA","-40 to 95","-","95","-","-","4","357","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","MII, 10/100 BaseT","-","Ethernet","-","-","CPM","-","-","-","-","-","-","-","-","-","-","-40","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC860","MPC860ENVR50D4","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC860&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-i-8xx/powerquicc-processor-with-cpm-with-atm-multi-channel-hdlc-10-100-ethernet:MPC860?&fpsp=1&tab=Documentation_Tab#MPC860ENVR50D4","PowerQUICC, 32 Bit Power Architecture SoC, 50MHz, CPM, ENET, PCMCIA, 0 to 95C","-","-","100 @ CNY304.00 each","PBGA 357","MPC8xx","50","1","4","-","-","SRAM, SDRAM, FLASH, EPROM, EDO","PCMCIA","0 to 95","-","95","-","-","4","357","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","MII, 10/100 BaseT","-","Ethernet","-","-","CPM","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC860","MPC860ENVR50D4R2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC860&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-i-8xx/powerquicc-processor-with-cpm-with-atm-multi-channel-hdlc-10-100-ethernet:MPC860?&fpsp=1&tab=Documentation_Tab#MPC860ENVR50D4R2","PowerQUICC, 32 Bit Power Architecture SoC, 50MHz, CPM, ENET, PCMCIA, 0 to 95C","-","-","100 @ CNY304.00 each","PBGA 357","MPC8xx","50","1","4","-","-","SRAM, SDRAM, FLASH, EPROM, EDO","PCMCIA","0 to 95","-","95","-","-","4","357","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","MII, 10/100 BaseT","-","Ethernet","-","-","CPM","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC860","MPC860ENVR66D4","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC860&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-i-8xx/powerquicc-processor-with-cpm-with-atm-multi-channel-hdlc-10-100-ethernet:MPC860?&fpsp=1&tab=Documentation_Tab#MPC860ENVR66D4","PowerQUICC, 32 Bit Power Architecture SoC, 66MHz, CPM, ENET, PCMCIA, 0 to 95C","-","-","100 @ CNY329.18 each","PBGA 357","MPC8xx","66","1","4","-","-","SRAM, SDRAM, FLASH, EPROM, EDO","PCMCIA","0 to 95","-","95","-","-","4","357","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","MII, 10/100 BaseT","-","Ethernet","-","-","CPM","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC860","MPC860ENVR80D4","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC860&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-i-8xx/powerquicc-processor-with-cpm-with-atm-multi-channel-hdlc-10-100-ethernet:MPC860?&fpsp=1&tab=Documentation_Tab#MPC860ENVR80D4","PowerQUICC, 32 Bit Power Architecture SoC, 80MHz, CPM, ENET, PCMCIA, 0 to 95C","-","-","100 @ CNY384.63 each","PBGA 357","MPC8xx","66","1","4","-","-","SRAM, SDRAM, FLASH, EPROM, EDO","PCMCIA","0 to 95","-","95","-","-","4","357","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","MII, 10/100 BaseT","-","Ethernet","-","-","CPM","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC860","MPC860ENZQ50D4","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC860&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-i-8xx/powerquicc-processor-with-cpm-with-atm-multi-channel-hdlc-10-100-ethernet:MPC860?&fpsp=1&tab=Documentation_Tab#MPC860ENZQ50D4","PowerQUICC, 32 Bit Power Architecture SoC, 50MHz, CPM, ENET, PCMCIA, 0 to 95C","-","-","100 @ CNY304.00 each","PBGA 357","MPC8xx","50","1","4","-","-","SRAM, SDRAM, FLASH, EPROM, EDO","PCMCIA","0 to 95","-","95","-","-","4","357","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","MII, 10/100 BaseT","-","Ethernet","-","-","CPM","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC860","MPC860ENZQ50D4R2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC860&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-i-8xx/powerquicc-processor-with-cpm-with-atm-multi-channel-hdlc-10-100-ethernet:MPC860?&fpsp=1&tab=Documentation_Tab#MPC860ENZQ50D4R2","PowerQUICC, 32 Bit Power Architecture SoC, 50MHz, CPM, ENET, PCMCIA, 0 to 95C","-","-","100 @ CNY304.00 each","PBGA 357","MPC8xx","50","1","4","-","-","SRAM, SDRAM, FLASH, EPROM, EDO","PCMCIA","0 to 95","-","95","-","-","4","357","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","MII, 10/100 BaseT","-","Ethernet","-","-","CPM","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC860","MPC860ENZQ66D4","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC860&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-i-8xx/powerquicc-processor-with-cpm-with-atm-multi-channel-hdlc-10-100-ethernet:MPC860?&fpsp=1&tab=Documentation_Tab#MPC860ENZQ66D4","PowerQUICC, 32 Bit Power Architecture SoC, 66MHz, CPM, ENET, PCMCIA, 0 to 95C","-","-","100 @ CNY329.18 each","PBGA 357","MPC8xx","66","1","4","-","-","SRAM, SDRAM, FLASH, EPROM, EDO","PCMCIA","0 to 95","-","95","-","-","4","357","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","MII, 10/100 BaseT","-","Ethernet","-","-","CPM","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC860","MPC860ENZQ80D4","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC860&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-i-8xx/powerquicc-processor-with-cpm-with-atm-multi-channel-hdlc-10-100-ethernet:MPC860?&fpsp=1&tab=Documentation_Tab#MPC860ENZQ80D4","PowerQUICC, 32 Bit Power Architecture SoC, 80MHz, CPM, ENET, PCMCIA, 0 to 95C","-","-","100 @ CNY384.63 each","PBGA 357","MPC8xx","80","1","4","-","-","SRAM, SDRAM, FLASH, EPROM, EDO","PCMCIA","0 to 95","-","95","-","-","4","357","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","MII, 10/100 BaseT","-","Ethernet","-","-","CPM","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC860","MPC860PCVR50D4","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC860&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-i-8xx/powerquicc-processor-with-cpm-with-atm-multi-channel-hdlc-10-100-ethernet:MPC860?&fpsp=1&tab=Documentation_Tab#MPC860PCVR50D4","PowerQUICC, 32 Bit Power Architecture SoC, 50MHz, CPM, ENET, ATM, HDLC, PCMCIA, -40 to 95C","-","-","100 @ CNY438.16 each","PBGA 357","MPC8xx","50","1","8","-","-","SRAM, SDRAM, FLASH, EPROM, EDO","PCMCIA","-40 to 95","-","95","-","-","4","357","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","10/100 BaseT, MII","-","Ethernet","-","-","CPM","-","-","-","-","-","-","-","-","-","-","-40","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC860","MPC860PCVR66D4","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC860&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-i-8xx/powerquicc-processor-with-cpm-with-atm-multi-channel-hdlc-10-100-ethernet:MPC860?&fpsp=1&tab=Documentation_Tab#MPC860PCVR66D4","PowerQUICC, 32 Bit Power Architecture SoC, 66MHz, CPM, ENET, ATM, HDLC, PCMCIA, -40 to 95C","-","-","100 @ CNY468.18 each","PBGA 357","MPC8xx","66","1","8","-","-","SRAM, SDRAM, FLASH, EPROM, EDO","PCMCIA","-40 to 95","-","95","-","-","4","357","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","10/100 BaseT, MII","-","Ethernet","-","-","CPM","-","-","-","-","-","-","-","-","-","-","-40","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC860","MPC860PCZQ50D4","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC860&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-i-8xx/powerquicc-processor-with-cpm-with-atm-multi-channel-hdlc-10-100-ethernet:MPC860?&fpsp=1&tab=Documentation_Tab#MPC860PCZQ50D4","PowerQUICC, 32 Bit Power Architecture SoC, 50MHz, CPM, ENET, ATM, HDLC, PCMCIA, -40 to 95C","-","-","100 @ CNY438.16 each","PBGA 357","MPC8xx","50","1","8","-","-","SRAM, SDRAM, FLASH, EPROM, EDO","PCMCIA","-40 to 95","-","95","-","-","4","357","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","10/100 BaseT, MII","-","Ethernet","-","-","CPM","-","-","-","-","-","-","-","-","-","-","-40","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC860","MPC860PCZQ66D4","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC860&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-i-8xx/powerquicc-processor-with-cpm-with-atm-multi-channel-hdlc-10-100-ethernet:MPC860?&fpsp=1&tab=Documentation_Tab#MPC860PCZQ66D4","PowerQUICC, 32 Bit Power Architecture SoC, 66MHz, CPM, ENET, ATM, HDLC, PCMCIA, -40 to 95C","-","-","100 @ CNY468.18 each","PBGA 357","MPC8xx","66","1","8","-","-","SRAM, SDRAM, FLASH, EPROM, EDO","PCMCIA","-40 to 95","-","95","-","-","4","357","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","10/100 BaseT, MII","-","Ethernet","-","-","CPM","-","-","-","-","-","-","-","-","-","-","-40","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC860","MPC860PVR50D4","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC860&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-i-8xx/powerquicc-processor-with-cpm-with-atm-multi-channel-hdlc-10-100-ethernet:MPC860?&fpsp=1&tab=Documentation_Tab#MPC860PVR50D4","PowerQUICC, 32 Bit Power Architecture SoC, 50MHz, CPM, ENET, ATM, HDLC, PCMCIA, 0 to 95C","-","-","100 @ CNY405.67 each","PBGA 357","MPC8xx","50","1","8","-","-","SRAM, SDRAM, FLASH, EPROM, EDO","PCMCIA","0 to 95","-","95","-","-","4","357","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","10/100 BaseT, MII","-","Ethernet","-","-","CPM","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-"
