"brand","Series","Series-2","PartNo","DetailLink","Document","Description","Suggested Drivers","预算报价（不含税）(CNY)","封装类型和焊端数","内核：类型","工作频率 (Max) (MHz) ","内核：内核数量 (Spec)","工作环境温度 (Min-Max) (°C) ","缓存 (KB) ","L2缓存 (Max) (KB) ","内部RAM (KB) ","支持外部存储器","多媒体","其他特性","视频/显示功能","PLC代码","Pin count","PLC描述","UART","I2C","USB features","定时器类型","SPI","总线频率 (Max) (MHz) ","定时器特性","定时器","无铅","认证级别","RoHS","内核：工作电压 (Spec) (V) ","Ethernet Type","以太网","I2S","CAN","CAN Type","通信协议","PWM (bit)","PWM (ch)","支持外部存储","外部总线接口","SCC","Camera interfaces","GPU 2D (BLIT)","Display resolution @60Hz (max)","Display interfaces","GPU 2D (Vector Graphics)","GPU 3D","Supported graphics libraries","USB features","Tamper detection","Media Local Bus (MLB)","Audio-specific modules","Debug &amp; Trace"," 片上SRAM (KB)","Boot ROM (KB)","External storage support","HW Video Encoder / Decoder","External memory support","DRAM frequency (max)(MHz)","ECSPI","以太网","SDIO","SATA","CAN","ESAI","PWM modules (resolution)","定时器","Additional security features","Watchdog","Temperature sensor","Recommended PMIC","Integrated power management","PCIe 2.0 (# Lane)","Linux","Android","Junction Temperature (Max) (&#186;C)","USB","Junction Temperature (Min) (&#186;C)","Package Type","Package pitch (mm)","外部总线宽度 (bit) ","HW Dev. Tools","Main CPU: Type","Package dimension (LxWxZ) (mm)","Pin compatible i.MX families","Main CPU: L2 Cache (max) (KB)","Main CPU: L2 Cache (max) (KB)","Main CPU: Number of cores","Main CPU: Operating frequency (max) (MHz)","Real-time companion CPU: I/D Cache (max)(KB)","ADC","Real-time companion CPU: Type","Real-time companion CPU: Operating frequency (max) (MHz)","Real-time companion CPU: Tightly-coupled memory (max)(KB)","替代部件"
"FSL","ARM 处理器---i.MX应用处理器","i.MX6Q","MCIMX6Q6AVT08ADR","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=i.MX6Q&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/i.mx-applications-processors-based-on-arm-cores/i.mx-6-processors/i.mx6qp/i.mx-6quad-processors-high-performance-3d-graphics-hd-video-arm-cortex-a9-core:i.MX6Q?&fpsp=1&tab=Documentation_Tab#MCIMX6Q6AVT08ADR","i.MX 6 series 32-bit MPU, Quad ARM Cortex-A9 core, 1GHz, FCBGA 624","-","1000 @ CNY225.79 each","FCPBGA 624","ARM Cortex-A9","850","4","-","32","1000","256","DDR3, DDR3L, FLASH, LPDDR2","Camera Interface","Temperature Sensor, Tamper Detect, SATA 2.0, LVDS, MLB150 (Media Local Bus), PCIe 2.0 1x Lane","OpenVG 1.1, OpenGL ES 3.0, OpenGL ES 2.0, OpenGL ES 1.1, OpenCL, LCD Controller, Image Pre and Post Processor, HDMI 1.4, HD1080p Video Transcode, HD1080p Video Encode, HD1080p Video Decode","2","624","PRODUCT RAPID GROWTH(2)","5","3","Integrated PHY, USB 2.0, USB OTG HS","General Purpose Timer, Periodic Interrupt Timer, Watchdog Timer","5","533","-","-","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","1 Gbps + IEEE 1588","-","3","2","FlexCAN","-","16","4","MMC, SD","NAND, NOR, WEIM","-","2x 20-bit parallel camera port, 4-lane MIPI-CSI2","Vivante GC320 (600Mpx/s)","4x WXGA","1x 24-bit RGB, 2x LVDS, 2x MIPI-DSI, HDMI 1.4","Vivante GC355 (300Mpx/s)","Vivante GC2000 (176Mtri/s)","OpenCL, OpenGL ES 1.1, OpenGL ES 2.0, OpenGL ES 3.0, OpenVG 1.1","1x HS USB 2.0 Host + PHY, 1x HS USB 2.0 OTG + PHY, 2x HS USB 2.0 Host + HSIC","Yes","25/50/150","Audio Accelerator, ESAI","JTAG","256","96","1x SDXC, 3x SD/MMC 4.4","HD1080p30 Video Encode, HD1080p30 Video Transcode, HD1080p60 Video Decode","16/32-bit NOR, 2x32-bit LPDDR2, 40-bit ECC, 64-bit DDR3, 64-bit DDR3L, 8-bit managed NAND, ONFI2.2","533","5","1x 1Gbps + IEEE 1588","1","S-ATA II (3Gbps)","2x FlexCAN","1","4 (16-bit)","2","A-HAB, ARM TrustZone, Cryptographic accelerator, NIST approved RNG, Secure RAM","2","Yes","MMPF0100","Partial PMU integration (LDO)","1","L3.10.53_1.1.0","IMX6_KK443_200_ANDROID","125","4","-40","FCPBGA","0.8","64","MCIMX6QAICPU1","ARM Cortex-A9","21x21x2","i.MX 6Dual, i.MX 6DualLite, i.MX 6Solo","32/32","1024","4","852","-","-","-","-","-","-"
"FSL","ARM 处理器---i.MX应用处理器","i.MX6Q","MCIMX6Q6AVT10AD","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=i.MX6Q&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/i.mx-applications-processors-based-on-arm-cores/i.mx-6-processors/i.mx6qp/i.mx-6quad-processors-high-performance-3d-graphics-hd-video-arm-cortex-a9-core:i.MX6Q?&fpsp=1&tab=Documentation_Tab#MCIMX6Q6AVT10AD","i.MX 6 series 32-bit MPU, Quad ARM Cortex-A9 core, 1GHz, FCBGA 624","-","1000 @ CNY259.62 each","FCPBGA 624","ARM Cortex-A9","1000","4","-","32","1000","256","DDR3, DDR3L, FLASH, LPDDR2","Camera Interface","Temperature Sensor, Tamper Detect, SATA 2.0, LVDS, MLB150 (Media Local Bus), PCIe 2.0 1x Lane","OpenVG 1.1, OpenGL ES 3.0, OpenGL ES 2.0, OpenGL ES 1.1, OpenCL, LCD Controller, Image Pre and Post Processor, HDMI 1.4, HD1080p Video Transcode, HD1080p Video Encode, HD1080p Video Decode","2","624","PRODUCT RAPID GROWTH(2)","5","3","Integrated PHY, USB 2.0, USB OTG HS","General Purpose Timer, Periodic Interrupt Timer, Watchdog Timer","5","533","-","-","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","1 Gbps + IEEE 1588","-","3","-","FlexCAN","-","16","4","MMC, SD","NAND, NOR, WEIM","-","2x 20-bit parallel camera port, 4-lane MIPI-CSI2","Vivante GC320 (600Mpx/s)","4x WXGA","1x 24-bit RGB, 2x LVDS, 2x MIPI-DSI, HDMI 1.4","Vivante GC355 (300Mpx/s)","Vivante GC2000 (176Mtri/s)","OpenCL, OpenGL ES 1.1, OpenGL ES 2.0, OpenGL ES 3.0, OpenVG 1.1","1x HS USB 2.0 Host + PHY, 1x HS USB 2.0 OTG + PHY, 2x HS USB 2.0 Host + HSIC","Yes","25/50/150","Audio Accelerator, ESAI","JTAG","256","96","1x SDXC, 3x SD/MMC 4.4","HD1080p30 Video Encode, HD1080p30 Video Transcode, HD1080p60 Video Decode","16/32-bit NOR, 2x32-bit LPDDR2, 40-bit ECC, 64-bit DDR3, 64-bit DDR3L, 8-bit managed NAND, ONFI2.2","533","5","1x 1Gbps + IEEE 1588","1","S-ATA II (3Gbps)","2x FlexCAN","1","4 (16-bit)","2","A-HAB, ARM TrustZone, Cryptographic accelerator, NIST approved RNG, Secure RAM","2","Yes","MMPF0100","Partial PMU integration (LDO)","1","L3.10.53_1.1.0","IMX6_KK443_200_ANDROID","125","4","-40","FCPBGA","0.8","64","MCIMX6QAICPU1","ARM Cortex-A9","21x21x2","i.MX 6Dual, i.MX 6DualLite, i.MX 6Solo","32/32","1024","4","1000","-","-","-","-","-","-"
"FSL","ARM 处理器---i.MX应用处理器","i.MX6Q","MCIMX6Q6AVT10ADR","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=i.MX6Q&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/i.mx-applications-processors-based-on-arm-cores/i.mx-6-processors/i.mx6qp/i.mx-6quad-processors-high-performance-3d-graphics-hd-video-arm-cortex-a9-core:i.MX6Q?&fpsp=1&tab=Documentation_Tab#MCIMX6Q6AVT10ADR","i.MX 6 series 32-bit MPU, Quad ARM Cortex-A9 core, 1GHz, FCBGA 624","-","1000 @ CNY259.62 each","FCPBGA 624","ARM Cortex-A9","1000","4","-","32","1000","256","DDR3, DDR3L, FLASH, LPDDR2","Camera Interface","Temperature Sensor, Tamper Detect, SATA 2.0, LVDS, MLB150 (Media Local Bus), PCIe 2.0 1x Lane","OpenVG 1.1, OpenGL ES 3.0, OpenGL ES 2.0, OpenGL ES 1.1, OpenCL, LCD Controller, Image Pre and Post Processor, HDMI 1.4, HD1080p Video Transcode, HD1080p Video Encode, HD1080p Video Decode","2","624","PRODUCT RAPID GROWTH(2)","5","3","Integrated PHY, USB 2.0, USB OTG HS","General Purpose Timer, Periodic Interrupt Timer, Watchdog Timer","5","533","-","-","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","1 Gbps + IEEE 1588","-","3","-","FlexCAN","-","16","4","MMC, SD","NAND, NOR, WEIM","-","2x 20-bit parallel camera port, 4-lane MIPI-CSI2","Vivante GC320 (600Mpx/s)","4x WXGA","1x 24-bit RGB, 2x LVDS, 2x MIPI-DSI, HDMI 1.4","Vivante GC355 (300Mpx/s)","Vivante GC2000 (176Mtri/s)","OpenCL, OpenGL ES 1.1, OpenGL ES 2.0, OpenGL ES 3.0, OpenVG 1.1","1x HS USB 2.0 Host + PHY, 1x HS USB 2.0 OTG + PHY, 2x HS USB 2.0 Host + HSIC","Yes","25/50/150","Audio Accelerator, ESAI","JTAG","256","96","1x SDXC, 3x SD/MMC 4.4","HD1080p30 Video Encode, HD1080p30 Video Transcode, HD1080p60 Video Decode","16/32-bit NOR, 2x32-bit LPDDR2, 40-bit ECC, 64-bit DDR3, 64-bit DDR3L, 8-bit managed NAND, ONFI2.2","533","5","1x 1Gbps + IEEE 1588","1","S-ATA II (3Gbps)","2x FlexCAN","1","4 (16-bit)","2","A-HAB, ARM TrustZone, Cryptographic accelerator, NIST approved RNG, Secure RAM","2","Yes","MMPF0100","Partial PMU integration (LDO)","1","L3.10.53_1.1.0","IMX6_KK443_200_ANDROID","125","4","-40","FCPBGA","0.8","64","MCIMX6QAICPU1","ARM Cortex-A9","21x21x2","i.MX 6Dual, i.MX 6DualLite, i.MX 6Solo","32/32","1024","4","1000","-","-","-","-","-","-"
"FSL","ARM 处理器---i.MX应用处理器","i.MX6Q","MCIMX6Q7CVT08AD","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=i.MX6Q&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/i.mx-applications-processors-based-on-arm-cores/i.mx-6-processors/i.mx6qp/i.mx-6quad-processors-high-performance-3d-graphics-hd-video-arm-cortex-a9-core:i.MX6Q?&fpsp=1&tab=Documentation_Tab#MCIMX6Q7CVT08AD","i.MX 6 series 32-bit MPU, Quad ARM Cortex-A9 core, 800MHz, FCBGA 624","-","1000 @ CNY216.32 each","FCPBGA 624","ARM Cortex-A9","800","4","-","32","1000","256","LPDDR2, FLASH, DDR3L, DDR3","Camera Interface","LVDS, PCIe 2.0 1x Lane, SATA 2.0, Tamper Detect, Temperature Sensor","HD1080p Video Decode, HD1080p Video Encode, HD1080p Video Transcode, HDMI 1.4, Image Pre and Post Processor, LCD Controller, OpenCL, OpenGL ES 1.1, OpenGL ES 2.0, OpenGL ES 3.0, OpenVG 1.1","2","624","PRODUCT RAPID GROWTH(2)","5","3","USB OTG HS, USB 2.0, Integrated PHY","-","5","533","-","-","-","10-YEARS APPLICATION LIFE","-","-","1 Gbps + IEEE 1588","-","3","-","FlexCAN","-","16","4","MMC, SD","NAND, NOR, WEIM","-","2x 20-bit parallel camera port, 4-lane MIPI-CSI2","Vivante GC320 (600Mpx/s)","4x WXGA","1x 24-bit RGB, 2x LVDS, 2x MIPI-DSI, HDMI 1.4","Vivante GC355 (300Mpx/s)","Vivante GC2000 (176Mtri/s)","OpenVG 1.1, OpenGL ES 3.0, OpenGL ES 2.0, OpenGL ES 1.1, OpenCL","1x HS USB 2.0 Host + PHY, 1x HS USB 2.0 OTG + PHY, 2x HS USB 2.0 Host + HSIC","Yes","-","Audio Accelerator, ESAI","JTAG","256","96","1x SDXC, 3x SD/MMC 4.4","HD1080p30 Video Encode, HD1080p30 Video Transcode, HD1080p60 Video Decode","ONFI2.2, 8-bit managed NAND, 64-bit DDR3L, 64-bit DDR3, 40-bit ECC, 2x32-bit LPDDR2, 16/32-bit NOR","533","5","1x 1Gbps + IEEE 1588","1","S-ATA II (3Gbps)","2x FlexCAN","1","4 (16-bit)","2","Secure RAM, NIST approved RNG, Cryptographic accelerator, ARM TrustZone, A-HAB","2","Yes","MMPF0100","Partial PMU integration (LDO)","1","L3.10.53_1.1.0","IMX6_KK443_200_ANDROID","105","4","-40","FCPBGA","0.8","-","MCIMX6Q-SDB","ARM Cortex-A9","21x21x2","i.MX 6Dual, i.MX 6DualLite, i.MX 6Solo","32/32","1024","4","800","-","-","-","-","-","-"
"FSL","ARM 处理器---i.MX应用处理器","i.MX6Q","MCIMX6Q7CZK08AD","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=i.MX6Q&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/i.mx-applications-processors-based-on-arm-cores/i.mx-6-processors/i.mx6qp/i.mx-6quad-processors-high-performance-3d-graphics-hd-video-arm-cortex-a9-core:i.MX6Q?&fpsp=1&tab=Documentation_Tab#MCIMX6Q7CZK08AD","i.MX 6 series 32-bit MPU, Quad ARM Cortex-A9 core, 800 MHz, POP","-","1000 @ CNY237.94 each","FCPBGA 569","-","-","-","-","-","-","-","-","-","-","-","2","569","PRODUCT RAPID GROWTH(2)","5","3","-","-","5","-","-","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","3","-","-","-","-","-","-","-","-","2x 20-bit parallel camera port, 4-lane MIPI-CSI2","Vivante GC320 (600Mpx/s)","4x WXGA","HDMI 1.4, 2x MIPI-DSI, 2x LVDS, 1x 24-bit RGB","Vivante GC355 (300Mpx/s)","Vivante GC2000 (176Mtri/s)","OpenVG 1.1, OpenGL ES 3.0, OpenGL ES 2.0, OpenGL ES 1.1, OpenCL","1x HS USB 2.0 Host + PHY, 1x HS USB 2.0 OTG + PHY, 2x HS USB 2.0 Host + HSIC","Yes","-","Audio Accelerator, ESAI","JTAG","256","96","1x SDXC, 3x SD/MMC 4.4","HD1080p30 Video Encode, HD1080p30 Video Transcode, HD1080p60 Video Decode","16/32-bit NOR, 2x32-bit LPDDR2, 40-bit ECC, 8-bit managed NAND, ONFI2.2","533","-","1x 1Gbps + IEEE 1588","-","S-ATA II (3Gbps)","2x FlexCAN","-","4 (16-bit)","2","A-HAB, ARM TrustZone, Cryptographic accelerator, NIST approved RNG, Secure RAM","2","Yes","MMPF0100","Partial PMU integration (LDO)","1","L3.10.53_1.1.0","IMX6_KK443_200_ANDROID","105","4","-40","FCPBGA POP","0.4","-","Mistral: VISE board","ARM Cortex-A9","12x12x1.15","i.MX 6Dual","32/32","1024","4","800","-","-","-","-","-","-"
"FSL","ARM 处理器---i.MX应用处理器","i.MX6SX","MCIMX6X1AVK08AB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=i.MX6SX&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/i.mx-applications-processors-based-on-arm-cores/i.mx-6-processors/i.mx6qp/i.mx-6solox-processors-heterogeneous-processing-with-arm-cortex-a9-and-cortex-m4-cores:i.MX6SX?&fpsp=1&tab=Documentation_Tab#MCIMX6X1AVK08AB","i.MX 6 series 32-bit MPU, ARM Cortex-A9 core, 800MHz, ARM Cortex-M4 core, 166MHz, BGA","-","1000 @ CNY83.23 each","MAPBGA 400","ARM Cortex-M4, ARM Cortex-A9","800","2","-","32","256","128","DDR3, DDR3L, FLASH, LPDDR2, Quad SPI","-","ADC, Tamper Detect, Temperature Sensor, MLB25/50 (Media Local Bus)","LCD Controller","2","400","PRODUCT RAPID GROWTH(2)","6","4","USB OTG HS, USB 2.0, Integrated PHY","-","5","-","-","-","-","5-YEARS APPLICATION LIFE","-","-","AVB, 1 Gbps + IEEE 1588","1","5","1","FlexCAN","-","-","-","MMC, SD","-","-","1x 24-bit parallel camera port","-","1x WXGA","1x 24-bit RGB","-","-","-","1x HS USB 2.0 Host + HSIC, 2x HS USB 2.0 OTG + PHY","Yes","25/50","ESAI, Audio Accelerator","JTAG","128","96","1x SDXC, 2x QSPI, 3x SD/MMC 4.5","-","16/32-bit NOR, 32-bit DDR3, 32-bit DDR3L, 32-bit LPDDR2, 60-bit ECC, 8-bit managed NAND, DDR QSPI, ONFI2.2","400","1","2x 1Gbps + AVB + IEEE 1588","1","-","2x FlexCAN","1","8 (16-bit)","3","Secure RAM, RDC, NIST approved RNG, MU, Cryptographic accelerator, ARM TrustZone, A-HAB","3","Yes","MMPF0100, MMPF0200, PF3000","Partial PMU integration (LDO)","-","L3.10.53_1.1.0","IMX6_KK443_200_ANDROID","125","3","-40","MAPBGA","0.65","-","MCIMX6SX-SDB","ARM Cortex-A9","14x14x1.165","-","32/32","256","1","800","16/16","2x4ch 12-bit SAR","ARM Cortex-M4F","200","64","-"
"FSL","ARM 处理器---i.MX应用处理器","i.MX6SX","MCIMX6X1AVO08AB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=i.MX6SX&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/i.mx-applications-processors-based-on-arm-cores/i.mx-6-processors/i.mx6qp/i.mx-6solox-processors-heterogeneous-processing-with-arm-cortex-a9-and-cortex-m4-cores:i.MX6SX?&fpsp=1&tab=Documentation_Tab#MCIMX6X1AVO08AB","i.MX 6 series 32-bit MPU, ARM Cortex-A9 core, 800MHz, ARM Cortex-M4 core, 166MHz, BGA 400","-","1000 @ CNY80.88 each","MAPBGA 400","ARM Cortex-M4, ARM Cortex-A9","800","2","-","32","256","128","DDR3, DDR3L, FLASH, LPDDR2, Quad SPI","-","ADC, Tamper Detect, Temperature Sensor, MLB25/50 (Media Local Bus)","LCD Controller","2","400","PRODUCT RAPID GROWTH(2)","6","4","USB OTG HS, USB 2.0, Integrated PHY","-","5","-","-","-","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","AVB, 1 Gbps + IEEE 1588","1","5","1","FlexCAN","-","-","-","MMC, SD","-","-","1x 24-bit parallel camera port","-","1x WXGA","1x 24-bit RGB","-","-","-","1x HS USB 2.0 Host + HSIC, 2x HS USB 2.0 OTG + PHY","Yes","25/50","ESAI, Audio Accelerator","JTAG","128","96","1x SDXC, 2x QSPI, 3x SD/MMC 4.5","-","16/32-bit NOR, 32-bit DDR3, 32-bit DDR3L, 32-bit LPDDR2, 60-bit ECC, 8-bit managed NAND, DDR QSPI, ONFI2.2","400","1","2x 1Gbps + AVB + IEEE 1588","1","-","2x FlexCAN","1","8 (16-bit)","3","Secure RAM, RDC, NIST approved RNG, MU, Cryptographic accelerator, ARM TrustZone, A-HAB","3","Yes","MMPF0100, MMPF0200, PF3000","Partial PMU integration (LDO)","-","L3.10.53_1.1.0","IMX6_KK443_200_ANDROID","125","3","-40","MAPBGA","0.8","-","MCIMX6SX-SDB","ARM Cortex-A9","17x17","-","32/32","256","1","800","16/16","2x4ch 12-bit SAR","ARM Cortex-M4F","200","64","-"
"FSL","ARM 处理器---i.MX应用处理器","i.MX6SX","MCIMX6X1CVK08AB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=i.MX6SX&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/i.mx-applications-processors-based-on-arm-cores/i.mx-6-processors/i.mx6qp/i.mx-6solox-processors-heterogeneous-processing-with-arm-cortex-a9-and-cortex-m4-cores:i.MX6SX?&fpsp=1&tab=Documentation_Tab#MCIMX6X1CVK08AB","i.MX 6 series 32-bit MPU, ARM Cortex-A9 core, 800MHz, ARM Cortex-M4 core, 166MHz, BGA","-","1000 @ CNY73.12 each","MAPBGA 400","ARM Cortex-M4, ARM Cortex-A9","800","2","-","32","256","128","DDR3, DDR3L, FLASH, LPDDR2, Quad SPI","-","ADC, Tamper Detect, Temperature Sensor","LCD Controller","2","400","PRODUCT RAPID GROWTH(2)","6","4","USB OTG HS, USB 2.0, Integrated PHY","-","5","-","-","-","-","5-YEARS APPLICATION LIFE","-","-","AVB, 1 Gbps + IEEE 1588","1","5","1","FlexCAN","-","-","-","MMC, SD","-","-","1x 24-bit parallel camera port","-","1x WXGA","1x 24-bit RGB","-","-","-","1x HS USB 2.0 Host + HSIC, 2x HS USB 2.0 OTG + PHY","Yes","-","ESAI, Audio Accelerator","JTAG","128","96","1x SDXC, 2x QSPI, 3x SD/MMC 4.5","-","16/32-bit NOR, 32-bit DDR3, 32-bit DDR3L, 32-bit LPDDR2, 60-bit ECC, 8-bit managed NAND, DDR QSPI, ONFI2.2","400","1","2x 1Gbps + AVB + IEEE 1588","1","-","2x FlexCAN","1","8 (16-bit)","3","A-HAB, ARM TrustZone, Cryptographic accelerator, MU, NIST approved RNG, RDC, Secure RAM","3","Yes","MMPF0100, MMPF0200, PF3000","Partial PMU integration (LDO)","-","L3.10.53_1.1.0","IMX6_KK443_200_ANDROID","105","3","-40","MAPBGA","0.65","-","MCIMX6SX-SDB","ARM Cortex-A9","14x14x1.165","-","32/32","256","1","800","16/16","2x4ch 12-bit SAR","ARM Cortex-M4F","200","64","-"
"FSL","ARM 处理器---i.MX应用处理器","i.MX6SX","MCIMX6X1CVO08AB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=i.MX6SX&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/i.mx-applications-processors-based-on-arm-cores/i.mx-6-processors/i.mx6qp/i.mx-6solox-processors-heterogeneous-processing-with-arm-cortex-a9-and-cortex-m4-cores:i.MX6SX?&fpsp=1&tab=Documentation_Tab#MCIMX6X1CVO08AB","i.MX 6 series 32-bit MPU, ARM Cortex-A9 core, 800MHz, ARM Cortex-M4 core, 166MHz, BGA 400","-","1000 @ CNY70.33 each","MAPBGA 400","ARM Cortex-M4, ARM Cortex-A9","800","2","-","32","256","128","DDR3, DDR3L, FLASH, LPDDR2, Quad SPI","-","ADC, Tamper Detect, Temperature Sensor","LCD Controller","2","400","PRODUCT RAPID GROWTH(2)","6","4","USB OTG HS, USB 2.0, Integrated PHY","-","5","-","-","-","-","10-YEARS APPLICATION LIFE","-","-","AVB, 1 Gbps + IEEE 1588","1","5","1","FlexCAN","-","-","-","MMC, SD","-","-","1x 24-bit parallel camera port","-","1x WXGA","1x 24-bit RGB","-","-","-","1x HS USB 2.0 Host + HSIC, 2x HS USB 2.0 OTG + PHY","Yes","-","ESAI, Audio Accelerator","JTAG","128","96","1x SDXC, 2x QSPI, 3x SD/MMC 4.5","-","16/32-bit NOR, 32-bit DDR3, 32-bit DDR3L, 32-bit LPDDR2, 60-bit ECC, 8-bit managed NAND, DDR QSPI, ONFI2.2","400","1","2x 1Gbps + AVB + IEEE 1588","1","-","2x FlexCAN","1","8 (16-bit)","3","A-HAB, ARM TrustZone, Cryptographic accelerator, MU, NIST approved RNG, RDC, Secure RAM","3","Yes","MMPF0100, MMPF0200, PF3000","Partial PMU integration (LDO)","-","L3.10.53_1.1.0","IMX6_KK443_200_ANDROID","105","3","-40","MAPBGA","0.8","-","MCIMX6SX-SDB","ARM Cortex-A9","17x17","-","32/32","256","1","800","16/16","2x4ch 12-bit SAR","ARM Cortex-M4F","200","64","-"
"FSL","ARM 处理器---i.MX应用处理器","i.MX6SX","MCIMX6X1EVK10AB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=i.MX6SX&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/i.mx-applications-processors-based-on-arm-cores/i.mx-6-processors/i.mx6qp/i.mx-6solox-processors-heterogeneous-processing-with-arm-cortex-a9-and-cortex-m4-cores:i.MX6SX?&fpsp=1&tab=Documentation_Tab#MCIMX6X1EVK10AB","i.MX 6 series 32-bit MPU, ARM Cortex-A9 core, 800MHz, ARM Cortex-M4 core, 166MHz, BGA 400","-","1000 @ CNY71.66 each","MAPBGA 400","ARM Cortex-M4, ARM Cortex-A9","1000","2","-","32","256","128","DDR3, DDR3L, FLASH, LPDDR2, Quad SPI","-","ADC, Tamper Detect, Temperature Sensor","LCD Controller","2","400","PRODUCT RAPID GROWTH(2)","6","4","USB OTG HS, USB 2.0, Integrated PHY","-","5","-","-","-","-","5-YEARS APPLICATION LIFE","-","-","AVB, 1 Gbps + IEEE 1588","1","5","1","FlexCAN","-","-","-","MMC, SD","-","-","1x 24-bit parallel camera port","-","1x WXGA","1x 24-bit RGB","-","-","-","1x HS USB 2.0 Host + HSIC, 2x HS USB 2.0 OTG + PHY","Yes","-","ESAI, Audio Accelerator","JTAG","128","96","1x SDXC, 2x QSPI, 3x SD/MMC 4.5","-","16/32-bit NOR, 32-bit DDR3, 32-bit DDR3L, 32-bit LPDDR2, 60-bit ECC, 8-bit managed NAND, DDR QSPI, ONFI2.2","400","1","2x 1Gbps + AVB + IEEE 1588","1","-","2x FlexCAN","1","8 (16-bit)","3","A-HAB, ARM TrustZone, Cryptographic accelerator, MU, NIST approved RNG, RDC, Secure RAM","3","Yes","MMPF0100, MMPF0200, PF3000","Partial PMU integration (LDO)","-","L3.10.53_1.1.0","IMX6_KK443_200_ANDROID","105","3","-20","MAPBGA","0.65","-","MCIMX6SX-SDB","ARM Cortex-A9","14x14x1.165","-","32/32","256","1","1000","16/16","2x4ch 12-bit SAR","ARM Cortex-M4F","200","64","-"
"FSL","ARM 处理器---i.MX应用处理器","i.MX6SX","MCIMX6X1EVO10AB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=i.MX6SX&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/i.mx-applications-processors-based-on-arm-cores/i.mx-6-processors/i.mx6qp/i.mx-6solox-processors-heterogeneous-processing-with-arm-cortex-a9-and-cortex-m4-cores:i.MX6SX?&fpsp=1&tab=Documentation_Tab#MCIMX6X1EVO10AB","i.MX 6 series 32-bit MPU, ARM Cortex-A9 core, 800MHz, ARM Cortex-M4 core, 166MHz, BGA 400","-","1000 @ CNY68.93 each","MAPBGA 400","ARM Cortex-M4, ARM Cortex-A9","1000","2","-","32","256","128","DDR3, DDR3L, FLASH, LPDDR2, Quad SPI","-","ADC, Tamper Detect, Temperature Sensor","LCD Controller","2","400","PRODUCT RAPID GROWTH(2)","6","4","USB OTG HS, USB 2.0, Integrated PHY","-","5","-","-","-","-","5-YEARS APPLICATION LIFE","-","-","AVB, 1 Gbps + IEEE 1588","1","5","1","FlexCAN","-","-","-","MMC, SD","-","-","1x 24-bit parallel camera port","-","1x WXGA","1x 24-bit RGB","-","-","-","1x HS USB 2.0 Host + HSIC, 2x HS USB 2.0 OTG + PHY","Yes","-","ESAI, Audio Accelerator","JTAG","128","96","1x SDXC, 2x QSPI, 3x SD/MMC 4.5","-","16/32-bit NOR, 32-bit DDR3, 32-bit DDR3L, 32-bit LPDDR2, 60-bit ECC, 8-bit managed NAND, DDR QSPI, ONFI2.2","400","1","2x 1Gbps + AVB + IEEE 1588","1","-","2x FlexCAN","1","8 (16-bit)","3","A-HAB, ARM TrustZone, Cryptographic accelerator, MU, NIST approved RNG, RDC, Secure RAM","3","Yes","MMPF0100, MMPF0200, PF3000","Partial PMU integration (LDO)","-","L3.10.53_1.1.0","IMX6_KK443_200_ANDROID","105","3","-20","MAPBGA","0.8","-","MCIMX6SX-SDB","ARM Cortex-A9","17x17","-","32/32","256","1","1000","16/16","2x4ch 12-bit SAR","ARM Cortex-M4F","200","64","-"
