"brand","Series","Series-2","PartNo","DetailLink","Document","Description","Suggested Drivers","状态","替代部件","器件功能","预算报价（不含税）(CNY)","封装类型和焊端数","负载电流 (Typ) (A) (IL)","通道数","漏源导通电阻 (Typ) (mOhm) (RDS(ON))","每路输出电流限值 (Min) (A) (ILIM)","负载供电电压 (Min) (V) ","负载供电电压 (Max) (V) ","供电电压 (Min-Max) (V) ","接口和输入控制","工作环境温度 (Min-Max) (°C) ","保护","诊断","其他特性-模拟","RoHS","PLC代码","Pin count","PLC描述","无铅","认证级别","负载电流 (Max) (A) (IL)","Sleep Current (Max) (mA) ","开关升压稳压器数量","输出电压","输出电流 (A) ","SafeAssure 功能安全","PWM Frquency (Hz) ","内核：内核数量 (Spec)","内部RAM (KB) ","数据传输速率 (Spec) (kbps) ","数据传输速率 (Max) (kbps) ","数据传输速率 (Min) (kbps) ","通信协议","工作频率 (Max) (MHz) ","内核：类型","内部闪存 (KB) ","内核：工作电压 (Spec) (V) "
"FSL","模拟与电源管理---驱动器和开关","MM908E621","MM908E621ACPEK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MM908E621&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/8-bit-intelligent-distributed-controllers/8-bit-mcu-with-integrated-vreg-h-b-hss-lin-phy:MM908E621?&fpsp=1&tab=Documentation_Tab#MM908E621ACPEK","Integrated motor driver; 4x H-B, 3x HSS, VREG, 8-bit MCU, 16KB  Flash, LIN, SOIC-EP 54, Rail","-","-","-","H-Bridge and Config Switches, High Side Switch, Network Transceivers, Embedded MCU plus Power","1000 @ CNY26.20 each","SOIC-EP 54","-","-","-","-","7.5","20","5 to 28","-","-40 to 85","Undervoltage Detection, Overvoltage, Cross-Conduction Suppression, Short Circuit, Overcurrent, Overtemperature","SPI","PWM Capable, Internal Charge Pump","-","3","54","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","1","0.5","100","20","10","LIN","8","HC08","16","5"
"FSL","模拟与电源管理---驱动器和开关","MM908E621","MM908E621ACPEKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MM908E621&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/8-bit-intelligent-distributed-controllers/8-bit-mcu-with-integrated-vreg-h-b-hss-lin-phy:MM908E621?&fpsp=1&tab=Documentation_Tab#MM908E621ACPEKR2","Integrated motor driver; 4x H-B, 3x HSS, VREG, 8-bit MCU, 16KB  Flash, LIN, SOIC-EP 54, Reel","-","-","-","H-Bridge and Config Switches, High Side Switch, Network Transceivers, Embedded MCU plus Power","1000 @ CNY26.20 each","SOIC-EP 54","-","-","-","-","7.5","20","5 to 28","-","-40 to 85","Undervoltage Detection, Overvoltage, Cross-Conduction Suppression, Short Circuit, Overcurrent, Overtemperature","SPI","PWM Capable, Internal Charge Pump","-","3","54","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","1","0.5","100","20","10","LIN","8","HC08","16","5"
"FSL","模拟与电源管理---驱动器和开关","MC34SB0800","MC34SB0800AE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC34SB0800&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/drivers-and-switches/low-side-switches/octal-valve-controller-system-on-chip:MC34SB0800?&fpsp=1&tab=Documentation_Tab#MC34SB0800AE","Solenoid/High Side predrivers, 8 CH / 2, 36V, 2.25A for LSD, 300mOhms, 5kHz, LQFP-EP 64, Tray","-","-","-","Low Side Switch, Pre-Driver, Valve Control","1000 @ CNY52.14 each","QFP-EP 64","-","-","-","-","6","36","6 to 36","SPI","-40 to 125","Overcurrent, Overtemperature, Overvoltage, Undervoltage, Output Current, Short Circuit, Thermal Shutdown","-","Open Load Detect Current Contr, PWM Capable, Watchdog Timer","-","2","64","PRODUCT RAPID GROWTH(2)","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC34SB0800","MC34SB0800AER2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC34SB0800&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/drivers-and-switches/low-side-switches/octal-valve-controller-system-on-chip:MC34SB0800?&fpsp=1&tab=Documentation_Tab#MC34SB0800AER2","Solenoid/High Side predrivers, 8 CH / 2, 36V, 2.25A for LSD, 300mOhms, 5kHz, LQFP-EP 64, Reel","-","-","-","Low Side Switch, Pre-Driver, Valve Control","1000 @ CNY52.14 each","QFP-EP 64","-","-","-","-","6","36","6 to 36","SPI","-40 to 125","Overcurrent, Overtemperature, Overvoltage, Undervoltage, Output Current, Short Circuit, Thermal Shutdown","-","Open Load Detect Current Contr, PWM Capable, Watchdog Timer","-","2","64","PRODUCT RAPID GROWTH(2)","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC34SB0410","MC34SB0410AE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC34SB0410&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/drivers-and-switches/low-side-switches/quad-valve-controller-system-on-chip:MC34SB0410?&fpsp=1&tab=Documentation_Tab#MC34SB0410AE","Solenoid/High Side predrivers, 4 CH / 1, 36V, 2.25A for LSD, 225mOhms, 5kHz, LQFP-EP 48, Tray","-","-","-","Low Side Switch, Pre-Driver, Valve Control, High Side Switch","1000 @ CNY34.84 each","LQFP-EP 48","-","-","-","-","6","36","6 to 36","SPI","-40 to 125","Overcurrent, Overtemperature, Undervoltage, Overvoltage, Output Current, Short Circuit, Thermal Shutdown","-","Open Load Detect Current Contr, PWM Capable","-","2","48","PRODUCT RAPID GROWTH(2)","-","10-YEARS APPLICATION LIFE","2.25, 5.3","-","-","-","-","Quality Managed","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC34SB0410","MC34SB0410AER2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC34SB0410&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/drivers-and-switches/low-side-switches/quad-valve-controller-system-on-chip:MC34SB0410?&fpsp=1&tab=Documentation_Tab#MC34SB0410AER2","Solenoid/High Side predrivers, 4 CH / 1, 36V, 2.25A for LSD, 225mOhms, 5kHz, LQFP-EP 48, Reel","-","-","-","Low Side Switch, Pre-Driver, Valve Control, High Side Switch","1000 @ CNY34.84 each","LQFP-EP 48","-","-","-","-","6","36","6 to 36","SPI","-40 to 125","Overcurrent, Overtemperature, Overvoltage, Undervoltage, Output Current, Short Circuit, Thermal Shutdown","-","Open Load Detect Current Contr, PWM Capable","-","2","48","PRODUCT RAPID GROWTH(2)","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","Quality Managed","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC34937","MC34937APEK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC34937&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/h-bridges/three-phase-field-effect-transistor-pre-driver:MC34937?&fpsp=1&tab=Documentation_Tab#MC34937APEK","Motor driver, 3 Phase FET pre-driver, >1.5A gate drive, FET  protection, 58V, SPI, SOIC-EP 54, Rail","-","-","-","3 Phase, Pre-Driver, Gate Driver","1000 @ CNY14.24 each","SOIC-EP 54","1","3","-","1","8","40","8 to 40","Parallel, SPI","-40 to 125","Output Short to Ground, Overcurrent, Overtemperature","SPI","Internal Charge Pump","-","3","54","PRODUCT STABLE GROWTH/MATURITY(3)","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC34937","MC34937APEKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC34937&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/h-bridges/three-phase-field-effect-transistor-pre-driver:MC34937?&fpsp=1&tab=Documentation_Tab#MC34937APEKR2","Motor driver, 3 Phase FET pre-driver, >1.5A gate drive, FET  protection, 58V, SPI, SOIC-EP 54, Reel","-","-","-","3 Phase, Pre-Driver, Gate Driver","1000 @ CNY14.24 each","SOIC-EP 54","1","3","-","1","8","40","8 to 40","Parallel, SPI","-40 to 125","Output Short to Ground, Overcurrent, Overtemperature","SPI","Internal Charge Pump","-","3","54","PRODUCT STABLE GROWTH/MATURITY(3)","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC34845","MC34845CEP","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC34845&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/drivers-and-switches/led-drivers/6-channel-led-backlight-driver-with-power-supply:MC34845?&fpsp=1&tab=Documentation_Tab#MC34845CEP","LED Backlight Driver, 6 Channel  with Integrated Power Supply,QFN 24, Tray","-","-","-","LED Drivers","1000 @ CNY6.23 each","QFN-EP 24","-","-","-","-","-","-","5 to 21","Parallel","-40 to 85","Undervoltage Lockout, Overvoltage Protect, Output Short to Ground, Output Current, Overtemperature","None","PWM Capable","-","4","24","PRODUCT MATURITY/SATURATION(4)","-","5-YEARS APPLICATION LIFE","-","-","1","60","2.1","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC34845","MC34845CEPR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC34845&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/drivers-and-switches/led-drivers/6-channel-led-backlight-driver-with-power-supply:MC34845?&fpsp=1&tab=Documentation_Tab#MC34845CEPR2","LED Backlight Driver, 6 Channel  with Integrated Power Supply,QFN 24, Reel","-","-","-","LED Drivers","1000 @ CNY8.08 each","QFN-EP 24","-","-","-","-","-","-","5 to 21","Parallel","-40 to 85","Undervoltage Lockout, Overvoltage Protect, Output Short to Ground, Output Current, Overtemperature","None","PWM Capable","-","4","24","PRODUCT MATURITY/SATURATION(4)","-","5-YEARS APPLICATION LIFE","-","-","1","60","2.1","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC34845","MC34845DEP","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC34845&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/drivers-and-switches/led-drivers/6-channel-led-backlight-driver-with-power-supply:MC34845?&fpsp=1&tab=Documentation_Tab#MC34845DEP","LED Backlight Driver, 6 Channel  with Integrated Power Supply,QFN 24, Tray","-","-","-","LED Drivers","1000 @ CNY8.08 each","QFN-EP 24","-","-","-","-","-","-","5 to 21","Parallel","-40 to 85","Undervoltage Lockout, Overvoltage Protect, Output Short to Ground, Output Current, Overtemperature","None","PWM Capable","-","4","24","PRODUCT MATURITY/SATURATION(4)","-","5-YEARS APPLICATION LIFE","-","-","1","60","2.35","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC34845","MC34845DEPR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC34845&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/drivers-and-switches/led-drivers/6-channel-led-backlight-driver-with-power-supply:MC34845?&fpsp=1&tab=Documentation_Tab#MC34845DEPR2","LED Backlight Driver, 6 Channel  with Integrated Power Supply,QFN 24, Reel","-","-","-","LED Drivers","1000 @ CNY8.08 each","QFN-EP 24","-","-","-","-","-","-","5 to 21","Parallel","-40 to 85","Undervoltage Lockout, Overvoltage Protect, Output Short to Ground, Output Current, Overtemperature","None","PWM Capable","-","4","24","PRODUCT MATURITY/SATURATION(4)","-","5-YEARS APPLICATION LIFE","-","-","1","60","2.35","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC33996","MCZ33996EK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33996&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/drivers-and-switches/low-side-switches/16-output-switch-with-spi-control:MC33996?&fpsp=1&tab=Documentation_Tab#MCZ33996EK","Low-Side Switch, 16 Channels, SOIC 54, Rail","-","-","-","Low Side Switch","1000 @ CNY16.34 each","SOIC-EP 32","0.35","16","550","1.2","0","40","5 to 27","SPI","-40 to 125","Overvoltage, Short Circuit, Overcurrent, Overtemperature","SPI","PWM Capable, Output Open/Short Diagnostic, Output Current Limiting, Open Load Detect Current Contr, Low Quiescent Sleep Mode, Enable/Sleep Input, 3.3/5.0V SPI Interface","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC33996","MCZ33996EKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33996&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/drivers-and-switches/low-side-switches/16-output-switch-with-spi-control:MC33996?&fpsp=1&tab=Documentation_Tab#MCZ33996EKR2","Low-Side Switch, 16 Channels, SOIC 54, Reel","-","-","-","Low Side Switch","1000 @ CNY16.34 each","SOIC-EP 32","0.35","16","550","1.2","0","40","5 to 27","SPI","-40 to 125","Overvoltage, Short Circuit, Overcurrent, Overtemperature","SPI","PWM Capable, Output Open/Short Diagnostic, Output Current Limiting, Open Load Detect Current Contr, Low Quiescent Sleep Mode, Enable/Sleep Input, 3.3/5.0V SPI Interface","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC33883","MC33883HEG","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33883&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/h-bridges/h-bridge-predriver-5.5-55v-1a-100khz:MC33883?&fpsp=1&tab=Documentation_Tab#MC33883HEG","H-Bridge Predriver, 1.0 A peak gate driver current, SOIC 20, Rail","-","-","-","Gate Driver, Powertrain Control","1000 @ CNY11.51 each","SOIC 20","-","-","-","-","5.5","55","5.5 to 28","Parallel","-40 to 125","Undervoltage, Short Circuit, Overvoltage, Load Dump, Overtemperature","None","PWM Capable, Internal Charge Pump, Enable/Sleep Input","-","3","20","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC33883","MC33883HEGR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33883&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/h-bridges/h-bridge-predriver-5.5-55v-1a-100khz:MC33883?&fpsp=1&tab=Documentation_Tab#MC33883HEGR2","H-Bridge Predriver, 1.0 A peak gate driver current, SOIC 20, Reel","-","-","-","Gate Driver, Powertrain Control","1000 @ CNY11.51 each","SOIC 20","-","-","-","-","5.5","55","5.5 to 28","Parallel","-40 to 125","Undervoltage, Short Circuit, Overvoltage, Load Dump, Overtemperature","None","PWM Capable, Internal Charge Pump, Enable/Sleep Input","-","3","20","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC34844","MC34844AEP","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC34844&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/drivers-and-switches/led-drivers/10-channel-led-backlight-driver-with-power-supply:MC34844?&fpsp=1&tab=Documentation_Tab#MC34844AEP","LED Backlight Driver, 10 Channel with Integrated Power Supply, QFN 32, Tray","-","-","-","LED Drivers","1000 @ CNY11.38 each","QFN-EP 32","-","-","-","-","-","-","7 to 28","I2C, Parallel","-40 to 105","Output Current, Undervoltage Lockout, Overvoltage Protect, Output Short to Ground, Overtemperature","I2C, Parallel","PWM Capable","-","4","32","PRODUCT MATURITY/SATURATION(4)","-","5-YEARS APPLICATION LIFE","-","-","1","60","2.5","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC34844","MC34844AEPR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC34844&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/drivers-and-switches/led-drivers/10-channel-led-backlight-driver-with-power-supply:MC34844?&fpsp=1&tab=Documentation_Tab#MC34844AEPR2","LED Backlight Driver, 10 Channel with Integrated Power Supply, QFN 32, Reel","-","-","-","LED Drivers","1000 @ CNY11.38 each","QFN-EP 32","-","-","-","-","-","-","7 to 28","I2C, Parallel","-40 to 105","Output Current, Undervoltage Lockout, Overvoltage Protect, Output Short to Ground, Overtemperature","I2C, Parallel","PWM Capable","-","4","32","PRODUCT MATURITY/SATURATION(4)","-","5-YEARS APPLICATION LIFE","-","-","1","60","2.5","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC33999","MCZ33999EK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33999&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/drivers-and-switches/low-side-switches/16-output-switch-with-spi-and-pwm-control:MC33999?&fpsp=1&tab=Documentation_Tab#MCZ33999EK","Low-Side Switch, 16 Channels, SOIC 54, Rail","-","-","-","Low Side Switch","1000 @ CNY15.20 each","SOIC-EP 54","0.35","16","550","1.2","0","40","5 to 27","Parallel, Serial","-40 to 125","-","SPI","PWM Capable, Output Open/Short Diagnostic, Output Current Limiting, Open Load Detect Current Contr, Low Quiescent Sleep Mode, Enable/Sleep Input, 3.3/5.0V SPI Interface","-","3","54","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC33999","MCZ33999EKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33999&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/drivers-and-switches/low-side-switches/16-output-switch-with-spi-and-pwm-control:MC33999?&fpsp=1&tab=Documentation_Tab#MCZ33999EKR2","Low-Side Switch, 16 Channels, SOIC 54, Reel","-","-","-","Low Side Switch","1000 @ CNY15.20 each","SOIC-EP 54","0.35","16","550","1.2","0","40","5 to 27","Parallel, Serial","-40 to 125","-","SPI","PWM Capable, Output Open/Short Diagnostic, Output Current Limiting, Open Load Detect Current Contr, Low Quiescent Sleep Mode, Enable/Sleep Input, 3.3/5.0V SPI Interface","-","3","54","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC33937","MC33937APEK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33937&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/powertrain-engine-control/3-phase-field-effect-transistor-pre-driver:MC33937?&fpsp=1&tab=Documentation_Tab#MC33937APEK","Motor driver, 3 Phase FET pre-driver, >1.5A gate drive, FET  protection, 40V, SPI, SOIC-EP 54, Rail","-","-","-","Powertrain Control, Pre-Driver, 3 Phase, Gate Driver","1000 @ CNY16.40 each","SOIC-EP 54","1","3","-","1","8","40","8 to 40","Parallel, SPI","-40 to 135","Output Short to Ground, Overcurrent, Overtemperature","SPI","Internal Charge Pump","-","3","54","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC33937","MC33937APEKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33937&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/powertrain-engine-control/3-phase-field-effect-transistor-pre-driver:MC33937?&fpsp=1&tab=Documentation_Tab#MC33937APEKR2","Motor driver, 3 Phase FET pre-driver, >1.5A gate drive, FET  protection, 40V, SPI, SOIC-EP 54, Reel","-","-","-","Powertrain Control, Pre-Driver, 3 Phase, Gate Driver","1000 @ CNY16.40 each","SOIC-EP 54","1","3","-","1","8","40","8 to 40","Parallel, SPI","-40 to 135","Output Short to Ground, Overcurrent, Overtemperature","SPI","Internal Charge Pump","-","3","54","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC33882","MC33882PEK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33882&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/drivers-and-switches/low-side-switches/6-output-switch-spi-parallel-input-control:MC33882?&fpsp=1&tab=Documentation_Tab#MC33882PEK","Driver, Low side, Six Output Switch (0.3 Ohm RDSon), SPI and Parallel Input Control, SOIC 32, Rail","-","-","-","Low Side Switch","1000 @ CNY14.43 each","SOIC-EP 32","1","6","400","6","0","52","8 to 25","Parallel, SPI","-40 to 125","Overvoltage, Short Circuit, Undervoltage, Overcurrent","SPI","Enable/Sleep Input, Output Current Limiting, Output OFF Open Load Reporting","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC33882","MC33882PEKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33882&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/drivers-and-switches/low-side-switches/6-output-switch-spi-parallel-input-control:MC33882?&fpsp=1&tab=Documentation_Tab#MC33882PEKR2","Driver, Low side, Six Output Switch (0.3 Ohm RDSon), SPI and Parallel Input Control, SOIC 32, Reel","-","-","-","Low Side Switch","1000 @ CNY14.43 each","SOIC-EP 32","1","6","400","6","0","52","8 to 25","Parallel, SPI","-40 to 125","Overvoltage, Short Circuit, Undervoltage, Overcurrent","SPI","Enable/Sleep Input, Output Current Limiting, Output OFF Open Load Reporting","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC33882","MC33882PEP","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33882&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/drivers-and-switches/low-side-switches/6-output-switch-spi-parallel-input-control:MC33882?&fpsp=1&tab=Documentation_Tab#MC33882PEP","Driver, Low side, Six Output Switch (0.3 Ohm RDSon), SPI and Parallel Input Control, QFN 32, Tray","-","-","-","Low Side Switch","1000 @ CNY17.55 each","QFN-EP 32","1","6","400","6","0","52","8 to 25","Parallel, SPI","-40 to 125","Undervoltage, Short Circuit, Overvoltage, Overcurrent","SPI","Output OFF Open Load Reporting, Output Current Limiting, Enable/Sleep Input","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC33882","MC33882PEPR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33882&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/drivers-and-switches/low-side-switches/6-output-switch-spi-parallel-input-control:MC33882?&fpsp=1&tab=Documentation_Tab#MC33882PEPR2","Driver, Low side, Six Output Switch (0.3 Ohm RDSon), SPI and Parallel Input Control, QFN 32, Reel","-","-","-","Low Side Switch","1000 @ CNY17.55 each","QFN-EP 32","1","6","400","6","0","52","8 to 25","Parallel, SPI","-40 to 125","Undervoltage, Short Circuit, Overvoltage, Overcurrent","SPI","Output OFF Open Load Reporting, Output Current Limiting, Enable/Sleep Input","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC33882","MC33882PVW","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33882&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/drivers-and-switches/low-side-switches/6-output-switch-spi-parallel-input-control:MC33882?&fpsp=1&tab=Documentation_Tab#MC33882PVW","Driver, Low side, Six Output Switch (0.3 Ohm RDSon), SPI and Parallel Input Control, HSOP 30, Rail","-","-","-","Low Side Switch","1000 @ CNY19.84 each","HSOP-EP 30","1","6","400","6","0","52","8 to 25","Parallel, SPI","-40 to 125","Undervoltage, Short Circuit, Overvoltage, Overcurrent","SPI","Output OFF Open Load Reporting, Output Current Limiting, Enable/Sleep Input","-","3","30","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC33882","MC33882PVWR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33882&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/drivers-and-switches/low-side-switches/6-output-switch-spi-parallel-input-control:MC33882?&fpsp=1&tab=Documentation_Tab#MC33882PVWR2","Driver, Low side, Six Output Switch (0.3 Ohm RDSon), SPI and Parallel Input Control, HSOP 30, Reel","-","-","-","Low Side Switch","1000 @ CNY19.84 each","HSOP-EP 30","1","6","400","6","0","52","8 to 25","Parallel, SPI","-40 to 125","Undervoltage, Short Circuit, Overvoltage, Overcurrent","SPI","Output OFF Open Load Reporting, Output Current Limiting, Enable/Sleep Input","-","3","30","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
