"brand","Series","Series-2","PartNo","DetailLink","Document","Description","Suggested Drivers","状态","封装类型和焊端数","替代部件","工作频率 (Max) (MHz) ","内核：内核数量 (Spec)","工作环境温度 (Min-Max) (°C) ","内核：类型","缓存 (KB) ","L2缓存 (Max) (KB) ","支持外部存储器","Junction Temperature (Max) (&#186;C)","PLC代码","预算报价（不含税）(CNY)","Pin count","PLC描述","外部总线接口","总线频率 (Max) (MHz) ","无铅","认证级别","RoHS","内核：工作电压 (Spec) (V) ","功耗 (Max) (W) ","通信协议","I2C","Ethernet Type","eTSEC","以太网","DUART"
"FSL","Power Architecture 处理器---主处理器及集成式主处理器(8xxx、7xxx、7xx、6xx)","MPC7448","MC7448HX1267ND","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC7448&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/integrated-host-processors/risc-microprocessor:MPC7448?&fpsp=1&tab=Documentation_Tab#MC7448HX1267ND","32-Bit Power Architecture MPU, 1.267GHz, 1MB L2, AltiVec, MPX/60x Bus","-","-","FCCBGA 360","-","1267","1","0 to 105","e600","32","1024","-","105","4","1000 @ CNY1,699.63 each","360","PRODUCT MATURITY/SATURATION(4)","MPX, 60x","1267","-","10-YEARS APPLICATION LIFE","-","1.05","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---主处理器及集成式主处理器(8xxx、7xxx、7xx、6xx)","MPC7448","MC7448HX1400ND","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC7448&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/integrated-host-processors/risc-microprocessor:MPC7448?&fpsp=1&tab=Documentation_Tab#MC7448HX1400ND","32-Bit Power Architecture MPU, 1.4GHz, 1MB L2, AltiVec, MPX/60x Bus","-","-","FCCBGA 360","-","1400","1","0 to 105","e600","32","1024","-","105","4","1000 @ CNY1,627.97 each","360","PRODUCT MATURITY/SATURATION(4)","MPX, 60x","1400","-","10-YEARS APPLICATION LIFE","-","1.15","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---主处理器及集成式主处理器(8xxx、7xxx、7xx、6xx)","MPC7448","MC7448HX1700LD","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC7448&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/integrated-host-processors/risc-microprocessor:MPC7448?&fpsp=1&tab=Documentation_Tab#MC7448HX1700LD","32-Bit Power Architecture MPU, 1.7GHz, 1MB L2, AltiVec, MPX/60x Bus","-","-","FCCBGA 360","-","1700","1","0 to 105","e600","32","1024","-","105","4","1000 @ CNY1,699.63 each","360","PRODUCT MATURITY/SATURATION(4)","MPX, 60x","200","-","10-YEARS APPLICATION LIFE","-","1.3","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---主处理器及集成式主处理器(8xxx、7xxx、7xx、6xx)","MPC7448","MC7448HX600ND","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC7448&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/integrated-host-processors/risc-microprocessor:MPC7448?&fpsp=1&tab=Documentation_Tab#MC7448HX600ND","32-Bit Power Architecture MPU, 600MHz, 1MB L2, AltiVec, MPX/60x Bus","-","-","FCCBGA 360","-","600","1","0 to 105","e600","32","1024","-","105","4","1000 @ CNY320.79 each","360","PRODUCT MATURITY/SATURATION(4)","MPX, 60x","600","-","10-YEARS APPLICATION LIFE","-","1","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---主处理器及集成式主处理器(8xxx、7xxx、7xx、6xx)","MPC7448","MC7448THX1000ND","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC7448&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/integrated-host-processors/risc-microprocessor:MPC7448?&fpsp=1&tab=Documentation_Tab#MC7448THX1000ND","32-Bit Power Architecture MPU, 1GHz, 1MB L2, AltiVec, MPX/60x Bus","-","-","FCCBGA 360","-","1000","1","-40 to 105","e600","32","1024","-","105","4","1000 @ CNY1,075.10 each","360","PRODUCT MATURITY/SATURATION(4)","MPX, 60x","1000","-","10-YEARS APPLICATION LIFE","-","1.15","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---主处理器及集成式主处理器(8xxx、7xxx、7xx、6xx)","MPC7448","MC7448THX1267ND","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC7448&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/integrated-host-processors/risc-microprocessor:MPC7448?&fpsp=1&tab=Documentation_Tab#MC7448THX1267ND","32-Bit Power Architecture MPU, 1.267GHz, 1MB L2, AltiVec, MPX/60x Bus","-","-","FCCBGA 360","-","1267","1","0 to 105","e600","32","1024","-","105","4","1000 @ CNY2,503.41 each","360","PRODUCT MATURITY/SATURATION(4)","MPX, 60x","1267","-","10-YEARS APPLICATION LIFE","-","1.05","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---主处理器及集成式主处理器(8xxx、7xxx、7xx、6xx)","MPC7448","MC7448THX1400ND","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC7448&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/integrated-host-processors/risc-microprocessor:MPC7448?&fpsp=1&tab=Documentation_Tab#MC7448THX1400ND","32-Bit Power Architecture MPU, 1.4GHz, 1MB L2, AltiVec, MPX/60x Bus","-","-","FCCBGA 360","-","1400","2","-40 to 105","e600","32","1024","-","105","4","1000 @ CNY2,303.75 each","360","PRODUCT MATURITY/SATURATION(4)","MPX, 60x","1400","-","10-YEARS APPLICATION LIFE","-","1.15","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---主处理器及集成式主处理器(8xxx、7xxx、7xx、6xx)","MPC7448","MC7448TVU1000ND","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC7448&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/integrated-host-processors/risc-microprocessor:MPC7448?&fpsp=1&tab=Documentation_Tab#MC7448TVU1000ND","32-Bit Power Architecture MPU, 1GHz, 1MB L2, AltiVec, MPX/60x Bus","-","-","FCCBGA 360","-","1000","1","-40 to 105","e600","32","1024","-","105","4","1000 @ CNY1,075.10 each","360","PRODUCT MATURITY/SATURATION(4)","MPX, 60x","1000","-","10-YEARS APPLICATION LIFE","-","1.15","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---主处理器及集成式主处理器(8xxx、7xxx、7xx、6xx)","MPC7448","MC7448TVU1267ND","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC7448&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/integrated-host-processors/risc-microprocessor:MPC7448?&fpsp=1&tab=Documentation_Tab#MC7448TVU1267ND","32-Bit Power Architecture MPU, 1.267GHz, 1MB L2, AltiVec, MPX/60x Bus","-","-","FCCBGA 360","-","1267","1","-40 to 105","e600","32","1024","-","105","4","1000 @ CNY2,503.41 each","360","PRODUCT MATURITY/SATURATION(4)","MPX, 60x","1267","-","10-YEARS APPLICATION LIFE","-","1.05","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---主处理器及集成式主处理器(8xxx、7xxx、7xx、6xx)","MPC7448","MC7448VS1400ND","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC7448&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/integrated-host-processors/risc-microprocessor:MPC7448?&fpsp=1&tab=Documentation_Tab#MC7448VS1400ND","32-Bit Power Architecture MPU, 1.4GHz, 1MB L2, AltiVec, MPX/60x Bus","-","-","FCBGA 360","-","1400","1","0 to 105","e600","1064","1024","-","105","4","1000 @ CNY1,627.97 each","360","PRODUCT MATURITY/SATURATION(4)","60x, MPX","200","-","10-YEARS APPLICATION LIFE","-","1.15","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---主处理器及集成式主处理器(8xxx、7xxx、7xx、6xx)","MPC7448","MC7448VU1000LD","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC7448&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/integrated-host-processors/risc-microprocessor:MPC7448?&fpsp=1&tab=Documentation_Tab#MC7448VU1000LD","32-Bit Power Architecture MPU, 1GHz, 1MB L2, AltiVec, MPX/60x Bus","-","-","FCCBGA 360","-","1000","1","0 to 105","e600","32","1024","-","105","4","1000 @ CNY603.04 each","360","PRODUCT MATURITY/SATURATION(4)","MPX, 60x","1000","-","10-YEARS APPLICATION LIFE","-","1.15","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---主处理器及集成式主处理器(8xxx、7xxx、7xx、6xx)","MPC7448","MC7448VU1000ND","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC7448&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/integrated-host-processors/risc-microprocessor:MPC7448?&fpsp=1&tab=Documentation_Tab#MC7448VU1000ND","32-Bit Power Architecture MPU, 1GHz, 1MB L2, AltiVec, MPX/60x Bus","-","-","FCCBGA 360","-","1000","1","0 to 105","e600","32","1024","-","105","4","1000 @ CNY680.87 each","360","PRODUCT MATURITY/SATURATION(4)","MPX, 60x","1000","-","10-YEARS APPLICATION LIFE","-","1.15","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---主处理器及集成式主处理器(8xxx、7xxx、7xx、6xx)","MPC7448","MC7448VU1250ND","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC7448&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/integrated-host-processors/risc-microprocessor:MPC7448?&fpsp=1&tab=Documentation_Tab#MC7448VU1250ND","32-Bit Power Architecture MPU, 1.250GHz, 1MB L2, AltiVec, MPX/60x Bus","-","-","FCCBGA 360","-","1250","1","0 to 105","e600","32","1024","-","105","4","1000 @ CNY1,233.80 each","360","PRODUCT MATURITY/SATURATION(4)","MPX, 60x","1250","-","10-YEARS APPLICATION LIFE","-","1.1","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---主处理器及集成式主处理器(8xxx、7xxx、7xx、6xx)","MPC7448","MC7448VU1267ND","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC7448&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/integrated-host-processors/risc-microprocessor:MPC7448?&fpsp=1&tab=Documentation_Tab#MC7448VU1267ND","32-Bit Power Architecture MPU, 1.267GHz, 1MB L2, AltiVec, MPX/60x Bus","-","-","FCCBGA 360","-","1267","1","0 to 105","e600","32","1024","-","105","4","1000 @ CNY1,699.63 each","360","PRODUCT MATURITY/SATURATION(4)","MPX, 60x","1267","-","10-YEARS APPLICATION LIFE","-","1.1","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---主处理器及集成式主处理器(8xxx、7xxx、7xx、6xx)","MPC7448","MC7448VU1400ND","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC7448&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/integrated-host-processors/risc-microprocessor:MPC7448?&fpsp=1&tab=Documentation_Tab#MC7448VU1400ND","32-Bit Power Architecture MPU, 1.4GHz, 1MB L2, AltiVec, MPX/60x Bus","-","-","FCCBGA 360","-","1400","1","0 to 105","e600","32","1024","-","105","4","1000 @ CNY1,627.97 each","360","PRODUCT MATURITY/SATURATION(4)","MPX, 60x","1400","-","10-YEARS APPLICATION LIFE","-","1.1","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---主处理器及集成式主处理器(8xxx、7xxx、7xx、6xx)","MPC7448","MC7448VU1600LD","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC7448&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/integrated-host-processors/risc-microprocessor:MPC7448?&fpsp=1&tab=Documentation_Tab#MC7448VU1600LD","32-Bit Power Architecture MPU, 1.6GHz, 1MB L2, AltiVec, MPX/60x Bus","-","-","FCCBGA 360","-","1600","2","0 to 105","e600","32","1024","-","105","4","1000 @ CNY1,571.63 each","360","PRODUCT MATURITY/SATURATION(4)","MPX, 60x","200","-","10-YEARS APPLICATION LIFE","-","1.25","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---主处理器及集成式主处理器(8xxx、7xxx、7xx、6xx)","MPC7448","MC7448VU1700LD","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC7448&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/integrated-host-processors/risc-microprocessor:MPC7448?&fpsp=1&tab=Documentation_Tab#MC7448VU1700LD","32-Bit Power Architecture MPU, 1.7GHz, 1MB L2, AltiVec, MPX/60x Bus","-","-","FCCBGA 360","-","1700","1","0 to 105","e600","32","1024","-","105","4","1000 @ CNY1,699.63 each","360","PRODUCT MATURITY/SATURATION(4)","MPX, 60x","200","-","10-YEARS APPLICATION LIFE","-","1.3","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---主处理器及集成式主处理器(8xxx、7xxx、7xx、6xx)","MPC7448","MC7448VU800ND","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC7448&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/integrated-host-processors/risc-microprocessor:MPC7448?&fpsp=1&tab=Documentation_Tab#MC7448VU800ND","32-Bit Power Architecture MPU, 800MHz, 1MB L2, AltiVec, MPX/60x Bus","-","-","FCCBGA 360","-","800","1","0 to 105","e600","32","1024","-","105","4","-","360","PRODUCT MATURITY/SATURATION(4)","MPX, 60x","800","-","10-YEARS APPLICATION LIFE","-","1","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---主处理器及集成式主处理器(8xxx、7xxx、7xx、6xx)","MPC7448","MC7448VU867ND","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC7448&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/integrated-host-processors/risc-microprocessor:MPC7448?&fpsp=1&tab=Documentation_Tab#MC7448VU867ND","32-Bit Power Architecture MPU, 867MHz, 1MB L2, AltiVec, MPX/60x Bus","-","-","FCCBGA 360","-","867","1","0 to 105","e600","32","1024","-","105","4","1000 @ CNY531.76 each","360","PRODUCT MATURITY/SATURATION(4)","MPX, 60x","867","-","10-YEARS APPLICATION LIFE","-","1","-","-","-","-","-","-","-"
