"brand","Series","Series-2","PartNo","DetailLink","dataSheet","Descrption","Compliance","Status","Description","Voltages Monitored","VCC Max (V)","V(TO) Typ (V)","IQ Typ (microA)","Reset Active State","Reset Timer","Manual Reset","Watchdog Timer","Package Type"
"on","电压和电流管理---电压监测器","CAT1832","CAT1832L-G","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1832L-G","http://www.onsemi.com/pub/Collateral/CAT1832-D.PDF","Voltage Supervisor, Watchdog Timer, Manual Reset, 3.3 V, with Active High and Low Resets","Pb-free
Halide free","Active","Voltage Supervisor, Watchdog Timer, Manual Reset, 3.3 V, with Active High and Low Resets","1","5.5","2.55
2.88","20","High
Low","Yes","No","Yes","MSOP-8
PDIP-8
SOIC-8"
"on","电压和电流管理---电压监测器","CAT1832","CAT1832V-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1832V-GT3","http://www.onsemi.com/pub/Collateral/CAT1832-D.PDF","Voltage Supervisor, Watchdog Timer, Manual Reset, 3.3 V, with Active High and Low Resets","Pb-free
Halide free","Active","Voltage Supervisor, Watchdog Timer, Manual Reset, 3.3 V, with Active High and Low Resets","1","5.5","2.55
2.88","20","High
Low","Yes","No","Yes","MSOP-8
PDIP-8
SOIC-8"
"on","电压和电流管理---电压监测器","CAT1832","CAT1832Z-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT1832Z-GT3","http://www.onsemi.com/pub/Collateral/CAT1832-D.PDF","Voltage Supervisor, Watchdog Timer, Manual Reset, 3.3 V, with Active High and Low Resets","Pb-free
Halide free","Active","Voltage Supervisor, Watchdog Timer, Manual Reset, 3.3 V, with Active High and Low Resets","1","5.5","2.55
2.88","20","High
Low","Yes","No","Yes","MSOP-8
PDIP-8
SOIC-8"
"on","电压和电流管理---电压监测器","CAT803","CAT803SSDI-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT803SSDI-GT3","http://www.onsemi.com/pub/Collateral/CAT803-D.PDF","Voltage Supervisor, Open Drain, Active Low","Pb-free
Halide free","Active","Voltage Supervisor, Open Drain, Active Low","1","5.5","2.93","6","Low","Yes","No","No","SC-70-3"
"on","电压和电流管理---电压监测器","CAT810","CAT810JTBI-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT810JTBI-GT3","http://www.onsemi.com/pub/Collateral/CAT810-D.PDF","Voltage Supervisor, Push-Pull, Active High","Pb-free
Halide free","Active","Voltage Supervisor, Push-Pull, Active High","1","5.5","3.08
4","6","High","Yes","No","No","SOT-23-3"
"on","电压和电流管理---电压监测器","CAT810","CAT810TTBI-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT810TTBI-GT3","http://www.onsemi.com/pub/Collateral/CAT810-D.PDF","Voltage Supervisor, Push-Pull, Active High","Pb-free
Halide free","Active","Voltage Supervisor, Push-Pull, Active High","1","5.5","3.08
4","6","High","Yes","No","No","SOT-23-3"
"on","电压和电流管理---电压监测器","CAT823","CAT823RTDI-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT823RTDI-GT3","http://www.onsemi.com/pub/Collateral/CAT823-D.PDF","Voltage Supervisor with Manual Reset and Watchdog","Pb-free
Halide free","Active","Voltage Supervisor with Manual Reset and Watchdog","1","5.5","2.19
2.32
2.63
2.93
3.08","6","Low","Yes","Yes","Yes","TSOT-23-5"
"on","电压和电流管理---电压监测器","CAT823","CAT823STDI-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT823STDI-GT3","http://www.onsemi.com/pub/Collateral/CAT823-D.PDF","Voltage Supervisor with Manual Reset and Watchdog","Pb-free
Halide free","Active","Voltage Supervisor with Manual Reset and Watchdog","1","5.5","2.19
2.32
2.63
2.93
3.08","6","Low","Yes","Yes","Yes","TSOT-23-5"
"on","电压和电流管理---电压监测器","CAT823","CAT823TTDI-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT823TTDI-GT3","http://www.onsemi.com/pub/Collateral/CAT823-D.PDF","Voltage Supervisor with Manual Reset and Watchdog","Pb-free
Halide free","Active","Voltage Supervisor with Manual Reset and Watchdog","1","5.5","2.19
2.32
2.63
2.93
3.08","6","Low","Yes","Yes","Yes","TSOT-23-5"
"on","电压和电流管理---电压监测器","CAT823","CAT823YTDI-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT823YTDI-GT3","http://www.onsemi.com/pub/Collateral/CAT823-D.PDF","Voltage Supervisor with Manual Reset and Watchdog","Pb-free
Halide free","Active","Voltage Supervisor with Manual Reset and Watchdog","1","5.5","2.19
2.32
2.63
2.93
3.08","6","Low","Yes","Yes","Yes","TSOT-23-5"
"on","电压和电流管理---电压监测器","CAT823","CAT823ZTDI-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT823ZTDI-GT3","http://www.onsemi.com/pub/Collateral/CAT823-D.PDF","Voltage Supervisor with Manual Reset and Watchdog","Pb-free
Halide free","Active","Voltage Supervisor with Manual Reset and Watchdog","1","5.5","2.19
2.32
2.63
2.93
3.08","6","Low","Yes","Yes","Yes","TSOT-23-5"
"on","电压和电流管理---电压监测器","CAT853","CAT853STBI-T3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT853STBI-T3","http://www.onsemi.com/pub/Collateral/CAT853-D.PDF","Voltage Supervisor, Open Drain, Active Low","Pb-free
Halide free","Active","Voltage Supervisor, Open Drain, Active Low","1","5.5","2.93
3.08","6","Low","Yes","No","No","SOT-23-3"
"on","电压和电流管理---电压监测器","CAT853","CAT853TTBI-GT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT853TTBI-GT3","http://www.onsemi.com/pub/Collateral/CAT853-D.PDF","Voltage Supervisor, Open Drain, Active Low","Pb-free
Halide free","Active","Voltage Supervisor, Open Drain, Active Low","1","5.5","2.93
3.08","6","Low","Yes","No","No","SOT-23-3"
"on","电压和电流管理---电压监测器","CAT874","CAT874-80ULGT3","http://www.onsemi.cn/PowerSolutions/product.do?id=CAT874-80ULGT3","http://www.onsemi.com/pub/Collateral/CAT874-D.PDF","Switch Controller","Pb-free
Halide free","Active","Switch Controller","1","5.5","-","0.1","High","Yes","Yes","No","ULLGA-6"
"on","电压和电流管理---电压监测器","MAX708","MAX708CUA-TG","http://www.onsemi.cn/PowerSolutions/product.do?id=MAX708CUA-TG","http://www.onsemi.com/pub/Collateral/MAX707-D.PDF","MicroPower Voltage Supervisor, 4.38 V","Pb-free
Halide free","Active","MicroPower Voltage Supervisor","2","5.5","2.63
2.93
3.08
4.38","12","High
Low","No","Yes","No","Micro8™
SOIC-8"
"on","电压和电流管理---电压监测器","MAX708","MAX708ESA-TG","http://www.onsemi.cn/PowerSolutions/product.do?id=MAX708ESA-TG","http://www.onsemi.com/pub/Collateral/MAX707-D.PDF","MicroPower Voltage Supervisor, 4.38 V","Pb-free
Halide free","Active","MicroPower Voltage Supervisor","2","5.5","2.63
2.93
3.08
4.38","12","High
Low","No","Yes","No","Micro8™
SOIC-8"
"on","电压和电流管理---电压监测器","MAX708","MAX708RCUA-TG","http://www.onsemi.cn/PowerSolutions/product.do?id=MAX708RCUA-TG","http://www.onsemi.com/pub/Collateral/MAX707-D.PDF","MicroPower Voltage Supervisor, 2.63 V","Pb-free
Halide free","Active","MicroPower Voltage Supervisor","2","5.5","2.63
2.93
3.08
4.38","12","High
Low","No","Yes","No","Micro8™
SOIC-8"
"on","电压和电流管理---电压监测器","MAX708","MAX708RESA-TG","http://www.onsemi.cn/PowerSolutions/product.do?id=MAX708RESA-TG","http://www.onsemi.com/pub/Collateral/MAX707-D.PDF","MicroPower Voltage Supervisor, 2.63 V","Pb-free
Halide free","Active","MicroPower Voltage Supervisor","2","5.5","2.63
2.93
3.08
4.38","12","High
Low","No","Yes","No","Micro8™
SOIC-8"
"on","电压和电流管理---电压监测器","MAX708","MAX708SCUA-TG","http://www.onsemi.cn/PowerSolutions/product.do?id=MAX708SCUA-TG","http://www.onsemi.com/pub/Collateral/MAX707-D.PDF","MicroPower Voltage Supervisor, 2.93 V","Pb-free
Halide free","Active","MicroPower Voltage Supervisor","2","5.5","2.63
2.93
3.08
4.38","12","High
Low","No","Yes","No","Micro8™
SOIC-8"
"on","电压和电流管理---电压监测器","MAX708","MAX708SESA-TG","http://www.onsemi.cn/PowerSolutions/product.do?id=MAX708SESA-TG","http://www.onsemi.com/pub/Collateral/MAX707-D.PDF","MicroPower Voltage Supervisor, 2.93 V","Pb-free
Halide free","Active","MicroPower Voltage Supervisor","2","5.5","2.63
2.93
3.08
4.38","12","High
Low","No","Yes","No","Micro8™
SOIC-8"
"on","电压和电流管理---电压监测器","MAX708","MAX708TCUA-TG","http://www.onsemi.cn/PowerSolutions/product.do?id=MAX708TCUA-TG","http://www.onsemi.com/pub/Collateral/MAX707-D.PDF","MicroPower Voltage Supervisor, 3.08 V","Pb-free
Halide free","Active","MicroPower Voltage Supervisor","2","5.5","2.63
2.93
3.08
4.38","12","High
Low","No","Yes","No","Micro8™
SOIC-8"
"on","电压和电流管理---电压监测器","MAX708","MAX708TESA-TG","http://www.onsemi.cn/PowerSolutions/product.do?id=MAX708TESA-TG","http://www.onsemi.com/pub/Collateral/MAX707-D.PDF","MicroPower Voltage Supervisor, 3.08 V","Pb-free
Halide free","Active","MicroPower Voltage Supervisor","2","5.5","2.63
2.93
3.08
4.38","12","High
Low","No","Yes","No","Micro8™
SOIC-8"
"on","电压和电流管理---电压监测器","MAX809","MAX809HTRG","http://www.onsemi.cn/PowerSolutions/product.do?id=MAX809HTRG","http://www.onsemi.com/pub/Collateral/MAX809S-D.PDF","Voltage Supervisor, Very Low Supply Current, 3-Pin Microprocessor, Reset Monitor, 4.55 V, 140 ms minimum delay","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Supervisor, Very Low Supply Current, 3-Pin Microprocessor, Reset Monitor","1","5.5","1.2
1.6
2.32
2.63
2.93
3.08
4
4.38
4.55
4.63
4.9","0.5","Low","Yes","No","No","SC-70-3 / SOT-323-3
SOT-23-3"
"on","电压和电流管理---电压监测器","MAX809","MAX809JTRG","http://www.onsemi.cn/PowerSolutions/product.do?id=MAX809JTRG","http://www.onsemi.com/pub/Collateral/MAX809S-D.PDF","Voltage Supervisor, Very Low Supply Current, 3-Pin Microprocessor, Reset Monitor, 4.00 V, 140 ms minimum delay","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Supervisor, Very Low Supply Current, 3-Pin Microprocessor, Reset Monitor","1","5.5","1.2
1.6
2.32
2.63
2.93
3.08
4
4.38
4.55
4.63
4.9","0.5","Low","Yes","No","No","SC-70-3 / SOT-323-3
SOT-23-3"
"on","电压和电流管理---电压监测器","MAX809","MAX809LTRG","http://www.onsemi.cn/PowerSolutions/product.do?id=MAX809LTRG","http://www.onsemi.com/pub/Collateral/MAX809S-D.PDF","Voltage Supervisor, Very Low Supply Current, 3-Pin Microprocessor, Reset Monitor, 4.63 V, 140 ms minimum delay","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Supervisor, Very Low Supply Current, 3-Pin Microprocessor, Reset Monitor","1","5.5","1.2
1.6
2.32
2.63
2.93
3.08
4
4.38
4.55
4.63
4.9","0.5","Low","Yes","No","No","SC-70-3 / SOT-323-3
SOT-23-3"
"on","电压和电流管理---电压监测器","MAX809","MAX809MTRG","http://www.onsemi.cn/PowerSolutions/product.do?id=MAX809MTRG","http://www.onsemi.com/pub/Collateral/MAX809S-D.PDF","Voltage Supervisor, Very Low Supply Current, 3-Pin Microprocessor, Reset Monitor, 4.38 V, 140 ms minimum delay","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Supervisor, Very Low Supply Current, 3-Pin Microprocessor, Reset Monitor","1","5.5","1.2
1.6
2.32
2.63
2.93
3.08
4
4.38
4.55
4.63
4.9","0.5","Low","Yes","No","No","SC-70-3 / SOT-323-3
SOT-23-3"
"on","电压和电流管理---电压监测器","MAX809","MAX809MTRGH","http://www.onsemi.cn/PowerSolutions/product.do?id=MAX809MTRGH","http://www.onsemi.com/pub/Collateral/MAX809S-D.PDF","Voltage Supervisor, Very Low Supply Current, 3-Pin Microprocessor, Reset Monitor","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Supervisor, Very Low Supply Current, 3-Pin Microprocessor, Reset Monitor","1","5.5","1.2
1.6
2.32
2.63
2.93
3.08
4
4.38
4.55
4.63
4.9","0.5","Low","Yes","No","No","SC-70-3 / SOT-323-3
SOT-23-3"
"on","电压和电流管理---电压监测器","MAX809","MAX809RTRG","http://www.onsemi.cn/PowerSolutions/product.do?id=MAX809RTRG","http://www.onsemi.com/pub/Collateral/MAX809S-D.PDF","Voltage Supervisor, Very Low Supply Current, 3-Pin Microprocessor, Reset Monitor, 2.63 V, 140 ms minimum delay","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Supervisor, Very Low Supply Current, 3-Pin Microprocessor, Reset Monitor","1","5.5","1.2
1.6
2.32
2.63
2.93
3.08
4
4.38
4.55
4.63
4.9","0.5","Low","Yes","No","No","SC-70-3 / SOT-323-3
SOT-23-3"
"on","电压和电流管理---电压监测器","MAX809","MAX809SN120T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MAX809SN120T1G","http://www.onsemi.com/pub/Collateral/MAX809S-D.PDF","Voltage Supervisor, Very Low Supply Current, 3-Pin Microprocessor, Reset Monitor, 1.20 V, 140 ms minimum delay","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Supervisor, Very Low Supply Current, 3-Pin Microprocessor, Reset Monitor","1","5.5","1.2
1.6
2.32
2.63
2.93
3.08
4
4.38
4.55
4.63
4.9","0.5","Low","Yes","No","No","SC-70-3 / SOT-323-3
SOT-23-3"
"on","电压和电流管理---电压监测器","MAX809","MAX809SN160T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MAX809SN160T1G","http://www.onsemi.com/pub/Collateral/MAX809S-D.PDF","Voltage Supervisor, Very Low Supply Current, 3-Pin Microprocessor, Reset Monitor, 1.60 V, 140 ms minimum delay","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Supervisor, Very Low Supply Current, 3-Pin Microprocessor, Reset Monitor","1","5.5","1.2
1.6
2.32
2.63
2.93
3.08
4
4.38
4.55
4.63
4.9","0.5","Low","Yes","No","No","SC-70-3 / SOT-323-3
SOT-23-3"
"on","电压和电流管理---电压监测器","MAX809","MAX809SN232T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MAX809SN232T1G","http://www.onsemi.com/pub/Collateral/MAX809S-D.PDF","Voltage Supervisor, Very Low Supply Current, 3-Pin Microprocessor, Reset Monitor, 2.32 V, 40 ms minimum delay","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Supervisor, Very Low Supply Current, 3-Pin Microprocessor, Reset Monitor","1","5.5","1.2
1.6
2.32
2.63
2.93
3.08
4
4.38
4.55
4.63
4.9","0.5","Low","Yes","No","No","SC-70-3 / SOT-323-3
SOT-23-3"
"on","电压和电流管理---电压监测器","MAX809","MAX809SN293D1T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MAX809SN293D1T1G","http://www.onsemi.com/pub/Collateral/MAX809S-D.PDF","Voltage Supervisor, Very Low Supply Current, 3-Pin Microprocessor, Reset Monitor, 2.93 V, 1.0 ms minimum delay","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Supervisor, Very Low Supply Current, 3-Pin Microprocessor, Reset Monitor","1","5.5","1.2
1.6
2.32
2.63
2.93
3.08
4
4.38
4.55
4.63
4.9","0.5","Low","Yes","No","No","SC-70-3 / SOT-323-3
SOT-23-3"
"on","电压和电流管理---电压监测器","MAX809","MAX809SN293D2T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MAX809SN293D2T1G","http://www.onsemi.com/pub/Collateral/MAX809S-D.PDF","Voltage Supervisor, Very Low Supply Current, 3-Pin Microprocessor, Reset Monitor, 2.93 V, 20 ms minimum delay","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Supervisor, Very Low Supply Current, 3-Pin Microprocessor, Reset Monitor","1","5.5","1.2
1.6
2.32
2.63
2.93
3.08
4
4.38
4.55
4.63
4.9","0.5","Low","Yes","No","No","SC-70-3 / SOT-323-3
SOT-23-3"
"on","电压和电流管理---电压监测器","MAX809","MAX809SN293D3T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MAX809SN293D3T1G","http://www.onsemi.com/pub/Collateral/MAX809S-D.PDF","Voltage Supervisor, Very Low Supply Current, 3-Pin Microprocessor, Reset Monitor, 2.93 V, 100 ms minimum delay","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Supervisor, Very Low Supply Current, 3-Pin Microprocessor, Reset Monitor","1","5.5","1.2
1.6
2.32
2.63
2.93
3.08
4
4.38
4.55
4.63
4.9","0.5","Low","Yes","No","No","SC-70-3 / SOT-323-3
SOT-23-3"
"on","电压和电流管理---电压监测器","MAX809","MAX809SN490T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MAX809SN490T1G","http://www.onsemi.com/pub/Collateral/MAX809S-D.PDF","Voltage Supervisor, Very Low Supply Current, 3-Pin Microprocessor, Reset Monitor, 4.90 V, 140 ms minimum delay","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Supervisor, Very Low Supply Current, 3-Pin Microprocessor, Reset Monitor","1","5.5","1.2
1.6
2.32
2.63
2.93
3.08
4
4.38
4.55
4.63
4.9","0.5","Low","Yes","No","No","SC-70-3 / SOT-323-3
SOT-23-3"
"on","电压和电流管理---电压监测器","MAX809","MAX809SQ120T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MAX809SQ120T1G","http://www.onsemi.com/pub/Collateral/MAX809S-D.PDF","Voltage Supervisor, Very Low Supply Current, 3-Pin Microprocessor, Reset Monitor, 1.20 V, 140 ms minimum delay","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Supervisor, Very Low Supply Current, 3-Pin Microprocessor, Reset Monitor","1","5.5","1.2
1.6
2.32
2.63
2.93
3.08
4
4.38
4.55
4.63
4.9","0.5","Low","Yes","No","No","SC-70-3 / SOT-323-3
SOT-23-3"
"on","电压和电流管理---电压监测器","MAX809","MAX809SQ232T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MAX809SQ232T1G","http://www.onsemi.com/pub/Collateral/MAX809S-D.PDF","Voltage Supervisor, Very Low Supply Current, 3-Pin Microprocessor, Reset Monitor, 2.32 V, 140 ms minimum delay","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Supervisor, Very Low Supply Current, 3-Pin Microprocessor, Reset Monitor","1","5.5","1.2
1.6
2.32
2.63
2.93
3.08
4
4.38
4.55
4.63
4.9","0.5","Low","Yes","No","No","SC-70-3 / SOT-323-3
SOT-23-3"
"on","电压和电流管理---电压监测器","MAX809","MAX809SQ263T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MAX809SQ263T1G","http://www.onsemi.com/pub/Collateral/MAX809S-D.PDF","Voltage Supervisor, Very Low Supply Current, 3-Pin Microprocessor, Reset Monitor, 2.63 V, 140 ms minimum delay","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Supervisor, Very Low Supply Current, 3-Pin Microprocessor, Reset Monitor","1","5.5","1.2
1.6
2.32
2.63
2.93
3.08
4
4.38
4.55
4.63
4.9","0.5","Low","Yes","No","No","SC-70-3 / SOT-323-3
SOT-23-3"
"on","电压和电流管理---电压监测器","MAX809","MAX809SQ293D1T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MAX809SQ293D1T1G","http://www.onsemi.com/pub/Collateral/MAX809S-D.PDF","Voltage Supervisor, Very Low Supply Current, 3-Pin Microprocessor, Reset Monitor, 2.93 V, 1.0 ms minimum delay","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Supervisor, Very Low Supply Current, 3-Pin Microprocessor, Reset Monitor","1","5.5","1.2
1.6
2.32
2.63
2.93
3.08
4
4.38
4.55
4.63
4.9","0.5","Low","Yes","No","No","SC-70-3 / SOT-323-3
SOT-23-3"
"on","电压和电流管理---电压监测器","MAX809","MAX809SQ293D2T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MAX809SQ293D2T1G","http://www.onsemi.com/pub/Collateral/MAX809S-D.PDF","Voltage Supervisor, Very Low Supply Current, 3-Pin Microprocessor, Reset Monitor, 2.93 V, 20 ms minimum delay","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Supervisor, Very Low Supply Current, 3-Pin Microprocessor, Reset Monitor","1","5.5","1.2
1.6
2.32
2.63
2.93
3.08
4
4.38
4.55
4.63
4.9","0.5","Low","Yes","No","No","SC-70-3 / SOT-323-3
SOT-23-3"
"on","电压和电流管理---电压监测器","MAX809","MAX809SQ293D3T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MAX809SQ293D3T1G","http://www.onsemi.com/pub/Collateral/MAX809S-D.PDF","Voltage Supervisor, Very Low Supply Current, 3-Pin Microprocessor, Reset Monitor, 2.93 V, 100 ms minimum delay","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Supervisor, Very Low Supply Current, 3-Pin Microprocessor, Reset Monitor","1","5.5","1.2
1.6
2.32
2.63
2.93
3.08
4
4.38
4.55
4.63
4.9","0.5","Low","Yes","No","No","SC-70-3 / SOT-323-3
SOT-23-3"
"on","电压和电流管理---电压监测器","MAX809","MAX809SQ293T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MAX809SQ293T1G","http://www.onsemi.com/pub/Collateral/MAX809S-D.PDF","Voltage Supervisor, Very Low Supply Current, 3-Pin Microprocessor, Reset Monitor, 2.93 V, 140 ms minimum delay","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Supervisor, Very Low Supply Current, 3-Pin Microprocessor, Reset Monitor","1","5.5","1.2
1.6
2.32
2.63
2.93
3.08
4
4.38
4.55
4.63
4.9","0.5","Low","Yes","No","No","SC-70-3 / SOT-323-3
SOT-23-3"
"on","电压和电流管理---电压监测器","MAX809","MAX809SQ308T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MAX809SQ308T1G","http://www.onsemi.com/pub/Collateral/MAX809S-D.PDF","Voltage Supervisor, Very Low Supply Current, 3-Pin Microprocessor, Reset Monitor, 3.08 V, 140 ms minimum delay","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Supervisor, Very Low Supply Current, 3-Pin Microprocessor, Reset Monitor","1","5.5","1.2
1.6
2.32
2.63
2.93
3.08
4
4.38
4.55
4.63
4.9","0.5","Low","Yes","No","No","SC-70-3 / SOT-323-3
SOT-23-3"
"on","电压和电流管理---电压监测器","MAX809","MAX809SQ400T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MAX809SQ400T1G","http://www.onsemi.com/pub/Collateral/MAX809S-D.PDF","Voltage Supervisor, Very Low Supply Current, 3-Pin Microprocessor, Reset Monitor, 4.00 V, 140 ms minimum delay","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Supervisor, Very Low Supply Current, 3-Pin Microprocessor, Reset Monitor","1","5.5","1.2
1.6
2.32
2.63
2.93
3.08
4
4.38
4.55
4.63
4.9","0.5","Low","Yes","No","No","SC-70-3 / SOT-323-3
SOT-23-3"
"on","电压和电流管理---电压监测器","MAX809","MAX809SQ438T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MAX809SQ438T1G","http://www.onsemi.com/pub/Collateral/MAX809S-D.PDF","Voltage Supervisor, Very Low Supply Current, 3-Pin Microprocessor, Reset Monitor, 4.38 V, 140 ms minimum delay","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Supervisor, Very Low Supply Current, 3-Pin Microprocessor, Reset Monitor","1","5.5","1.2
1.6
2.32
2.63
2.93
3.08
4
4.38
4.55
4.63
4.9","0.5","Low","Yes","No","No","SC-70-3 / SOT-323-3
SOT-23-3"
"on","电压和电流管理---电压监测器","MAX809","MAX809SQ463T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MAX809SQ463T1G","http://www.onsemi.com/pub/Collateral/MAX809S-D.PDF","Voltage Supervisor, Very Low Supply Current, 3-Pin Microprocessor, Reset Monitor, 4.63 V, 140 ms minimum delay","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Supervisor, Very Low Supply Current, 3-Pin Microprocessor, Reset Monitor","1","5.5","1.2
1.6
2.32
2.63
2.93
3.08
4
4.38
4.55
4.63
4.9","0.5","Low","Yes","No","No","SC-70-3 / SOT-323-3
SOT-23-3"
"on","电压和电流管理---电压监测器","MAX809","MAX809STRG","http://www.onsemi.cn/PowerSolutions/product.do?id=MAX809STRG","http://www.onsemi.com/pub/Collateral/MAX809S-D.PDF","Voltage Supervisor, Very Low Supply Current, 3-Pin Microprocessor, Reset Monitor, 2.93 V, 140 ms minimum delay","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Supervisor, Very Low Supply Current, 3-Pin Microprocessor, Reset Monitor","1","5.5","1.2
1.6
2.32
2.63
2.93
3.08
4
4.38
4.55
4.63
4.9","0.5","Low","Yes","No","No","SC-70-3 / SOT-323-3
SOT-23-3"
"on","电压和电流管理---电压监测器","MAX809","MAX809STRGH","http://www.onsemi.cn/PowerSolutions/product.do?id=MAX809STRGH","http://www.onsemi.com/pub/Collateral/MAX809S-D.PDF","Voltage Supervisor, Very Low Supply Current, 3-Pin Microprocessor, Reset Monitor","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Supervisor, Very Low Supply Current, 3-Pin Microprocessor, Reset Monitor","1","5.5","1.2
1.6
2.32
2.63
2.93
3.08
4
4.38
4.55
4.63
4.9","0.5","Low","Yes","No","No","SC-70-3 / SOT-323-3
SOT-23-3"
"on","电压和电流管理---电压监测器","MAX809","MAX809TTRG","http://www.onsemi.cn/PowerSolutions/product.do?id=MAX809TTRG","http://www.onsemi.com/pub/Collateral/MAX809S-D.PDF","Voltage Supervisor, Very Low Supply Current, 3-Pin Microprocessor, Reset Monitor, 3.08 V, 140 ms minimum delay","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Supervisor, Very Low Supply Current, 3-Pin Microprocessor, Reset Monitor","1","5.5","1.2
1.6
2.32
2.63
2.93
3.08
4
4.38
4.55
4.63
4.9","0.5","Low","Yes","No","No","SC-70-3 / SOT-323-3
SOT-23-3"
"on","电压和电流管理---电压监测器","MAX809","NCV809SN293D1T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV809SN293D1T1G","http://www.onsemi.com/pub/Collateral/MAX809S-D.PDF","Voltage Supervisor, Very Low Supply Current, 3-Pin Microprocessor, Reset Monitor, AUTO 2.93V VTH UP RESET","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Supervisor, Very Low Supply Current, 3-Pin Microprocessor, Reset Monitor","1","5.5","1.2
1.6
2.32
2.63
2.93
3.08
4
4.38
4.55
4.63
4.9","0.5","Low","Yes","No","No","SC-70-3 / SOT-323-3
SOT-23-3"
"on","电压和电流管理---电压监测器","MC33064","MC33064D-5G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC33064D-5G","http://www.onsemi.com/pub/Collateral/MC34064-D.PDF","Voltage Supervisor, Undervoltage Sensing Circuit","Pb-free
Halide free","Active","Voltage Supervisor, Undervoltage Sensing Circuit","1","6.5","4.61","390","Low","No","No","No","Micro8™
SOIC-8
TO-92
TSOP-5 / SOT-23-5"
