"brand","Series","Series-2","PartNo","DetailLink","dataSheet","Descrption","Compliance","Status","Description","Channels","VCC Min (V)","VCC Max (V)","tpd Max (ns)","IO Max (mA)","Package Type"
"on","标准逻辑---多路转换器","MC74VHC138","MC74VHC138DG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74VHC138DG","http://www.onsemi.com/pub/Collateral/MC74VHC138-D.PDF","3-to-8 Line Decoder","Pb-free
Halide free","Active","3-to-8 Line Decoder","1","2","5.5","10.1","8","SOIC-16
TSSOP-16"
"on","标准逻辑---多路转换器","MC74VHC138","MC74VHC138DR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74VHC138DR2G","http://www.onsemi.com/pub/Collateral/MC74VHC138-D.PDF","3-to-8 Line Decoder","Pb-free
Halide free","Active","3-to-8 Line Decoder","1","2","5.5","10.1","8","SOIC-16
TSSOP-16"
"on","标准逻辑---多路转换器","MC74VHC138","MC74VHC138DTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74VHC138DTR2G","http://www.onsemi.com/pub/Collateral/MC74VHC138-D.PDF","3-to-8 Line Decoder","Pb-free
Halide free","Active","3-to-8 Line Decoder","1","2","5.5","10.1","8","SOIC-16
TSSOP-16"
"on","标准逻辑---多路转换器","MC74VHC157","MC74VHC157DR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74VHC157DR2G","http://www.onsemi.com/pub/Collateral/MC74VHC157-D.PDF","2-Input Data Selector/Multiplexer (Mux)","Pb-free
Halide free","Active","2-Input Data Selector/Multiplexer (Mux)","4","2","5.5","8.4","8","SOIC-16
TSSOP-16"
"on","标准逻辑---多路转换器","MC74VHC157","MC74VHC157DTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74VHC157DTR2G","http://www.onsemi.com/pub/Collateral/MC74VHC157-D.PDF","2-Input Data Selector/Multiplexer (Mux)","Pb-free
Halide free","Active","2-Input Data Selector/Multiplexer (Mux)","4","2","5.5","8.4","8","SOIC-16
TSSOP-16"
"on","标准逻辑---多路转换器","MC74VHC4051","MC74VHC4051DR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74VHC4051DR2G","http://www.onsemi.com/pub/Collateral/MC74VHC4051-D.PDF","Analog Multiplexer/ Demultiplexer","Pb-free
Halide free","Active","Analog Multiplexer/ Demultiplexer",,,,,,"SOIC-16
TSSOP-16"
"on","标准逻辑---多路转换器","MC74VHC4051","MC74VHC4051DTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74VHC4051DTR2G","http://www.onsemi.com/pub/Collateral/MC74VHC4051-D.PDF","Analog Multiplexer/ Demultiplexer","Pb-free
Halide free","Active","Analog Multiplexer/ Demultiplexer",,,,,,"SOIC-16
TSSOP-16"
"on","标准逻辑---多路转换器","MC74VHC4053","MC74VHC4053DR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74VHC4053DR2G","http://www.onsemi.com/pub/Collateral/MC74VHC4051-D.PDF","Analog Multiplexer/ Demultiplexer","Pb-free
Halide free","Active","Analog Multiplexer/ Demultiplexer","1","2","6","49","8","SOIC-16
TSSOP-16"
"on","标准逻辑---多路转换器","MC74VHC4053","MC74VHC4053DTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74VHC4053DTR2G","http://www.onsemi.com/pub/Collateral/MC74VHC4051-D.PDF","Analog Multiplexer/ Demultiplexer","Pb-free
Halide free","Active","Analog Multiplexer/ Demultiplexer","1","2","6","49","8","SOIC-16
TSSOP-16"
"on","标准逻辑---多路转换器","MC74VHCT138A","MC74VHCT138ADR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74VHCT138ADR2G","http://www.onsemi.com/pub/Collateral/MC74VHCT138A-D.PDF","3-to-8 Line Decoder","Pb-free
Halide free","Active","3-to-8 Line Decoder","1","3","5.5","11.4","8","SOIC-16
TSSOP-16"
"on","标准逻辑---多路转换器","MC74VHCT138A","MC74VHCT138ADTRG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74VHCT138ADTRG","http://www.onsemi.com/pub/Collateral/MC74VHCT138A-D.PDF","3-to-8 Line Decoder","Pb-free
Halide free","Active","3-to-8 Line Decoder","1","3","5.5","11.4","8","SOIC-16
TSSOP-16"
"on","标准逻辑---多路转换器","MC74VHCT157A","M74VHCT157ADTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=M74VHCT157ADTR2G","http://www.onsemi.com/pub/Collateral/MC74VHCT157A-D.PDF","Quad 2-Channel Multiplexer","Pb-free
Halide free","Active","Quad 2-Channel Multiplexer","4","4.5","5.5","8.4","8","TSSOP-16"
"on","标准逻辑---多路转换器","NL7SZ19","NL7SZ19DFT2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NL7SZ19DFT2G","http://www.onsemi.com/pub/Collateral/NL7SZ19-D.PDF","1:2 Digital Multiplexer / Demultiplexer","Pb-free
Halide free","Active","1:2 Digital Multiplexer / Demultiplexer","2","1.65","5.5","4","50","SC-88-6 / SC-70-6 / SOT-363-6
UDFN-6"
"on","标准逻辑---多路转换器","NL7SZ19","NL7SZ19MUR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NL7SZ19MUR2G","http://www.onsemi.com/pub/Collateral/NL7SZ19-D.PDF","1:2 Digital Multiplexer / Demultiplexer","Pb-free
Halide free","Active","1:2 Digital Multiplexer / Demultiplexer","2","1.65","5.5","4","50","SC-88-6 / SC-70-6 / SOT-363-6
UDFN-6"
