"brand","Series","Series-2","PartNo","DataSheet","DetailLink","Description","# of  Channels","Data  Rate(s)","Clk Rec","SH/  LH","Temp.  Range","Op  Pwr Sup/  Max Cur","Pkgs"
"exar","Communications-PDH-T3/E3-T3/E3 LIUs","XRT75R03D","XRT75R03DIVTR","http://www.exar.com/common/content/document.ashx?id=20&languageid=1033&type=datasheet&part=xrt75r03d","http://www.exar.com/communications/pdh/t3-e3/t3-e3-lius/xrt75r03d/","Multi-Channel Line Interface Unit (LIU) Family Desynchronizer and Jitter Attenuator with R³ Technology™","3","DS3, E3, STS-1","▪","n/a","Ind.","3V ±5%","TQFP-128"
"exar","Communications-PDH-T3/E3-T3/E3 LIUs","XRT75R03D","XRT75R03DIVTR-F","http://www.exar.com/common/content/document.ashx?id=20&languageid=1033&type=datasheet&part=xrt75r03d","http://www.exar.com/communications/pdh/t3-e3/t3-e3-lius/xrt75r03d/","Multi-Channel Line Interface Unit (LIU) Family Desynchronizer and Jitter Attenuator with R³ Technology™","3","DS3, E3, STS-1","▪","n/a","Ind.","3V ±5%","TQFP-128"
"exar","Communications-PDH-T3/E3-T3/E3 LIUs","XRT75L03D","XRT75L03DIV","http://www.exar.com/common/content/document.ashx?id=265&languageid=1033&type=datasheet&part=xrt75l03d","http://www.exar.com/communications/pdh/t3-e3/t3-e3-lius/xrt75l03d/","3-Channel E3/DS3/STS-1 Line Interface Unit with SONET Desynchronizer","3","DS3, E3, STS-1","▪","n/a","Ind.","3V ±5%","TQFP-120"
"exar","Communications-PDH-T3/E3-T3/E3 LIUs","XRT75L03D","XRT75L03DIV-F","http://www.exar.com/common/content/document.ashx?id=265&languageid=1033&type=datasheet&part=xrt75l03d","http://www.exar.com/communications/pdh/t3-e3/t3-e3-lius/xrt75l03d/","3-Channel E3/DS3/STS-1 Line Interface Unit with SONET Desynchronizer","3","DS3, E3, STS-1","▪","n/a","Ind.","3V ±5%","TQFP-120"
"exar","Communications-PDH-T3/E3-T3/E3 LIUs","XRT75L03","XRT75L03IV","http://www.exar.com/common/content/document.ashx?id=269&languageid=1033&type=datasheet&part=xrt75l03","http://www.exar.com/communications/pdh/t3-e3/t3-e3-lius/xrt75l03/","3-Channel DS3/E3/STS-1 Line Interface Unit with Jitter Attenuator","3","DS3, E3, STS-1","▪","n/a","Ind.","3V ±5%","TQFP-128"
"exar","Communications-PDH-T3/E3-T3/E3 LIUs","XRT75L03","XRT75L03IV-F","http://www.exar.com/common/content/document.ashx?id=269&languageid=1033&type=datasheet&part=xrt75l03","http://www.exar.com/communications/pdh/t3-e3/t3-e3-lius/xrt75l03/","3-Channel DS3/E3/STS-1 Line Interface Unit with Jitter Attenuator","3","DS3, E3, STS-1","▪","n/a","Ind.","3V ±5%","TQFP-128"
"exar","Communications-PDH-T3/E3-T3/E3 LIUs","XRT75L03","XRT75L03IV-S1377","http://www.exar.com/common/content/document.ashx?id=269&languageid=1033&type=datasheet&part=xrt75l03","http://www.exar.com/communications/pdh/t3-e3/t3-e3-lius/xrt75l03/","3-Channel DS3/E3/STS-1 Line Interface Unit with Jitter Attenuator","3","DS3, E3, STS-1","▪","n/a","Ind.","3V ±5%","TQFP-128"
"exar","Communications-PDH-T3/E3-T3/E3 LIUs","XRT75L03","XRT75L03IVTR-F","http://www.exar.com/common/content/document.ashx?id=269&languageid=1033&type=datasheet&part=xrt75l03","http://www.exar.com/communications/pdh/t3-e3/t3-e3-lius/xrt75l03/","3-Channel DS3/E3/STS-1 Line Interface Unit with Jitter Attenuator","3","DS3, E3, STS-1","▪","n/a","Ind.","3V ±5%","TQFP-128"
"exar","Communications-PDH-T3/E3-T3/E3 LIUs","XRT75L02","XRT75L02IV-F","http://www.exar.com/common/content/document.ashx?id=266&languageid=1033&type=datasheet&part=xrt75l02","http://www.exar.com/communications/pdh/t3-e3/t3-e3-lius/xrt75l02/","2-Channel E3/DS3/STS-1 Line Interface Unit with Jitter Attenuator","2","DS3, E3, STS-1","▪","n/a","Ind.","3V ±5%","TQFP-100"
"exar","Communications-PDH-T3/E3-T3/E3 LIUs","XRT75L02","XRT75L02IVTR-F","http://www.exar.com/common/content/document.ashx?id=266&languageid=1033&type=datasheet&part=xrt75l02","http://www.exar.com/communications/pdh/t3-e3/t3-e3-lius/xrt75l02/","2-Channel E3/DS3/STS-1 Line Interface Unit with Jitter Attenuator","2","DS3, E3, STS-1","▪","n/a","Ind.","3V ±5%","TQFP-100"
"exar","Communications-PDH-T3/E3-T3/E3 LIUs","XRT75R06D","XRT75R06DIB","http://www.exar.com/common/content/document.ashx?id=351&languageid=1033&type=datasheet&part=xrt75r06d","http://www.exar.com/communications/pdh/t3-e3/t3-e3-lius/xrt75r06d/","6-Channel DS3/E3 Line Interface Unit (LIU) with Jitter Attenuator, SONET Desynchronizer and R³ Technology™","6","DS3, E3, STS-1","▪","n/a","Ind.","3V ±5%","BGA-217"
"exar","Communications-PDH-T3/E3-T3/E3 LIUs","XRT75R06D","XRT75R06DIB208","http://www.exar.com/common/content/document.ashx?id=351&languageid=1033&type=datasheet&part=xrt75r06d","http://www.exar.com/communications/pdh/t3-e3/t3-e3-lius/xrt75r06d/","6-Channel DS3/E3 Line Interface Unit (LIU) with Jitter Attenuator, SONET Desynchronizer and R³ Technology™","6","DS3, E3, STS-1","▪","n/a","Ind.","3V ±5%","BGA-217"
"exar","Communications-PDH-T3/E3-T3/E3 LIUs","XRT75R06D","XRT75R06DIB-F","http://www.exar.com/common/content/document.ashx?id=351&languageid=1033&type=datasheet&part=xrt75r06d","http://www.exar.com/communications/pdh/t3-e3/t3-e3-lius/xrt75r06d/","6-Channel DS3/E3 Line Interface Unit (LIU) with Jitter Attenuator, SONET Desynchronizer and R³ Technology™","6","DS3, E3, STS-1","▪","n/a","Ind.","3V ±5%","BGA-217"
"exar","Communications-PDH-T3/E3-T3/E3 LIUs","XRT75VL00D","XRT75VL00DIV","http://www.exar.com/common/content/document.ashx?id=120&languageid=1033&type=datasheet&part=xrt75vl00d","http://www.exar.com/communications/pdh/t3-e3/t3-e3-lius/xrt75vl00d/","E3/DS3/STS-1 Line Interface Unit with SONET Desynchronizer","1","DS3, E3, STS-1","▪","n/a","Ind.","3V ±5%","TQFP-52"
"exar","Communications-PDH-T3/E3-T3/E3 LIUs","XRT75VL00D","XRT75VL00DIV-F","http://www.exar.com/common/content/document.ashx?id=120&languageid=1033&type=datasheet&part=xrt75vl00d","http://www.exar.com/communications/pdh/t3-e3/t3-e3-lius/xrt75vl00d/","E3/DS3/STS-1 Line Interface Unit with SONET Desynchronizer","1","DS3, E3, STS-1","▪","n/a","Ind.","3V ±5%","TQFP-52"
"exar","Communications-PDH-T3/E3-T3/E3 LIUs","XRT75VL00D","XRT75VL00DIVTR","http://www.exar.com/common/content/document.ashx?id=120&languageid=1033&type=datasheet&part=xrt75vl00d","http://www.exar.com/communications/pdh/t3-e3/t3-e3-lius/xrt75vl00d/","E3/DS3/STS-1 Line Interface Unit with SONET Desynchronizer","1","DS3, E3, STS-1","▪","n/a","Ind.","3V ±5%","TQFP-52"
"exar","Communications-PDH-T3/E3-T3/E3 LIUs","XRT75VL00D","XRT75VL00DIVTR-F","http://www.exar.com/common/content/document.ashx?id=120&languageid=1033&type=datasheet&part=xrt75vl00d","http://www.exar.com/communications/pdh/t3-e3/t3-e3-lius/xrt75vl00d/","E3/DS3/STS-1 Line Interface Unit with SONET Desynchronizer","1","DS3, E3, STS-1","▪","n/a","Ind.","3V ±5%","TQFP-52"
"exar","Communications-PDH-T3/E3-T3/E3 LIUs","XRT75VL00","XRT75R03IVTR","http://www.exar.com/common/content/document.ashx?id=264&languageid=1033&type=datasheet&part=xrt75vl00","http://www.exar.com/communications/pdh/t3-e3/t3-e3-lius/xrt75vl00/","E3/DS3/STS-1 Line Interface Unit with Jitter Attenuator","1","DS3, E3, STS-1","▪","n/a","Ind.","3V ±5%","TQFP-52"
"exar","Communications-PDH-T3/E3-T3/E3 LIUs","XRT75VL00","XRT75VL00IV","http://www.exar.com/common/content/document.ashx?id=264&languageid=1033&type=datasheet&part=xrt75vl00","http://www.exar.com/communications/pdh/t3-e3/t3-e3-lius/xrt75vl00/","E3/DS3/STS-1 Line Interface Unit with Jitter Attenuator","1","DS3, E3, STS-1","▪","n/a","Ind.","3V ±5%","TQFP-52"
"exar","Communications-PDH-T3/E3-T3/E3 LIUs","XRT75VL00","XRT75VL00IV-F","http://www.exar.com/common/content/document.ashx?id=264&languageid=1033&type=datasheet&part=xrt75vl00","http://www.exar.com/communications/pdh/t3-e3/t3-e3-lius/xrt75vl00/","E3/DS3/STS-1 Line Interface Unit with Jitter Attenuator","1","DS3, E3, STS-1","▪","n/a","Ind.","3V ±5%","TQFP-52"
"exar","Communications-PDH-T3/E3-T3/E3 LIUs","XRT75L00","XRT75L00IV","http://www.exar.com/common/content/document.ashx?id=249&languageid=1033&type=datasheet&part=xrt75l00","http://www.exar.com/communications/pdh/t3-e3/t3-e3-lius/xrt75l00/","Single-Chip Line Interface Unit (LIU) With Jitter Attenuator (JA) for DS3/E3/STS-1 Environments","1","DS3, E3, STS-1","▪","n/a","Ind.","3V ±5%","TQFP-52"
"exar","Communications-PDH-T3/E3-T3/E3 LIUs","XRT75L00","XRT75L00IV-F","http://www.exar.com/common/content/document.ashx?id=249&languageid=1033&type=datasheet&part=xrt75l00","http://www.exar.com/communications/pdh/t3-e3/t3-e3-lius/xrt75l00/","Single-Chip Line Interface Unit (LIU) With Jitter Attenuator (JA) for DS3/E3/STS-1 Environments","1","DS3, E3, STS-1","▪","n/a","Ind.","3V ±5%","TQFP-52"
"exar","Communications-PDH-T3/E3-T3/E3 LIUs","XRT75L00","XRT75VL00IVTR","http://www.exar.com/common/content/document.ashx?id=249&languageid=1033&type=datasheet&part=xrt75l00","http://www.exar.com/communications/pdh/t3-e3/t3-e3-lius/xrt75l00/","Single-Chip Line Interface Unit (LIU) With Jitter Attenuator (JA) for DS3/E3/STS-1 Environments","1","DS3, E3, STS-1","▪","n/a","Ind.","3V ±5%","TQFP-52"
"exar","Communications-PDH-T3/E3-T3/E3 LIUs","XRT73L04B","XRT73L04BIV","http://www.exar.com/common/content/document.ashx?id=226&languageid=1033&type=datasheet&part=xrt73l04b","http://www.exar.com/communications/pdh/t3-e3/t3-e3-lius/xrt73l04b/","4-Channel DS3/E3/STS-1 Line Interface Unit","4","DS3, E3, STS-1","▪","n/a","Ind.","3V","TQFP-144"
"exar","Communications-PDH-T3/E3-T3/E3 LIUs","XRT73L04B","XRT73L04BIV-F","http://www.exar.com/common/content/document.ashx?id=226&languageid=1033&type=datasheet&part=xrt73l04b","http://www.exar.com/communications/pdh/t3-e3/t3-e3-lius/xrt73l04b/","4-Channel DS3/E3/STS-1 Line Interface Unit","4","DS3, E3, STS-1","▪","n/a","Ind.","3V","TQFP-144"
"exar","Communications-PDH-T3/E3-T3/E3 LIUs","XRT75L00D","XRT75L00DIV","http://www.exar.com/common/content/document.ashx?id=118&languageid=1033&type=datasheet&part=xrt75l00d","http://www.exar.com/communications/pdh/t3-e3/t3-e3-lius/xrt75l00d/","Single-Chip Desynchronizer & J.A. for Mapping/Demapping between SONET/SDH & DS3/E3 Environments","1","DS3, E3, STS-1","▪","n/a","Ind.","3V ±5%","TQFP-52"
"exar","Communications-PDH-T3/E3-T3/E3 LIUs","XRT75L00D","XRT75L00DIV-F","http://www.exar.com/common/content/document.ashx?id=118&languageid=1033&type=datasheet&part=xrt75l00d","http://www.exar.com/communications/pdh/t3-e3/t3-e3-lius/xrt75l00d/","Single-Chip Desynchronizer & J.A. for Mapping/Demapping between SONET/SDH & DS3/E3 Environments","1","DS3, E3, STS-1","▪","n/a","Ind.","3V ±5%","TQFP-52"
"exar","Communications-PDH-T3/E3-T3/E3 LIUs","XRT75L00D","XRT75L00DIVTR-F","http://www.exar.com/common/content/document.ashx?id=118&languageid=1033&type=datasheet&part=xrt75l00d","http://www.exar.com/communications/pdh/t3-e3/t3-e3-lius/xrt75l00d/","Single-Chip Desynchronizer & J.A. for Mapping/Demapping between SONET/SDH & DS3/E3 Environments","1","DS3, E3, STS-1","▪","n/a","Ind.","3V ±5%","TQFP-52"
"exar","Communications-PDH-T3/E3-T3/E3 LIUs","XRT73LC04A","XRT73LC04AIV","http://www.exar.com/common/content/document.ashx?id=109&languageid=1033&type=datasheet&part=xrt73lc04a","http://www.exar.com/communications/pdh/t3-e3/t3-e3-lius/xrt73lc04a/","4-Channel DS3/E3/STS-1 Line Interface Unit","4","DS3, E3, STS-1","▪","n/a","Ind.","3V","TQFP-144"
"exar","Communications-PDH-T3/E3-T3/E3 LIUs","XRT73LC04A","XRT73LC04AIV-F","http://www.exar.com/common/content/document.ashx?id=109&languageid=1033&type=datasheet&part=xrt73lc04a","http://www.exar.com/communications/pdh/t3-e3/t3-e3-lius/xrt73lc04a/","4-Channel DS3/E3/STS-1 Line Interface Unit","4","DS3, E3, STS-1","▪","n/a","Ind.","3V","TQFP-144"
"exar","Communications-PDH-T3/E3-T3/E3 LIUs","XRT73L03B","XRT73L03BIV","http://www.exar.com/common/content/document.ashx?id=250&languageid=1033&type=datasheet&part=xrt73l03b","http://www.exar.com/communications/pdh/t3-e3/t3-e3-lius/xrt73l03b/","3-Channel E3/DS3/STS-1 Line Interface Unit","3","DS3, E3, STS-1","▪","n/a","Ind.","3V","TQFP-120"
"exar","Communications-PDH-T3/E3-T3/E3 LIUs","XRT73L03B","XRT73L03BIV-F","http://www.exar.com/common/content/document.ashx?id=250&languageid=1033&type=datasheet&part=xrt73l03b","http://www.exar.com/communications/pdh/t3-e3/t3-e3-lius/xrt73l03b/","3-Channel E3/DS3/STS-1 Line Interface Unit","3","DS3, E3, STS-1","▪","n/a","Ind.","3V","TQFP-120"
"exar","Communications-PDH-T3/E3-T3/E3 LIUs","XRT73LC03A","XRT73LC03AIV","http://www.exar.com/common/content/document.ashx?id=253&languageid=1033&type=datasheet&part=xrt73lc03a","http://www.exar.com/communications/pdh/t3-e3/t3-e3-lius/xrt73lc03a/","3-Channel DS3/E3/STS-1 Line Interface Unit","3","DS3, E3, STS-1","▪","n/a","Ind.","3V","TQFP-120"
"exar","Communications-PDH-T3/E3-T3/E3 LIUs","XRT73LC03A","XRT73LC03AIV-F","http://www.exar.com/common/content/document.ashx?id=253&languageid=1033&type=datasheet&part=xrt73lc03a","http://www.exar.com/communications/pdh/t3-e3/t3-e3-lius/xrt73lc03a/","3-Channel DS3/E3/STS-1 Line Interface Unit","3","DS3, E3, STS-1","▪","n/a","Ind.","3V","TQFP-120"
"exar","Communications-PDH-T3/E3-T3/E3 LIUs","XRT73LC00A","XRT73LC00AIV","http://www.exar.com/common/content/document.ashx?id=360&languageid=1033&type=datasheet&part=xrt73lc00a","http://www.exar.com/communications/pdh/t3-e3/t3-e3-lius/xrt73lc00a/","DS3/E3/STS-1 Line Interface Unit","1","DS3, E3, STS-1","▪","n/a","Ind.","3V ±5%","TQFP-44"
"exar","Communications-PDH-T3/E3-T3/E3 LIUs","XRT73LC00A","XRT73LC00AIV-F","http://www.exar.com/common/content/document.ashx?id=360&languageid=1033&type=datasheet&part=xrt73lc00a","http://www.exar.com/communications/pdh/t3-e3/t3-e3-lius/xrt73lc00a/","DS3/E3/STS-1 Line Interface Unit","1","DS3, E3, STS-1","▪","n/a","Ind.","3V ±5%","TQFP-44"
"exar","Communications-PDH-T3/E3-T3/E3 LIUs","XRT73LC00A","XRT73LC00AIVTR","http://www.exar.com/common/content/document.ashx?id=360&languageid=1033&type=datasheet&part=xrt73lc00a","http://www.exar.com/communications/pdh/t3-e3/t3-e3-lius/xrt73lc00a/","DS3/E3/STS-1 Line Interface Unit","1","DS3, E3, STS-1","▪","n/a","Ind.","3V ±5%","TQFP-44"
"exar","Communications-PDH-T3/E3-T3/E3 LIUs","XRT73LC00A","XRT73LC00AIVTR-F","http://www.exar.com/common/content/document.ashx?id=360&languageid=1033&type=datasheet&part=xrt73lc00a","http://www.exar.com/communications/pdh/t3-e3/t3-e3-lius/xrt73lc00a/","DS3/E3/STS-1 Line Interface Unit","1","DS3, E3, STS-1","▪","n/a","Ind.","3V ±5%","TQFP-44"
"exar","Communications-PDH-T3/E3-T3/E3 LIUs","XRT7296","XRT7296AIP-F","http://www.exar.com/common/content/document.ashx?id=99&languageid=1033&type=datasheet&part=xrt7296","http://www.exar.com/communications/pdh/t3-e3/t3-e3-lius/xrt7296/","DS3/STS-1/E3 Integrated Line Transmitter","1","DS3, E3, STS-1","-","n/a","Ind.","5V ±5%, 133mA","SOJ-28, PDIP-28"
"exar","Communications-PDH-T3/E3-T3/E3 LIUs","XRT7296","XRT7296AIW","http://www.exar.com/common/content/document.ashx?id=99&languageid=1033&type=datasheet&part=xrt7296","http://www.exar.com/communications/pdh/t3-e3/t3-e3-lius/xrt7296/","DS3/STS-1/E3 Integrated Line Transmitter","1","DS3, E3, STS-1","-","n/a","Ind.","5V ±5%, 133mA","SOJ-28, PDIP-28"
"exar","Communications-PDH-T3/E3-T3/E3 LIUs","XRT7296","XRT7296IP-F","http://www.exar.com/common/content/document.ashx?id=99&languageid=1033&type=datasheet&part=xrt7296","http://www.exar.com/communications/pdh/t3-e3/t3-e3-lius/xrt7296/","DS3/STS-1/E3 Integrated Line Transmitter","1","DS3, E3, STS-1","-","n/a","Ind.","5V ±5%, 133mA","SOJ-28, PDIP-28"
"exar","Communications-PDH-T3/E3-T3/E3 LIUs","XRT7296","XRT7296IW","http://www.exar.com/common/content/document.ashx?id=99&languageid=1033&type=datasheet&part=xrt7296","http://www.exar.com/communications/pdh/t3-e3/t3-e3-lius/xrt7296/","DS3/STS-1/E3 Integrated Line Transmitter","1","DS3, E3, STS-1","-","n/a","Ind.","5V ±5%, 133mA","SOJ-28, PDIP-28"
"exar","Communications-PDH-T3/E3-T3/E3 LIUs","XRT7296","XRT7296IW-F","http://www.exar.com/common/content/document.ashx?id=99&languageid=1033&type=datasheet&part=xrt7296","http://www.exar.com/communications/pdh/t3-e3/t3-e3-lius/xrt7296/","DS3/STS-1/E3 Integrated Line Transmitter","1","DS3, E3, STS-1","-","n/a","Ind.","5V ±5%, 133mA","SOJ-28, PDIP-28"
"exar","Communications-PDH-T3/E3-T3/E3 LIUs","XRT7296","XRT7296IW-S002","http://www.exar.com/common/content/document.ashx?id=99&languageid=1033&type=datasheet&part=xrt7296","http://www.exar.com/communications/pdh/t3-e3/t3-e3-lius/xrt7296/","DS3/STS-1/E3 Integrated Line Transmitter","1","DS3, E3, STS-1","-","n/a","Ind.","5V ±5%, 133mA","SOJ-28, PDIP-28"
"exar","Communications-PDH-T3/E3-T3/E3 LIUs","XRT7296","XRT7296IWTR","http://www.exar.com/common/content/document.ashx?id=99&languageid=1033&type=datasheet&part=xrt7296","http://www.exar.com/communications/pdh/t3-e3/t3-e3-lius/xrt7296/","DS3/STS-1/E3 Integrated Line Transmitter","1","DS3, E3, STS-1","-","n/a","Ind.","5V ±5%, 133mA","SOJ-28, PDIP-28"
"exar","Communications-PDH-T3/E3-T3/E3 LIUs","XRT7296","XRT7296IWTR-F","http://www.exar.com/common/content/document.ashx?id=99&languageid=1033&type=datasheet&part=xrt7296","http://www.exar.com/communications/pdh/t3-e3/t3-e3-lius/xrt7296/","DS3/STS-1/E3 Integrated Line Transmitter","1","DS3, E3, STS-1","-","n/a","Ind.","5V ±5%, 133mA","SOJ-28, PDIP-28"
"exar","Communications-PDH-T3/E3-T3/E3 LIUs","XRT7296","XRT7296IWTR-S1259","http://www.exar.com/common/content/document.ashx?id=99&languageid=1033&type=datasheet&part=xrt7296","http://www.exar.com/communications/pdh/t3-e3/t3-e3-lius/xrt7296/","DS3/STS-1/E3 Integrated Line Transmitter","1","DS3, E3, STS-1","-","n/a","Ind.","5V ±5%, 133mA","SOJ-28, PDIP-28"
"exar","Communications-PDH-T3/E3-T3/E3 LIUs","XRT7300","XRT7300IV","http://www.exar.com/common/content/document.ashx?id=101&languageid=1033&type=datasheet&part=xrt7300","http://www.exar.com/communications/pdh/t3-e3/t3-e3-lius/xrt7300/","DS3/E3/STS-1 Line Interface Unit","1","DS3, E3, STS-1","▪","n/a","Ind.","5V ±5%","LQFP-44"
"exar","Communications-PDH-T3/E3-T3/E3 LIUs","XRT7300","XRT7300IV-F","http://www.exar.com/common/content/document.ashx?id=101&languageid=1033&type=datasheet&part=xrt7300","http://www.exar.com/communications/pdh/t3-e3/t3-e3-lius/xrt7300/","DS3/E3/STS-1 Line Interface Unit","1","DS3, E3, STS-1","▪","n/a","Ind.","5V ±5%","LQFP-44"
"exar","Communications-PDH-T3/E3-T3/E3 LIUs","XRT7295AT","XRT7295ATIW","http://www.exar.com/common/content/document.ashx?id=98&languageid=1033&type=datasheet&part=xrt7295at","http://www.exar.com/communications/pdh/t3-e3/t3-e3-lius/xrt7295at/","DS3/STS-1 Integrated Line Receiver","1","DS3/STS-1","▪","n/a","Ind.","5V ±5%, 106mA","SOJ-20, PDIP-20"
"exar","Communications-PDH-T3/E3-T3/E3 LIUs","XRT7295AT","XRT7295ATIW-F","http://www.exar.com/common/content/document.ashx?id=98&languageid=1033&type=datasheet&part=xrt7295at","http://www.exar.com/communications/pdh/t3-e3/t3-e3-lius/xrt7295at/","DS3/STS-1 Integrated Line Receiver","1","DS3/STS-1","▪","n/a","Ind.","5V ±5%, 106mA","SOJ-20, PDIP-20"
"exar","Communications-PDH-T3/E3-T3/E3 LIUs","XRT71D03","XRT71D03IV-F","http://www.exar.com/common/content/document.ashx?id=125&languageid=1033&type=datasheet&part=xrt71d03","http://www.exar.com/communications/pdh/t3-e3/t3-e3-lius/xrt71d03/","3-Channel Jitter Attenuator for DS3/E3/STS-1 WANs","3","DS3, E3, STS-1","-","n/a","Ind.","3V, 5V, ±5%","TQFP-64"
"exar","Communications-PDH-T3/E3-T3/E3 LIUs","XRT71D00","XRT71D00IQ-F","http://www.exar.com/common/content/document.ashx?id=126&languageid=1033&type=datasheet&part=xrt71d00","http://www.exar.com/communications/pdh/t3-e3/t3-e3-lius/xrt71d00/","Single-Chip Jitter Attenuator for DS3/E3/STS-1 WANs","1","DS3, E3, STS-1","-","n/a","Ind.","3V, 5V, ±5%"
