"brand","Series","Series-2","PartNo","DataSheet","DetailLink","Description","VCC (V)","No. of  Tx","No. of  Rx","Duplex","Data Rate  (kbps)","ESD  (kV)","Typ.  Shutdown  ICC (µA)","Rx  Fail safe  Open","Rx  Fail safe  Short","Shutdown","Multi-Drop  Nodes"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP491E","SP491ECP","http://www.exar.com/common/content/document.ashx?id=747&languageid=1033&type=datasheet&part=sp491e","http://www.exar.com/connectivity/transceiver/rs422/sp491e/","Enhanced Full Duplex RS-485 Transceivers","5","1","1","Full","10000","15","-","▪","-","▪","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP491E","SP491ECP-L","http://www.exar.com/common/content/document.ashx?id=747&languageid=1033&type=datasheet&part=sp491e","http://www.exar.com/connectivity/transceiver/rs422/sp491e/","Enhanced Full Duplex RS-485 Transceivers","5","1","1","Full","10000","15","-","▪","-","▪","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP491E","SP491EEN","http://www.exar.com/common/content/document.ashx?id=747&languageid=1033&type=datasheet&part=sp491e","http://www.exar.com/connectivity/transceiver/rs422/sp491e/","Enhanced Full Duplex RS-485 Transceivers","5","1","1","Full","10000","15","-","▪","-","▪","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP491E","SP491EEN-L","http://www.exar.com/common/content/document.ashx?id=747&languageid=1033&type=datasheet&part=sp491e","http://www.exar.com/connectivity/transceiver/rs422/sp491e/","Enhanced Full Duplex RS-485 Transceivers","5","1","1","Full","10000","15","-","▪","-","▪","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP491E","SP491EEN-L/TR","http://www.exar.com/common/content/document.ashx?id=747&languageid=1033&type=datasheet&part=sp491e","http://www.exar.com/connectivity/transceiver/rs422/sp491e/","Enhanced Full Duplex RS-485 Transceivers","5","1","1","Full","10000","15","-","▪","-","▪","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP491E","SP491EEP","http://www.exar.com/common/content/document.ashx?id=747&languageid=1033&type=datasheet&part=sp491e","http://www.exar.com/connectivity/transceiver/rs422/sp491e/","Enhanced Full Duplex RS-485 Transceivers","5","1","1","Full","10000","15","-","▪","-","▪","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP491E","SP491EEP-L","http://www.exar.com/common/content/document.ashx?id=747&languageid=1033&type=datasheet&part=sp491e","http://www.exar.com/connectivity/transceiver/rs422/sp491e/","Enhanced Full Duplex RS-485 Transceivers","5","1","1","Full","10000","15","-","▪","-","▪","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","XR3070X","XR3070XID-F","http://www.exar.com/common/content/document.ashx?id=21693&languageid=1033&type=datasheet&part=xr3070x","http://www.exar.com/connectivity/transceiver/rs422/xr3070x/","Low Power 18V Tolerant RS-485/RS-422 +3.3V Transceivers","3.3","1","1","Full","250","15","1nA","▪","▪","▪","up to 256"
"exar","Connectivity---Serial Transceivers-RS422-RS422","XR3070X","XR3070XIDTR-F","http://www.exar.com/common/content/document.ashx?id=21693&languageid=1033&type=datasheet&part=xr3070x","http://www.exar.com/connectivity/transceiver/rs422/xr3070x/","Low Power 18V Tolerant RS-485/RS-422 +3.3V Transceivers","3.3","1","1","Full","250","15","1nA","▪","▪","▪","up to 256"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP490","SP490CN","http://www.exar.com/common/content/document.ashx?id=1337&languageid=1033&type=datasheet&part=sp490","http://www.exar.com/connectivity/transceiver/rs422/sp490/","Full Duplex RS-485 Transceivers","5","1","1","Full","5000","2","-","▪","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP490","SP490CN/TR","http://www.exar.com/common/content/document.ashx?id=1337&languageid=1033&type=datasheet&part=sp490","http://www.exar.com/connectivity/transceiver/rs422/sp490/","Full Duplex RS-485 Transceivers","5","1","1","Full","5000","2","-","▪","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP490","SP490CN-L","http://www.exar.com/common/content/document.ashx?id=1337&languageid=1033&type=datasheet&part=sp490","http://www.exar.com/connectivity/transceiver/rs422/sp490/","Full Duplex RS-485 Transceivers","5","1","1","Full","5000","2","-","▪","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP490","SP490CN-L/TR","http://www.exar.com/common/content/document.ashx?id=1337&languageid=1033&type=datasheet&part=sp490","http://www.exar.com/connectivity/transceiver/rs422/sp490/","Full Duplex RS-485 Transceivers","5","1","1","Full","5000","2","-","▪","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP490","SP490CS","http://www.exar.com/common/content/document.ashx?id=1337&languageid=1033&type=datasheet&part=sp490","http://www.exar.com/connectivity/transceiver/rs422/sp490/","Full Duplex RS-485 Transceivers","5","1","1","Full","5000","2","-","▪","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP490","SP490CS-L","http://www.exar.com/common/content/document.ashx?id=1337&languageid=1033&type=datasheet&part=sp490","http://www.exar.com/connectivity/transceiver/rs422/sp490/","Full Duplex RS-485 Transceivers","5","1","1","Full","5000","2","-","▪","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP490","SP490EN","http://www.exar.com/common/content/document.ashx?id=1337&languageid=1033&type=datasheet&part=sp490","http://www.exar.com/connectivity/transceiver/rs422/sp490/","Full Duplex RS-485 Transceivers","5","1","1","Full","5000","2","-","▪","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP490","SP490EN/TR","http://www.exar.com/common/content/document.ashx?id=1337&languageid=1033&type=datasheet&part=sp490","http://www.exar.com/connectivity/transceiver/rs422/sp490/","Full Duplex RS-485 Transceivers","5","1","1","Full","5000","2","-","▪","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP490","SP490EN-L","http://www.exar.com/common/content/document.ashx?id=1337&languageid=1033&type=datasheet&part=sp490","http://www.exar.com/connectivity/transceiver/rs422/sp490/","Full Duplex RS-485 Transceivers","5","1","1","Full","5000","2","-","▪","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP490","SP490EN-L/TR","http://www.exar.com/common/content/document.ashx?id=1337&languageid=1033&type=datasheet&part=sp490","http://www.exar.com/connectivity/transceiver/rs422/sp490/","Full Duplex RS-485 Transceivers","5","1","1","Full","5000","2","-","▪","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP490","SP490ES","http://www.exar.com/common/content/document.ashx?id=1337&languageid=1033&type=datasheet&part=sp490","http://www.exar.com/connectivity/transceiver/rs422/sp490/","Full Duplex RS-485 Transceivers","5","1","1","Full","5000","2","-","▪","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP490","SP490ES-L","http://www.exar.com/common/content/document.ashx?id=1337&languageid=1033&type=datasheet&part=sp490","http://www.exar.com/connectivity/transceiver/rs422/sp490/","Full Duplex RS-485 Transceivers","5","1","1","Full","5000","2","-","▪","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP487","SP487CN","http://www.exar.com/common/content/document.ashx?id=644&languageid=1033&type=datasheet&part=sp487","http://www.exar.com/connectivity/transceiver/rs422/sp487/","Quad RS-485/RS-422 Line Drivers","5","4","0","Quad","10000","2","-","-","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP487","SP487CN-L","http://www.exar.com/common/content/document.ashx?id=644&languageid=1033&type=datasheet&part=sp487","http://www.exar.com/connectivity/transceiver/rs422/sp487/","Quad RS-485/RS-422 Line Drivers","5","4","0","Quad","10000","2","-","-","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP487","SP487CP","http://www.exar.com/common/content/document.ashx?id=644&languageid=1033&type=datasheet&part=sp487","http://www.exar.com/connectivity/transceiver/rs422/sp487/","Quad RS-485/RS-422 Line Drivers","5","4","0","Quad","10000","2","-","-","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP487","SP487CP-L","http://www.exar.com/common/content/document.ashx?id=644&languageid=1033&type=datasheet&part=sp487","http://www.exar.com/connectivity/transceiver/rs422/sp487/","Quad RS-485/RS-422 Line Drivers","5","4","0","Quad","10000","2","-","-","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP487","SP487CT","http://www.exar.com/common/content/document.ashx?id=644&languageid=1033&type=datasheet&part=sp487","http://www.exar.com/connectivity/transceiver/rs422/sp487/","Quad RS-485/RS-422 Line Drivers","5","4","0","Quad","10000","2","-","-","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP487","SP487CT/TR","http://www.exar.com/common/content/document.ashx?id=644&languageid=1033&type=datasheet&part=sp487","http://www.exar.com/connectivity/transceiver/rs422/sp487/","Quad RS-485/RS-422 Line Drivers","5","4","0","Quad","10000","2","-","-","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP487","SP487CT-L","http://www.exar.com/common/content/document.ashx?id=644&languageid=1033&type=datasheet&part=sp487","http://www.exar.com/connectivity/transceiver/rs422/sp487/","Quad RS-485/RS-422 Line Drivers","5","4","0","Quad","10000","2","-","-","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP487","SP487CT-L/TR","http://www.exar.com/common/content/document.ashx?id=644&languageid=1033&type=datasheet&part=sp487","http://www.exar.com/connectivity/transceiver/rs422/sp487/","Quad RS-485/RS-422 Line Drivers","5","4","0","Quad","10000","2","-","-","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP487","SP487ES","http://www.exar.com/common/content/document.ashx?id=644&languageid=1033&type=datasheet&part=sp487","http://www.exar.com/connectivity/transceiver/rs422/sp487/","Quad RS-485/RS-422 Line Drivers","5","4","0","Quad","10000","2","-","-","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP487","SP487ET","http://www.exar.com/common/content/document.ashx?id=644&languageid=1033&type=datasheet&part=sp487","http://www.exar.com/connectivity/transceiver/rs422/sp487/","Quad RS-485/RS-422 Line Drivers","5","4","0","Quad","10000","2","-","-","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP487","SP487ET/TR","http://www.exar.com/common/content/document.ashx?id=644&languageid=1033&type=datasheet&part=sp487","http://www.exar.com/connectivity/transceiver/rs422/sp487/","Quad RS-485/RS-422 Line Drivers","5","4","0","Quad","10000","2","-","-","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP487","SP487ET-L","http://www.exar.com/common/content/document.ashx?id=644&languageid=1033&type=datasheet&part=sp487","http://www.exar.com/connectivity/transceiver/rs422/sp487/","Quad RS-485/RS-422 Line Drivers","5","4","0","Quad","10000","2","-","-","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP487","SP487ET-L/TR","http://www.exar.com/common/content/document.ashx?id=644&languageid=1033&type=datasheet&part=sp487","http://www.exar.com/connectivity/transceiver/rs422/sp487/","Quad RS-485/RS-422 Line Drivers","5","4","0","Quad","10000","2","-","-","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP490E","SP490ECN-L","http://www.exar.com/common/content/document.ashx?id=747&languageid=1033&type=datasheet&part=sp490e","http://www.exar.com/connectivity/transceiver/rs422/sp490e/","Enhanced Full Duplex RS-485 Transceivers","5","1","1","Full","10000","15","-","▪","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP490E","SP490ECN-L/TR","http://www.exar.com/common/content/document.ashx?id=747&languageid=1033&type=datasheet&part=sp490e","http://www.exar.com/connectivity/transceiver/rs422/sp490e/","Enhanced Full Duplex RS-485 Transceivers","5","1","1","Full","10000","15","-","▪","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP490E","SP490ECP-L","http://www.exar.com/common/content/document.ashx?id=747&languageid=1033&type=datasheet&part=sp490e","http://www.exar.com/connectivity/transceiver/rs422/sp490e/","Enhanced Full Duplex RS-485 Transceivers","5","1","1","Full","10000","15","-","▪","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP490E","SP490EEN-L/TR","http://www.exar.com/common/content/document.ashx?id=747&languageid=1033&type=datasheet&part=sp490e","http://www.exar.com/connectivity/transceiver/rs422/sp490e/","Enhanced Full Duplex RS-485 Transceivers","5","1","1","Full","10000","15","-","▪","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP490E","SP490EEP-L","http://www.exar.com/common/content/document.ashx?id=747&languageid=1033&type=datasheet&part=sp490e","http://www.exar.com/connectivity/transceiver/rs422/sp490e/","Enhanced Full Duplex RS-485 Transceivers","5","1","1","Full","10000","15","-","▪","-","-","32"
"exar","Connectivity---Serial Transceivers-RS422-RS422","XR3075X","XR3075XID-F","http://www.exar.com/common/content/document.ashx?id=21693&languageid=1033&type=datasheet&part=xr3075x","http://www.exar.com/connectivity/transceiver/rs422/xr3075x/","Low Power 18V Tolerant RS-485/RS-422 +3.3V Transceivers","3.3","1","1","Half","1Mbps","15","1nA","▪","▪","▪","up to 256"
"exar","Connectivity---Serial Transceivers-RS422-RS422","XR3075X","XR3075XIDTR-F","http://www.exar.com/common/content/document.ashx?id=21693&languageid=1033&type=datasheet&part=xr3075x","http://www.exar.com/connectivity/transceiver/rs422/xr3075x/","Low Power 18V Tolerant RS-485/RS-422 +3.3V Transceivers","3.3","1","1","Half","1Mbps","15","1nA","▪","▪","▪","up to 256"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP485R","SP485RCN-L","http://www.exar.com/common/content/document.ashx?id=1583&languageid=1033&type=datasheet&part=sp485r","http://www.exar.com/connectivity/transceiver/rs422/sp485r/","High-Fanout RS-485 Transceiver","5","1","1","Half","1000","2","0.5","▪","-","-","400"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP485R","SP485RCN-L/TR","http://www.exar.com/common/content/document.ashx?id=1583&languageid=1033&type=datasheet&part=sp485r","http://www.exar.com/connectivity/transceiver/rs422/sp485r/","High-Fanout RS-485 Transceiver","5","1","1","Half","1000","2","0.5","▪","-","-","400"
"exar","Connectivity---Serial Transceivers-RS422-RS422","SP485R","SP485RCP-L","http://www.exar.com/common/content/document.ashx?id=1583&languageid=1033&type=datasheet&part=sp485r","http://www.exar.com/connectivity/transceiver/rs422/sp485r/","High-Fanout RS-485 Transceiver","5","1","1","Half","1000","2","0.5","▪","-","-","400"
