"brand","Series","Series-2","PartNo","DataSheet","DetailLink","Description","CPU  Interface","CH","Max Data Rate  @  5/3.3/2.5/1.8V (Mbps)","Tx/Rx  FIFO  (Bytes)","Tx/Rx  FIFO  Ctrs","Tx/Rx  FIFO  INT Trig","Auto  RTS/CTS","IrDa  Sup","5V  Tol  Inputs","Sup V","Pkgs"
"exar","Connectivity---UART & Bridging Solutions-8-Bit/VLIO UARTs-8-Bit/VLIO UARTs","XR16V2652","XR16V2652IL-F","http://www.exar.com/common/content/document.ashx?id=412&languageid=1033&type=datasheet&part=xr16v2652","http://www.exar.com/connectivity/uart-and-bridging-solutions/8-bit-vlio-uarts/xr16v2652/","High Performance DUART with 32-Byte FIFO","Intel","2","na/16/12.5/na","32/32","-","4 Levels/ 4 Levels","▪","▪","▪","2.25-3.6","PLCC-44, QFN-32"
"exar","Connectivity---UART & Bridging Solutions-8-Bit/VLIO UARTs-8-Bit/VLIO UARTs","XR16V2652","XR16V2652ILTR-F","http://www.exar.com/common/content/document.ashx?id=412&languageid=1033&type=datasheet&part=xr16v2652","http://www.exar.com/connectivity/uart-and-bridging-solutions/8-bit-vlio-uarts/xr16v2652/","High Performance DUART with 32-Byte FIFO","Intel","2","na/16/12.5/na","32/32","-","4 Levels/ 4 Levels","▪","▪","▪","2.25-3.6","PLCC-44, QFN-32"
"exar","Connectivity---UART & Bridging Solutions-8-Bit/VLIO UARTs-8-Bit/VLIO UARTs","XR16V2651","XR16V2651IL-F","http://www.exar.com/common/content/document.ashx?id=411&languageid=1033&type=datasheet&part=xr16v2651","http://www.exar.com/connectivity/uart-and-bridging-solutions/8-bit-vlio-uarts/xr16v2651/","High Performance DUART with 32-Byte FIFO and Powersave","Intel or Motorola","2","na/16/12.5/na","32/32","-","4 Levels/ 4 Levels","▪","▪","▪","2.25-3.6","TQFP-48, QFN-32"
"exar","Connectivity---UART & Bridging Solutions-8-Bit/VLIO UARTs-8-Bit/VLIO UARTs","XR16V2651","XR16V2651ILTR-F","http://www.exar.com/common/content/document.ashx?id=411&languageid=1033&type=datasheet&part=xr16v2651","http://www.exar.com/connectivity/uart-and-bridging-solutions/8-bit-vlio-uarts/xr16v2651/","High Performance DUART with 32-Byte FIFO and Powersave","Intel or Motorola","2","na/16/12.5/na","32/32","-","4 Levels/ 4 Levels","▪","▪","▪","2.25-3.6","TQFP-48, QFN-32"
"exar","Connectivity---UART & Bridging Solutions-8-Bit/VLIO UARTs-8-Bit/VLIO UARTs","XR16V2651","XR16V2651IM-F","http://www.exar.com/common/content/document.ashx?id=411&languageid=1033&type=datasheet&part=xr16v2651","http://www.exar.com/connectivity/uart-and-bridging-solutions/8-bit-vlio-uarts/xr16v2651/","High Performance DUART with 32-Byte FIFO and Powersave","Intel or Motorola","2","na/16/12.5/na","32/32","-","4 Levels/ 4 Levels","▪","▪","▪","2.25-3.6","TQFP-48, QFN-32"
"exar","Connectivity---UART & Bridging Solutions-8-Bit/VLIO UARTs-8-Bit/VLIO UARTs","XR16V2651","XR16V2651IMTR-F","http://www.exar.com/common/content/document.ashx?id=411&languageid=1033&type=datasheet&part=xr16v2651","http://www.exar.com/connectivity/uart-and-bridging-solutions/8-bit-vlio-uarts/xr16v2651/","High Performance DUART with 32-Byte FIFO and Powersave","Intel or Motorola","2","na/16/12.5/na","32/32","-","4 Levels/ 4 Levels","▪","▪","▪","2.25-3.6","TQFP-48, QFN-32"
"exar","Connectivity---UART & Bridging Solutions-8-Bit/VLIO UARTs-8-Bit/VLIO UARTs","XR16V2650","XR16V2650IL-F","http://www.exar.com/common/content/document.ashx?id=410&languageid=1033&type=datasheet&part=xr16v2650","http://www.exar.com/connectivity/uart-and-bridging-solutions/8-bit-vlio-uarts/xr16v2650/","High Performance DUART with 32-Byte FIFO","Intel","2","na/16/12.5/na","32/32","-","4 Levels/ 4 Levels","▪","▪","▪","2.25-3.6","TQFP-48, QFN-32"
"exar","Connectivity---UART & Bridging Solutions-8-Bit/VLIO UARTs-8-Bit/VLIO UARTs","XR16V2650","XR16V2650ILTR-F","http://www.exar.com/common/content/document.ashx?id=410&languageid=1033&type=datasheet&part=xr16v2650","http://www.exar.com/connectivity/uart-and-bridging-solutions/8-bit-vlio-uarts/xr16v2650/","High Performance DUART with 32-Byte FIFO","Intel","2","na/16/12.5/na","32/32","-","4 Levels/ 4 Levels","▪","▪","▪","2.25-3.6","TQFP-48, QFN-32"
"exar","Connectivity---UART & Bridging Solutions-8-Bit/VLIO UARTs-8-Bit/VLIO UARTs","XR16V2650","XR16V2650IM-F","http://www.exar.com/common/content/document.ashx?id=410&languageid=1033&type=datasheet&part=xr16v2650","http://www.exar.com/connectivity/uart-and-bridging-solutions/8-bit-vlio-uarts/xr16v2650/","High Performance DUART with 32-Byte FIFO","Intel","2","na/16/12.5/na","32/32","-","4 Levels/ 4 Levels","▪","▪","▪","2.25-3.6","TQFP-48, QFN-32"
"exar","Connectivity---UART & Bridging Solutions-8-Bit/VLIO UARTs-8-Bit/VLIO UARTs","XR16V2650","XR16V2650IMTR-F","http://www.exar.com/common/content/document.ashx?id=410&languageid=1033&type=datasheet&part=xr16v2650","http://www.exar.com/connectivity/uart-and-bridging-solutions/8-bit-vlio-uarts/xr16v2650/","High Performance DUART with 32-Byte FIFO","Intel","2","na/16/12.5/na","32/32","-","4 Levels/ 4 Levels","▪","▪","▪","2.25-3.6","TQFP-48, QFN-32"
"exar","Connectivity---UART & Bridging Solutions-8-Bit/VLIO UARTs-8-Bit/VLIO UARTs","XR16V2550","XR16V2550IL-F","http://www.exar.com/common/content/document.ashx?id=66&languageid=1033&type=datasheet&part=xr16v2550","http://www.exar.com/connectivity/uart-and-bridging-solutions/8-bit-vlio-uarts/xr16v2550/","High Performance DUART with 16-Byte FIFO","Intel","2","na/16/12.5/na","16/16","-","4 Levels/ 4 Levels","▪","▪","▪","2.25-3.6","TQFP-48, QFN-32"
"exar","Connectivity---UART & Bridging Solutions-8-Bit/VLIO UARTs-8-Bit/VLIO UARTs","XR16V2550","XR16V2550ILTR-F","http://www.exar.com/common/content/document.ashx?id=66&languageid=1033&type=datasheet&part=xr16v2550","http://www.exar.com/connectivity/uart-and-bridging-solutions/8-bit-vlio-uarts/xr16v2550/","High Performance DUART with 16-Byte FIFO","Intel","2","na/16/12.5/na","16/16","-","4 Levels/ 4 Levels","▪","▪","▪","2.25-3.6","TQFP-48, QFN-32"
"exar","Connectivity---UART & Bridging Solutions-8-Bit/VLIO UARTs-8-Bit/VLIO UARTs","XR16V2550","XR16V2550IM-F","http://www.exar.com/common/content/document.ashx?id=66&languageid=1033&type=datasheet&part=xr16v2550","http://www.exar.com/connectivity/uart-and-bridging-solutions/8-bit-vlio-uarts/xr16v2550/","High Performance DUART with 16-Byte FIFO","Intel","2","na/16/12.5/na","16/16","-","4 Levels/ 4 Levels","▪","▪","▪","2.25-3.6","TQFP-48, QFN-32"
"exar","Connectivity---UART & Bridging Solutions-8-Bit/VLIO UARTs-8-Bit/VLIO UARTs","XR16V2550","XR16V2550IMTR-F","http://www.exar.com/common/content/document.ashx?id=66&languageid=1033&type=datasheet&part=xr16v2550","http://www.exar.com/connectivity/uart-and-bridging-solutions/8-bit-vlio-uarts/xr16v2550/","High Performance DUART with 16-Byte FIFO","Intel","2","na/16/12.5/na","16/16","-","4 Levels/ 4 Levels","▪","▪","▪","2.25-3.6","TQFP-48, QFN-32"
"exar","Connectivity---UART & Bridging Solutions-8-Bit/VLIO UARTs-8-Bit/VLIO UARTs","XR16M890","XR16M890IL32-0C-EB","http://www.exar.com/common/content/document.ashx?id=20591&languageid=1033&type=datasheet&part=xr16m890","http://www.exar.com/connectivity/uart-and-bridging-solutions/8-bit-vlio-uarts/xr16m890/","8-bit (Intel/Motorola/VLIO) UART with 128-Byte FIFO and Integrated Level Shifters","Intel/Motorola/VLIO","1","na/24/16/9","128/128","▪","Program/ Program","▪","▪","▪","1.62-3.63","QFN-32, QFN-40, TQFP-48"
"exar","Connectivity---UART & Bridging Solutions-8-Bit/VLIO UARTs-8-Bit/VLIO UARTs","XR16M890","XR16M890IL32-F","http://www.exar.com/common/content/document.ashx?id=20591&languageid=1033&type=datasheet&part=xr16m890","http://www.exar.com/connectivity/uart-and-bridging-solutions/8-bit-vlio-uarts/xr16m890/","8-bit (Intel/Motorola/VLIO) UART with 128-Byte FIFO and Integrated Level Shifters","Intel/Motorola/VLIO","1","na/24/16/9","128/128","▪","Program/ Program","▪","▪","▪","1.62-3.63","QFN-32, QFN-40, TQFP-48"
"exar","Connectivity---UART & Bridging Solutions-8-Bit/VLIO UARTs-8-Bit/VLIO UARTs","XR16M890","XR16M890IL32TR-F","http://www.exar.com/common/content/document.ashx?id=20591&languageid=1033&type=datasheet&part=xr16m890","http://www.exar.com/connectivity/uart-and-bridging-solutions/8-bit-vlio-uarts/xr16m890/","8-bit (Intel/Motorola/VLIO) UART with 128-Byte FIFO and Integrated Level Shifters","Intel/Motorola/VLIO","1","na/24/16/9","128/128","▪","Program/ Program","▪","▪","▪","1.62-3.63","QFN-32, QFN-40, TQFP-48"
"exar","Connectivity---UART & Bridging Solutions-8-Bit/VLIO UARTs-8-Bit/VLIO UARTs","XR16M890","XR16M890IL40-0C-EB","http://www.exar.com/common/content/document.ashx?id=20591&languageid=1033&type=datasheet&part=xr16m890","http://www.exar.com/connectivity/uart-and-bridging-solutions/8-bit-vlio-uarts/xr16m890/","8-bit (Intel/Motorola/VLIO) UART with 128-Byte FIFO and Integrated Level Shifters","Intel/Motorola/VLIO","1","na/24/16/9","128/128","▪","Program/ Program","▪","▪","▪","1.62-3.63","QFN-32, QFN-40, TQFP-48"
"exar","Connectivity---UART & Bridging Solutions-8-Bit/VLIO UARTs-8-Bit/VLIO UARTs","XR16M890","XR16M890IL40-F","http://www.exar.com/common/content/document.ashx?id=20591&languageid=1033&type=datasheet&part=xr16m890","http://www.exar.com/connectivity/uart-and-bridging-solutions/8-bit-vlio-uarts/xr16m890/","8-bit (Intel/Motorola/VLIO) UART with 128-Byte FIFO and Integrated Level Shifters","Intel/Motorola/VLIO","1","na/24/16/9","128/128","▪","Program/ Program","▪","▪","▪","1.62-3.63","QFN-32, QFN-40, TQFP-48"
"exar","Connectivity---UART & Bridging Solutions-8-Bit/VLIO UARTs-8-Bit/VLIO UARTs","XR16M890","XR16M890IL40TR-F","http://www.exar.com/common/content/document.ashx?id=20591&languageid=1033&type=datasheet&part=xr16m890","http://www.exar.com/connectivity/uart-and-bridging-solutions/8-bit-vlio-uarts/xr16m890/","8-bit (Intel/Motorola/VLIO) UART with 128-Byte FIFO and Integrated Level Shifters","Intel/Motorola/VLIO","1","na/24/16/9","128/128","▪","Program/ Program","▪","▪","▪","1.62-3.63","QFN-32, QFN-40, TQFP-48"
"exar","Connectivity---UART & Bridging Solutions-8-Bit/VLIO UARTs-8-Bit/VLIO UARTs","XR16M890","XR16M890IM48-0C-EB","http://www.exar.com/common/content/document.ashx?id=20591&languageid=1033&type=datasheet&part=xr16m890","http://www.exar.com/connectivity/uart-and-bridging-solutions/8-bit-vlio-uarts/xr16m890/","8-bit (Intel/Motorola/VLIO) UART with 128-Byte FIFO and Integrated Level Shifters","Intel/Motorola/VLIO","1","na/24/16/9","128/128","▪","Program/ Program","▪","▪","▪","1.62-3.63","QFN-32, QFN-40, TQFP-48"
"exar","Connectivity---UART & Bridging Solutions-8-Bit/VLIO UARTs-8-Bit/VLIO UARTs","XR16M890","XR16M890IM48-F","http://www.exar.com/common/content/document.ashx?id=20591&languageid=1033&type=datasheet&part=xr16m890","http://www.exar.com/connectivity/uart-and-bridging-solutions/8-bit-vlio-uarts/xr16m890/","8-bit (Intel/Motorola/VLIO) UART with 128-Byte FIFO and Integrated Level Shifters","Intel/Motorola/VLIO","1","na/24/16/9","128/128","▪","Program/ Program","▪","▪","▪","1.62-3.63","QFN-32, QFN-40, TQFP-48"
"exar","Connectivity---UART & Bridging Solutions-8-Bit/VLIO UARTs-8-Bit/VLIO UARTs","XR16M890","XR16M890IM48TR-F","http://www.exar.com/common/content/document.ashx?id=20591&languageid=1033&type=datasheet&part=xr16m890","http://www.exar.com/connectivity/uart-and-bridging-solutions/8-bit-vlio-uarts/xr16m890/","8-bit (Intel/Motorola/VLIO) UART with 128-Byte FIFO and Integrated Level Shifters","Intel/Motorola/VLIO","1","na/24/16/9","128/128","▪","Program/ Program","▪","▪","▪","1.62-3.63","QFN-32, QFN-40, TQFP-48"
"exar","Connectivity---UART & Bridging Solutions-8-Bit/VLIO UARTs-8-Bit/VLIO UARTs","XR16V2551","XR16V2551IL-F","http://www.exar.com/common/content/document.ashx?id=408&languageid=1033&type=datasheet&part=xr16v2551","http://www.exar.com/connectivity/uart-and-bridging-solutions/8-bit-vlio-uarts/xr16v2551/","High Performance DUART with 16-Byte FIFO and Powersave Feature","Intel or Motorola","2","na/16/12.5/na","16/16","-","4 Levels/ 4 Levels","▪","▪","▪","2.25-3.6","TQFP-48, QFN-32"
"exar","Connectivity---UART & Bridging Solutions-8-Bit/VLIO UARTs-8-Bit/VLIO UARTs","XR16V2551","XR16V2551ILTR-F","http://www.exar.com/common/content/document.ashx?id=408&languageid=1033&type=datasheet&part=xr16v2551","http://www.exar.com/connectivity/uart-and-bridging-solutions/8-bit-vlio-uarts/xr16v2551/","High Performance DUART with 16-Byte FIFO and Powersave Feature","Intel or Motorola","2","na/16/12.5/na","16/16","-","4 Levels/ 4 Levels","▪","▪","▪","2.25-3.6","TQFP-48, QFN-32"
"exar","Connectivity---UART & Bridging Solutions-8-Bit/VLIO UARTs-8-Bit/VLIO UARTs","XR16V2551","XR16V2551IM-F","http://www.exar.com/common/content/document.ashx?id=408&languageid=1033&type=datasheet&part=xr16v2551","http://www.exar.com/connectivity/uart-and-bridging-solutions/8-bit-vlio-uarts/xr16v2551/","High Performance DUART with 16-Byte FIFO and Powersave Feature","Intel or Motorola","2","na/16/12.5/na","16/16","-","4 Levels/ 4 Levels","▪","▪","▪","2.25-3.6","TQFP-48, QFN-32"
"exar","Connectivity---UART & Bridging Solutions-8-Bit/VLIO UARTs-8-Bit/VLIO UARTs","XR16V2551","XR16V2551IMTR-F","http://www.exar.com/common/content/document.ashx?id=408&languageid=1033&type=datasheet&part=xr16v2551","http://www.exar.com/connectivity/uart-and-bridging-solutions/8-bit-vlio-uarts/xr16v2551/","High Performance DUART with 16-Byte FIFO and Powersave Feature","Intel or Motorola","2","na/16/12.5/na","16/16","-","4 Levels/ 4 Levels","▪","▪","▪","2.25-3.6","TQFP-48, QFN-32"
"exar","Connectivity---UART & Bridging Solutions-8-Bit/VLIO UARTs-8-Bit/VLIO UARTs","XR68C92","XR68C92CJ-F","http://www.exar.com/common/content/document.ashx?id=350&languageid=1033&type=datasheet&part=xr68c92","http://www.exar.com/connectivity/uart-and-bridging-solutions/8-bit-vlio-uarts/xr68c92/","Dual UART with Eight Bytes Transmit and Receive FIFO","Motorola","2","1/0.5/na/na","8/8","-","4 Levels/ 4 Levels","▪","-","▪","2.97-5.5","PDIP-40, PLCC-44, LQFP-44"
"exar","Connectivity---UART & Bridging Solutions-8-Bit/VLIO UARTs-8-Bit/VLIO UARTs","XR68C92","XR68C92CJTR-F","http://www.exar.com/common/content/document.ashx?id=350&languageid=1033&type=datasheet&part=xr68c92","http://www.exar.com/connectivity/uart-and-bridging-solutions/8-bit-vlio-uarts/xr68c92/","Dual UART with Eight Bytes Transmit and Receive FIFO","Motorola","2","1/0.5/na/na","8/8","-","4 Levels/ 4 Levels","▪","-","▪","2.97-5.5","PDIP-40, PLCC-44, LQFP-44"
"exar","Connectivity---UART & Bridging Solutions-8-Bit/VLIO UARTs-8-Bit/VLIO UARTs","XR68C92","XR68C92CP","http://www.exar.com/common/content/document.ashx?id=350&languageid=1033&type=datasheet&part=xr68c92","http://www.exar.com/connectivity/uart-and-bridging-solutions/8-bit-vlio-uarts/xr68c92/","Dual UART with Eight Bytes Transmit and Receive FIFO","Motorola","2","1/0.5/na/na","8/8","-","4 Levels/ 4 Levels","▪","-","▪","2.97-5.5","PDIP-40, PLCC-44, LQFP-44"
"exar","Connectivity---UART & Bridging Solutions-8-Bit/VLIO UARTs-8-Bit/VLIO UARTs","XR68C92","XR68C92CP-F","http://www.exar.com/common/content/document.ashx?id=350&languageid=1033&type=datasheet&part=xr68c92","http://www.exar.com/connectivity/uart-and-bridging-solutions/8-bit-vlio-uarts/xr68c92/","Dual UART with Eight Bytes Transmit and Receive FIFO","Motorola","2","1/0.5/na/na","8/8","-","4 Levels/ 4 Levels","▪","-","▪","2.97-5.5","PDIP-40, PLCC-44, LQFP-44"
"exar","Connectivity---UART & Bridging Solutions-8-Bit/VLIO UARTs-8-Bit/VLIO UARTs","XR68C92","XR68C92CV-F","http://www.exar.com/common/content/document.ashx?id=350&languageid=1033&type=datasheet&part=xr68c92","http://www.exar.com/connectivity/uart-and-bridging-solutions/8-bit-vlio-uarts/xr68c92/","Dual UART with Eight Bytes Transmit and Receive FIFO","Motorola","2","1/0.5/na/na","8/8","-","4 Levels/ 4 Levels","▪","-","▪","2.97-5.5","PDIP-40, PLCC-44, LQFP-44"
"exar","Connectivity---UART & Bridging Solutions-8-Bit/VLIO UARTs-8-Bit/VLIO UARTs","XR68C92","XR68C92CVTR-F","http://www.exar.com/common/content/document.ashx?id=350&languageid=1033&type=datasheet&part=xr68c92","http://www.exar.com/connectivity/uart-and-bridging-solutions/8-bit-vlio-uarts/xr68c92/","Dual UART with Eight Bytes Transmit and Receive FIFO","Motorola","2","1/0.5/na/na","8/8","-","4 Levels/ 4 Levels","▪","-","▪","2.97-5.5","PDIP-40, PLCC-44, LQFP-44"
"exar","Connectivity---UART & Bridging Solutions-8-Bit/VLIO UARTs-8-Bit/VLIO UARTs","XR68C92","XR68C92IJ-F","http://www.exar.com/common/content/document.ashx?id=350&languageid=1033&type=datasheet&part=xr68c92","http://www.exar.com/connectivity/uart-and-bridging-solutions/8-bit-vlio-uarts/xr68c92/","Dual UART with Eight Bytes Transmit and Receive FIFO","Motorola","2","1/0.5/na/na","8/8","-","4 Levels/ 4 Levels","▪","-","▪","2.97-5.5","PDIP-40, PLCC-44, LQFP-44"
"exar","Connectivity---UART & Bridging Solutions-8-Bit/VLIO UARTs-8-Bit/VLIO UARTs","XR68C92","XR68C92IJTR-F","http://www.exar.com/common/content/document.ashx?id=350&languageid=1033&type=datasheet&part=xr68c92","http://www.exar.com/connectivity/uart-and-bridging-solutions/8-bit-vlio-uarts/xr68c92/","Dual UART with Eight Bytes Transmit and Receive FIFO","Motorola","2","1/0.5/na/na","8/8","-","4 Levels/ 4 Levels","▪","-","▪","2.97-5.5","PDIP-40, PLCC-44, LQFP-44"
"exar","Connectivity---UART & Bridging Solutions-8-Bit/VLIO UARTs-8-Bit/VLIO UARTs","XR68C92","XR68C92IP","http://www.exar.com/common/content/document.ashx?id=350&languageid=1033&type=datasheet&part=xr68c92","http://www.exar.com/connectivity/uart-and-bridging-solutions/8-bit-vlio-uarts/xr68c92/","Dual UART with Eight Bytes Transmit and Receive FIFO","Motorola","2","1/0.5/na/na","8/8","-","4 Levels/ 4 Levels","▪","-","▪","2.97-5.5","PDIP-40, PLCC-44, LQFP-44"
"exar","Connectivity---UART & Bridging Solutions-8-Bit/VLIO UARTs-8-Bit/VLIO UARTs","XR68C92","XR68C92IV-F","http://www.exar.com/common/content/document.ashx?id=350&languageid=1033&type=datasheet&part=xr68c92","http://www.exar.com/connectivity/uart-and-bridging-solutions/8-bit-vlio-uarts/xr68c92/","Dual UART with Eight Bytes Transmit and Receive FIFO","Motorola","2","1/0.5/na/na","8/8","-","4 Levels/ 4 Levels","▪","-","▪","2.97-5.5","PDIP-40, PLCC-44, LQFP-44"
"exar","Connectivity---UART & Bridging Solutions-8-Bit/VLIO UARTs-8-Bit/VLIO UARTs","XR68C92","XR68C92IVTR-F","http://www.exar.com/common/content/document.ashx?id=350&languageid=1033&type=datasheet&part=xr68c92","http://www.exar.com/connectivity/uart-and-bridging-solutions/8-bit-vlio-uarts/xr68c92/","Dual UART with Eight Bytes Transmit and Receive FIFO","Motorola","2","1/0.5/na/na","8/8","-","4 Levels/ 4 Levels","▪","-","▪","2.97-5.5","PDIP-40, PLCC-44, LQFP-44"
"exar","Connectivity---UART & Bridging Solutions-8-Bit/VLIO UARTs-8-Bit/VLIO UARTs","XR16M654D","XR16M654DIV64-F","http://www.exar.com/common/content/document.ashx?id=1327&languageid=1033&type=datasheet&part=xr16m654d","http://www.exar.com/connectivity/uart-and-bridging-solutions/8-bit-vlio-uarts/xr16m654d/","1.62V to 3.63V Quad UART with 64-Byte FIFO","Intel","4","na/16/12.5/8","64/64","-","4 Levels/ 4 Levels","▪","▪","-","1.62-3.63","LQFP-64"
"exar","Connectivity---UART & Bridging Solutions-8-Bit/VLIO UARTs-8-Bit/VLIO UARTs","XR16M654D","XR16M654DIV64TR-F","http://www.exar.com/common/content/document.ashx?id=1327&languageid=1033&type=datasheet&part=xr16m654d","http://www.exar.com/connectivity/uart-and-bridging-solutions/8-bit-vlio-uarts/xr16m654d/","1.62V to 3.63V Quad UART with 64-Byte FIFO","Intel","4","na/16/12.5/8","64/64","-","4 Levels/ 4 Levels","▪","▪","-","1.62-3.63","LQFP-64"
"exar","Connectivity---UART & Bridging Solutions-8-Bit/VLIO UARTs-8-Bit/VLIO UARTs","XR16M770","XR16M770IB25-F","http://www.exar.com/common/content/document.ashx?id=1349&languageid=1033&type=datasheet&part=xr16m770","http://www.exar.com/connectivity/uart-and-bridging-solutions/8-bit-vlio-uarts/xr16m770/","1.62V to 3.63V Single UART with 64-Byte FIFO","Intel","1","na/16/12.5/7.5","64/64","▪","Program / Program","▪","▪","-","1.62-3.63","QFN-24, QFN-32, BGA-25"
"exar","Connectivity---UART & Bridging Solutions-8-Bit/VLIO UARTs-8-Bit/VLIO UARTs","XR16M770","XR16M770IB25TR-F","http://www.exar.com/common/content/document.ashx?id=1349&languageid=1033&type=datasheet&part=xr16m770","http://www.exar.com/connectivity/uart-and-bridging-solutions/8-bit-vlio-uarts/xr16m770/","1.62V to 3.63V Single UART with 64-Byte FIFO","Intel","1","na/16/12.5/7.5","64/64","▪","Program / Program","▪","▪","-","1.62-3.63","QFN-24, QFN-32, BGA-25"
"exar","Connectivity---UART & Bridging Solutions-8-Bit/VLIO UARTs-8-Bit/VLIO UARTs","XR16M770","XR16M770IL24-F","http://www.exar.com/common/content/document.ashx?id=1349&languageid=1033&type=datasheet&part=xr16m770","http://www.exar.com/connectivity/uart-and-bridging-solutions/8-bit-vlio-uarts/xr16m770/","1.62V to 3.63V Single UART with 64-Byte FIFO","Intel","1","na/16/12.5/7.5","64/64","▪","Program / Program","▪","▪","-","1.62-3.63","QFN-24, QFN-32, BGA-25"
"exar","Connectivity---UART & Bridging Solutions-8-Bit/VLIO UARTs-8-Bit/VLIO UARTs","XR16M770","XR16M770IL24TR-F","http://www.exar.com/common/content/document.ashx?id=1349&languageid=1033&type=datasheet&part=xr16m770","http://www.exar.com/connectivity/uart-and-bridging-solutions/8-bit-vlio-uarts/xr16m770/","1.62V to 3.63V Single UART with 64-Byte FIFO","Intel","1","na/16/12.5/7.5","64/64","▪","Program / Program","▪","▪","-","1.62-3.63","QFN-24, QFN-32, BGA-25"
"exar","Connectivity---UART & Bridging Solutions-8-Bit/VLIO UARTs-8-Bit/VLIO UARTs","XR16M770","XR16M770IL32-F","http://www.exar.com/common/content/document.ashx?id=1349&languageid=1033&type=datasheet&part=xr16m770","http://www.exar.com/connectivity/uart-and-bridging-solutions/8-bit-vlio-uarts/xr16m770/","1.62V to 3.63V Single UART with 64-Byte FIFO","Intel","1","na/16/12.5/7.5","64/64","▪","Program / Program","▪","▪","-","1.62-3.63","QFN-24, QFN-32, BGA-25"
"exar","Connectivity---UART & Bridging Solutions-8-Bit/VLIO UARTs-8-Bit/VLIO UARTs","XR16M770","XR16M770IL32TR-F","http://www.exar.com/common/content/document.ashx?id=1349&languageid=1033&type=datasheet&part=xr16m770","http://www.exar.com/connectivity/uart-and-bridging-solutions/8-bit-vlio-uarts/xr16m770/","1.62V to 3.63V Single UART with 64-Byte FIFO","Intel","1","na/16/12.5/7.5","64/64","▪","Program / Program","▪","▪","-","1.62-3.63","QFN-24, QFN-32, BGA-25"
"exar","Connectivity---UART & Bridging Solutions-8-Bit/VLIO UARTs-8-Bit/VLIO UARTs","XR16M780","XR16M780IB25-F","http://www.exar.com/common/content/document.ashx?id=1350&languageid=1033&type=datasheet&part=xr16m780","http://www.exar.com/connectivity/uart-and-bridging-solutions/8-bit-vlio-uarts/xr16m780/","1.62V to 3.63V High Performance UART with 64-Byte FIFO","Intel or Motorola","1","na/16/12.5/7.5","64/64","▪","Program/Program","▪","▪","-","1.62-3.63","QFN-32, TQFP-48, BGA-25"
"exar","Connectivity---UART & Bridging Solutions-8-Bit/VLIO UARTs-8-Bit/VLIO UARTs","XR16M780","XR16M780IB25TR-F","http://www.exar.com/common/content/document.ashx?id=1350&languageid=1033&type=datasheet&part=xr16m780","http://www.exar.com/connectivity/uart-and-bridging-solutions/8-bit-vlio-uarts/xr16m780/","1.62V to 3.63V High Performance UART with 64-Byte FIFO","Intel or Motorola","1","na/16/12.5/7.5","64/64","▪","Program/Program","▪","▪","-","1.62-3.63","QFN-32, TQFP-48, BGA-25"
"exar","Connectivity---UART & Bridging Solutions-8-Bit/VLIO UARTs-8-Bit/VLIO UARTs","XR16M780","XR16M780IL32-F","http://www.exar.com/common/content/document.ashx?id=1350&languageid=1033&type=datasheet&part=xr16m780","http://www.exar.com/connectivity/uart-and-bridging-solutions/8-bit-vlio-uarts/xr16m780/","1.62V to 3.63V High Performance UART with 64-Byte FIFO","Intel or Motorola","1","na/16/12.5/7.5","64/64","▪","Program/Program","▪","▪","-","1.62-3.63","QFN-32, TQFP-48, BGA-25"
"exar","Connectivity---UART & Bridging Solutions-8-Bit/VLIO UARTs-8-Bit/VLIO UARTs","XR16M780","XR16M780IL32TR-F","http://www.exar.com/common/content/document.ashx?id=1350&languageid=1033&type=datasheet&part=xr16m780","http://www.exar.com/connectivity/uart-and-bridging-solutions/8-bit-vlio-uarts/xr16m780/","1.62V to 3.63V High Performance UART with 64-Byte FIFO","Intel or Motorola","1","na/16/12.5/7.5","64/64","▪","Program/Program","▪","▪","-","1.62-3.63","QFN-32, TQFP-48, BGA-25"
"exar","Connectivity---UART & Bridging Solutions-8-Bit/VLIO UARTs-8-Bit/VLIO UARTs","XR16M780","XR16M780IM48-F","http://www.exar.com/common/content/document.ashx?id=1350&languageid=1033&type=datasheet&part=xr16m780","http://www.exar.com/connectivity/uart-and-bridging-solutions/8-bit-vlio-uarts/xr16m780/","1.62V to 3.63V High Performance UART with 64-Byte FIFO","Intel or Motorola","1","na/16/12.5/7.5","64/64","▪","Program/Program","▪","▪","-","1.62-3.63","QFN-32, TQFP-48, BGA-25"
"exar","Connectivity---UART & Bridging Solutions-8-Bit/VLIO UARTs-8-Bit/VLIO UARTs","XR16M780","XR16M780IM48TR-F","http://www.exar.com/common/content/document.ashx?id=1350&languageid=1033&type=datasheet&part=xr16m780","http://www.exar.com/connectivity/uart-and-bridging-solutions/8-bit-vlio-uarts/xr16m780/","1.62V to 3.63V High Performance UART with 64-Byte FIFO","Intel or Motorola","1","na/16/12.5/7.5","64/64","▪","Program/Program","▪","▪","-","1.62-3.63","QFN-32, TQFP-48, BGA-25"
