"brand","Series","Series-2","PartNo","DataSheet","DetailLink","Description","VCC (V)","No. of  Tx","No. of  Rx","Duplex","Data Rate  (kbps)","ESD  (kV)","Typ.  Shutdown  ICC (µA)","Rx  Fail safe  Open","Rx  Fail safe  Short","Shutdown","Multi-Drop  Nodes"
"exar","Connectivity-Serial Transceivers-RS485-RS485","XR3073X","XR3073XID-F","http://www.exar.com/common/content/document.ashx?id=21693&languageid=1033&type=datasheet&part=xr3073x","http://www.exar.com/connectivity/transceiver/rs485/xr3073x/","Low Power 18V Tolerant RS-485/RS-422 +3.3V Transceivers","3.3","1","1","Full","1Mbps","15","1nA","▪","▪","▪","up to 256"
"exar","Connectivity-Serial Transceivers-RS485-RS485","XR3073X","XR3073XIDTR-F","http://www.exar.com/common/content/document.ashx?id=21693&languageid=1033&type=datasheet&part=xr3073x","http://www.exar.com/connectivity/transceiver/rs485/xr3073x/","Low Power 18V Tolerant RS-485/RS-422 +3.3V Transceivers","3.3","1","1","Full","1Mbps","15","1nA","▪","▪","▪","up to 256"
"exar","Connectivity-Serial Transceivers-RS485-RS485","XR3071X","XR3071XED-F","http://www.exar.com/common/content/document.ashx?id=21693&languageid=1033&type=datasheet&part=xr3071x","http://www.exar.com/connectivity/transceiver/rs485/xr3071x/","Low Power 18V Tolerant RS-485/RS-422 +3.3V Transceivers","3.3","1","1","Full","250","15","1nA","▪","▪","▪","up to 256"
"exar","Connectivity-Serial Transceivers-RS485-RS485","XR3071X","XR3071XEDTR-F","http://www.exar.com/common/content/document.ashx?id=21693&languageid=1033&type=datasheet&part=xr3071x","http://www.exar.com/connectivity/transceiver/rs485/xr3071x/","Low Power 18V Tolerant RS-485/RS-422 +3.3V Transceivers","3.3","1","1","Full","250","15","1nA","▪","▪","▪","up to 256"
"exar","Connectivity-Serial Transceivers-RS485-RS485","XR3071X","XR3071XID-F","http://www.exar.com/common/content/document.ashx?id=21693&languageid=1033&type=datasheet&part=xr3071x","http://www.exar.com/connectivity/transceiver/rs485/xr3071x/","Low Power 18V Tolerant RS-485/RS-422 +3.3V Transceivers","3.3","1","1","Full","250","15","1nA","▪","▪","▪","up to 256"
"exar","Connectivity-Serial Transceivers-RS485-RS485","XR3071X","XR3071XIDTR-F","http://www.exar.com/common/content/document.ashx?id=21693&languageid=1033&type=datasheet&part=xr3071x","http://www.exar.com/connectivity/transceiver/rs485/xr3071x/","Low Power 18V Tolerant RS-485/RS-422 +3.3V Transceivers","3.3","1","1","Full","250","15","1nA","▪","▪","▪","up to 256"
"exar","Connectivity-Serial Transceivers-RS485-RS485","XR3070X","XR3070XED-F","http://www.exar.com/common/content/document.ashx?id=21693&languageid=1033&type=datasheet&part=xr3070x","http://www.exar.com/connectivity/transceiver/rs485/xr3070x/","Low Power 18V Tolerant RS-485/RS-422 +3.3V Transceivers","3.3","1","1","Full","250","15","1nA","▪","▪","▪","up to 256"
"exar","Connectivity-Serial Transceivers-RS485-RS485","XR3070X","XR3070XEDTR-F","http://www.exar.com/common/content/document.ashx?id=21693&languageid=1033&type=datasheet&part=xr3070x","http://www.exar.com/connectivity/transceiver/rs485/xr3070x/","Low Power 18V Tolerant RS-485/RS-422 +3.3V Transceivers","3.3","1","1","Full","250","15","1nA","▪","▪","▪","up to 256"
"exar","Connectivity-Serial Transceivers-RS485-RS485","XR3070X","XR3070XID-F","http://www.exar.com/common/content/document.ashx?id=21693&languageid=1033&type=datasheet&part=xr3070x","http://www.exar.com/connectivity/transceiver/rs485/xr3070x/","Low Power 18V Tolerant RS-485/RS-422 +3.3V Transceivers","3.3","1","1","Full","250","15","1nA","▪","▪","▪","up to 256"
"exar","Connectivity-Serial Transceivers-RS485-RS485","XR3070X","XR3070XIDTR-F","http://www.exar.com/common/content/document.ashx?id=21693&languageid=1033&type=datasheet&part=xr3070x","http://www.exar.com/connectivity/transceiver/rs485/xr3070x/","Low Power 18V Tolerant RS-485/RS-422 +3.3V Transceivers","3.3","1","1","Full","250","15","1nA","▪","▪","▪","up to 256"
"exar","Connectivity-Serial Transceivers-RS485-RS485","XR3075X","XR3075XED-F","http://www.exar.com/common/content/document.ashx?id=21693&languageid=1033&type=datasheet&part=xr3075x","http://www.exar.com/connectivity/transceiver/rs485/xr3075x/","Low Power 18V Tolerant RS-485/RS-422 +3.3V Transceivers","3.3","1","1","Half","1Mbps","15","1nA","▪","▪","▪","up to 256"
"exar","Connectivity-Serial Transceivers-RS485-RS485","XR3075X","XR3075XEDTR-F","http://www.exar.com/common/content/document.ashx?id=21693&languageid=1033&type=datasheet&part=xr3075x","http://www.exar.com/connectivity/transceiver/rs485/xr3075x/","Low Power 18V Tolerant RS-485/RS-422 +3.3V Transceivers","3.3","1","1","Half","1Mbps","15","1nA","▪","▪","▪","up to 256"
"exar","Connectivity-Serial Transceivers-RS485-RS485","XR3075X","XR3075XID-F","http://www.exar.com/common/content/document.ashx?id=21693&languageid=1033&type=datasheet&part=xr3075x","http://www.exar.com/connectivity/transceiver/rs485/xr3075x/","Low Power 18V Tolerant RS-485/RS-422 +3.3V Transceivers","3.3","1","1","Half","1Mbps","15","1nA","▪","▪","▪","up to 256"
"exar","Connectivity-Serial Transceivers-RS485-RS485","XR3075X","XR3075XIDTR-F","http://www.exar.com/common/content/document.ashx?id=21693&languageid=1033&type=datasheet&part=xr3075x","http://www.exar.com/connectivity/transceiver/rs485/xr3075x/","Low Power 18V Tolerant RS-485/RS-422 +3.3V Transceivers","3.3","1","1","Half","1Mbps","15","1nA","▪","▪","▪","up to 256"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP491","SP491CN","http://www.exar.com/common/content/document.ashx?id=1337&languageid=1033&type=datasheet&part=sp491","http://www.exar.com/connectivity/transceiver/rs485/sp491/","Full Duplex RS-485 Transceivers","5","1","1","Full","5000","2","-","▪","-","▪","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP491","SP491CN/TR","http://www.exar.com/common/content/document.ashx?id=1337&languageid=1033&type=datasheet&part=sp491","http://www.exar.com/connectivity/transceiver/rs485/sp491/","Full Duplex RS-485 Transceivers","5","1","1","Full","5000","2","-","▪","-","▪","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP491","SP491CN-L","http://www.exar.com/common/content/document.ashx?id=1337&languageid=1033&type=datasheet&part=sp491","http://www.exar.com/connectivity/transceiver/rs485/sp491/","Full Duplex RS-485 Transceivers","5","1","1","Full","5000","2","-","▪","-","▪","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP491","SP491CN-L/TR","http://www.exar.com/common/content/document.ashx?id=1337&languageid=1033&type=datasheet&part=sp491","http://www.exar.com/connectivity/transceiver/rs485/sp491/","Full Duplex RS-485 Transceivers","5","1","1","Full","5000","2","-","▪","-","▪","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP491","SP491CS","http://www.exar.com/common/content/document.ashx?id=1337&languageid=1033&type=datasheet&part=sp491","http://www.exar.com/connectivity/transceiver/rs485/sp491/","Full Duplex RS-485 Transceivers","5","1","1","Full","5000","2","-","▪","-","▪","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP491","SP491CS-L","http://www.exar.com/common/content/document.ashx?id=1337&languageid=1033&type=datasheet&part=sp491","http://www.exar.com/connectivity/transceiver/rs485/sp491/","Full Duplex RS-485 Transceivers","5","1","1","Full","5000","2","-","▪","-","▪","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP491","SP491EN","http://www.exar.com/common/content/document.ashx?id=1337&languageid=1033&type=datasheet&part=sp491","http://www.exar.com/connectivity/transceiver/rs485/sp491/","Full Duplex RS-485 Transceivers","5","1","1","Full","5000","2","-","▪","-","▪","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP491","SP491EN/TR","http://www.exar.com/common/content/document.ashx?id=1337&languageid=1033&type=datasheet&part=sp491","http://www.exar.com/connectivity/transceiver/rs485/sp491/","Full Duplex RS-485 Transceivers","5","1","1","Full","5000","2","-","▪","-","▪","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP491","SP491EN-L","http://www.exar.com/common/content/document.ashx?id=1337&languageid=1033&type=datasheet&part=sp491","http://www.exar.com/connectivity/transceiver/rs485/sp491/","Full Duplex RS-485 Transceivers","5","1","1","Full","5000","2","-","▪","-","▪","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP491","SP491EN-L/TR","http://www.exar.com/common/content/document.ashx?id=1337&languageid=1033&type=datasheet&part=sp491","http://www.exar.com/connectivity/transceiver/rs485/sp491/","Full Duplex RS-485 Transceivers","5","1","1","Full","5000","2","-","▪","-","▪","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP491","SP491ES","http://www.exar.com/common/content/document.ashx?id=1337&languageid=1033&type=datasheet&part=sp491","http://www.exar.com/connectivity/transceiver/rs485/sp491/","Full Duplex RS-485 Transceivers","5","1","1","Full","5000","2","-","▪","-","▪","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP491","SP491ES-L","http://www.exar.com/common/content/document.ashx?id=1337&languageid=1033&type=datasheet&part=sp491","http://www.exar.com/connectivity/transceiver/rs485/sp491/","Full Duplex RS-485 Transceivers","5","1","1","Full","5000","2","-","▪","-","▪","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP491E","SP491ECN","http://www.exar.com/common/content/document.ashx?id=747&languageid=1033&type=datasheet&part=sp491e","http://www.exar.com/connectivity/transceiver/rs485/sp491e/","Enhanced Full Duplex RS-485 Transceivers","5","1","1","Full","10000","15","-","▪","-","▪","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP491E","SP491ECN-L","http://www.exar.com/common/content/document.ashx?id=747&languageid=1033&type=datasheet&part=sp491e","http://www.exar.com/connectivity/transceiver/rs485/sp491e/","Enhanced Full Duplex RS-485 Transceivers","5","1","1","Full","10000","15","-","▪","-","▪","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP491E","SP491ECN-L/TR","http://www.exar.com/common/content/document.ashx?id=747&languageid=1033&type=datasheet&part=sp491e","http://www.exar.com/connectivity/transceiver/rs485/sp491e/","Enhanced Full Duplex RS-485 Transceivers","5","1","1","Full","10000","15","-","▪","-","▪","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP491E","SP491ECP","http://www.exar.com/common/content/document.ashx?id=747&languageid=1033&type=datasheet&part=sp491e","http://www.exar.com/connectivity/transceiver/rs485/sp491e/","Enhanced Full Duplex RS-485 Transceivers","5","1","1","Full","10000","15","-","▪","-","▪","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP491E","SP491ECP-L","http://www.exar.com/common/content/document.ashx?id=747&languageid=1033&type=datasheet&part=sp491e","http://www.exar.com/connectivity/transceiver/rs485/sp491e/","Enhanced Full Duplex RS-485 Transceivers","5","1","1","Full","10000","15","-","▪","-","▪","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP491E","SP491EEN","http://www.exar.com/common/content/document.ashx?id=747&languageid=1033&type=datasheet&part=sp491e","http://www.exar.com/connectivity/transceiver/rs485/sp491e/","Enhanced Full Duplex RS-485 Transceivers","5","1","1","Full","10000","15","-","▪","-","▪","32"
"exar","Connectivity-Serial Transceivers-RS485-RS485","SP491E","SP491EEN-L","http://www.exar.com/common/content/document.ashx?id=747&languageid=1033&type=datasheet&part=sp491e","http://www.exar.com/connectivity/transceiver/rs485/sp491e/","Enhanced Full Duplex RS-485 Transceivers","5","1","1","Full","10000","15","-","▪","-","▪","32"
