"brand","Series","FileType","Title","Url"
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL4x（USB+分段式LCD）,技术应用文档,【AN4609】采用Kinetis L系列打造低成本的通用电机驱动,/UploadFiles\Freescale\KinetisLSub-FamilyData\Kinetis KL4 Sub-Family Documentation\Kinetis KL4 Sub-Family Datasheet/5_AN4609.pdf
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL4x（USB+分段式LCD）,技术应用文档,【AN4370】Kinetis MCU USB设备固件更新(DFU),/UploadFiles\Freescale\KinetisLSub-FamilyData\Kinetis KL4 Sub-Family Documentation\Kinetis KL4 Sub-Family Datasheet/16_AN4370.pdf
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL4x（USB+分段式LCD）,技术应用文档,【AN4419】使用Kinetis DMA和通用IO仿真定时器功能,/UploadFiles\Freescale\KinetisLSub-FamilyData\Kinetis KL4 Sub-Family Documentation\Kinetis KL4 Sub-Family Datasheet/2_AN4419.pdf
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL4x（USB+分段式LCD）,技术应用文档,【AN4568】关于Kinetis K系列16位ADC PGA的分析,/UploadFiles\Freescale\KinetisLSub-FamilyData\Kinetis KL4 Sub-Family Documentation\Kinetis KL4 Sub-Family Datasheet/12_AN4568.pdf
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL4x（USB+分段式LCD）,技术应用文档,【AN4520】Kinetis MCU上的I2S (片间音频总线)应用,/UploadFiles\Freescale\KinetisLSub-FamilyData\Kinetis KL4 Sub-Family Documentation\Kinetis KL4 Sub-Family Datasheet/13_AN4520.pdf
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL4x（USB+分段式LCD）,技术应用文档,【AN4470】在Kinetis MCU上使用低功耗模式,/UploadFiles\Freescale\KinetisLSub-FamilyData\Kinetis KL4 Sub-Family Documentation\Kinetis KL4 Sub-Family Datasheet/4_AN4470.pdf
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL4x（USB+分段式LCD）,技术应用文档,【AN4447】采用MQX RTOS实现Kinetis MCU的低功耗管理,/UploadFiles\Freescale\KinetisLSub-FamilyData\Kinetis KL4 Sub-Family Documentation\Kinetis KL4 Sub-Family Datasheet/3_AN4447.pdf
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL4x（USB+分段式LCD）,技术应用文档,【AN4379】USB大容量存储设备(MSD)引导加载程序,/UploadFiles\Freescale\KinetisLSub-FamilyData\Kinetis KL4 Sub-Family Documentation\Kinetis KL4 Sub-Family Datasheet/17_AN4379.pdf
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL3x（分段式LCD）,配套软件,【配套工具】ADC Calculator,/UploadFiles\Freescale\Tools and Software\Serve Software/1_ADC_CALCULATOR_CNV.zip
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL3x（分段式LCD）,配套软件,【配套软件】FreeMASTER,/UploadFiles\Freescale\Tools and Software\Serve Software/2_FreeMASTER.rar
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL3x（分段式LCD）,配套软件,【配套软件】PROCESSOR Exper,/UploadFiles\Freescale\Tools and Software\Serve Software/3_PROCESSOR Exper.rar
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL3x（分段式LCD）,技术应用文档,【AN4649】面向塔式开发平台的电源选项,/UploadFiles\Freescale\KinetisLSub-FamilyData\Kinetis KL3 Sub-Family Documentation\Kinetis KL3 Sub-Family Datasheet/10_AN4649.pdf
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL3x（分段式LCD）,技术应用文档,【AN2295】开发人员的串行引导加载程序,/UploadFiles\Freescale\KinetisLSub-FamilyData\Kinetis KL3 Sub-Family Documentation\Kinetis KL3 Sub-Family Datasheet/1_AN2295.pdf
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL3x（分段式LCD）,技术应用文档,【AN4662】S08至Kinetis L系列MCU迁移指南,/UploadFiles\Freescale\KinetisLSub-FamilyData\Kinetis KL3 Sub-Family Documentation\Kinetis KL3 Sub-Family Datasheet/9_AN4662.pdf
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL3x（分段式LCD）,技术应用文档,【AN4665】如何使用飞思卡尔USB协议栈来设置音频类设备,/UploadFiles\Freescale\KinetisLSub-FamilyData\Kinetis KL3 Sub-Family Documentation\Kinetis KL3 Sub-Family Datasheet/14_AN4665.pdf
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL3x（分段式LCD）,技术应用文档,【AN4652】基于中断和阻塞机制的MQX I2C驱动程序,/UploadFiles\Freescale\KinetisLSub-FamilyData\Kinetis KL3 Sub-Family Documentation\Kinetis KL3 Sub-Family Datasheet/7_AN4652.pdf
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL3x（分段式LCD）,技术应用文档,【AN4655】Kinetis L MCU上的I2C引导加载程序设计,/UploadFiles\Freescale\KinetisLSub-FamilyData\Kinetis KL3 Sub-Family Documentation\Kinetis KL3 Sub-Family Datasheet/8_AN4655.pdf
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL3x（分段式LCD）,技术应用文档,【AN4631】使用Kinetis L系列的异步DMA特性,/UploadFiles\Freescale\KinetisLSub-FamilyData\Kinetis KL3 Sub-Family Documentation\Kinetis KL3 Sub-Family Datasheet/11_AN4631.pdf
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL3x（分段式LCD）,技术应用文档,【AN4637】使用GPIO方法在Kinetis L上集成触摸感应软件,/UploadFiles\Freescale\KinetisLSub-FamilyData\Kinetis KL3 Sub-Family Documentation\Kinetis KL3 Sub-Family Datasheet/6_AN4637.pdf
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL3x（分段式LCD）,技术应用文档,【AN4609】采用Kinetis L系列打造低成本的通用电机驱动,/UploadFiles\Freescale\KinetisLSub-FamilyData\Kinetis KL3 Sub-Family Documentation\Kinetis KL3 Sub-Family Datasheet/5_AN4609.pdf
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL3x（分段式LCD）,技术应用文档,【AN4419】使用Kinetis DMA和通用IO仿真定时器功能,/UploadFiles\Freescale\KinetisLSub-FamilyData\Kinetis KL3 Sub-Family Documentation\Kinetis KL3 Sub-Family Datasheet/2_AN4419.pdf
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL3x（分段式LCD）,技术应用文档,【AN4568】关于Kinetis K系列16位ADC PGA的分析,/UploadFiles\Freescale\KinetisLSub-FamilyData\Kinetis KL3 Sub-Family Documentation\Kinetis KL3 Sub-Family Datasheet/12_AN4568.pdf
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL3x（分段式LCD）,技术应用文档,【AN4520】Kinetis MCU上的I2S (片间音频总线)应用,/UploadFiles\Freescale\KinetisLSub-FamilyData\Kinetis KL3 Sub-Family Documentation\Kinetis KL3 Sub-Family Datasheet/13_AN4520.pdf
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL3x（分段式LCD）,技术应用文档,【AN4470】在Kinetis MCU上使用低功耗模式,/UploadFiles\Freescale\KinetisLSub-FamilyData\Kinetis KL3 Sub-Family Documentation\Kinetis KL3 Sub-Family Datasheet/4_AN4470.pdf
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL3x（分段式LCD）,技术应用文档,【AN4447】采用MQX RTOS实现Kinetis MCU的低功耗管理,/UploadFiles\Freescale\KinetisLSub-FamilyData\Kinetis KL3 Sub-Family Documentation\Kinetis KL3 Sub-Family Datasheet/3_AN4447.pdf
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL2x（USB）,配套软件,【配套工具】ADC Calculator,/UploadFiles\Freescale\Tools and Software\Serve Software/1_ADC_CALCULATOR_CNV.zip
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL2x（USB）,配套软件,【配套软件】FreeMASTER,/UploadFiles\Freescale\Tools and Software\Serve Software/2_FreeMASTER.rar
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL2x（USB）,配套软件,【配套软件】PROCESSOR Exper,/UploadFiles\Freescale\Tools and Software\Serve Software/3_PROCESSOR Exper.rar
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL2x（USB）,技术应用文档,【AN4649】面向塔式开发平台的电源选项,/UploadFiles\Freescale\KinetisLSub-FamilyData\Kinetis KL2 Sub-Family Documentation\Kinetis KL2 Sub-Family Datasheet/10_AN4649.pdf
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL2x（USB）,技术应用文档,【AN2295】开发人员的串行引导加载程序,/UploadFiles\Freescale\KinetisLSub-FamilyData\Kinetis KL2 Sub-Family Documentation\Kinetis KL2 Sub-Family Datasheet/1_AN2295.pdf
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL2x（USB）,技术应用文档,【AN4662】S08至Kinetis L系列MCU迁移指南,/UploadFiles\Freescale\KinetisLSub-FamilyData\Kinetis KL2 Sub-Family Documentation\Kinetis KL2 Sub-Family Datasheet/9_AN4662.pdf
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL2x（USB）,技术应用文档,【AN4665】如何使用飞思卡尔USB协议栈来设置音频类设备,/UploadFiles\Freescale\KinetisLSub-FamilyData\Kinetis KL2 Sub-Family Documentation\Kinetis KL2 Sub-Family Datasheet/14_AN4665.pdf
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL2x（USB）,技术应用文档,【AN4652】基于中断和阻塞机制的MQX I2C驱动程序,/UploadFiles\Freescale\KinetisLSub-FamilyData\Kinetis KL2 Sub-Family Documentation\Kinetis KL2 Sub-Family Datasheet/7_AN4652.pdf
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL2x（USB）,技术应用文档,【AN4655】Kinetis L MCU上的I2C引导加载程序设计,/UploadFiles\Freescale\KinetisLSub-FamilyData\Kinetis KL2 Sub-Family Documentation\Kinetis KL2 Sub-Family Datasheet/8_AN4655.pdf
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL2x（USB）,技术应用文档,【AN4368】USB大容量存储设备(MSD)主机引导加载程序,/UploadFiles\Freescale\KinetisLSub-FamilyData\Kinetis KL2 Sub-Family Documentation\Kinetis KL2 Sub-Family Datasheet/15_AN4368.pdf
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL2x（USB）,技术应用文档,【AN4631】使用Kinetis L系列的异步DMA特性,/UploadFiles\Freescale\KinetisLSub-FamilyData\Kinetis KL2 Sub-Family Documentation\Kinetis KL2 Sub-Family Datasheet/11_AN4631.pdf
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL2x（USB）,技术应用文档,【AN4637】使用GPIO方法在Kinetis L上集成触摸感应软件,/UploadFiles\Freescale\KinetisLSub-FamilyData\Kinetis KL2 Sub-Family Documentation\Kinetis KL2 Sub-Family Datasheet/6_AN4637.pdf
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL2x（USB）,技术应用文档,【AN4609】采用Kinetis L系列打造低成本的通用电机驱动,/UploadFiles\Freescale\KinetisLSub-FamilyData\Kinetis KL2 Sub-Family Documentation\Kinetis KL2 Sub-Family Datasheet/5_AN4609.pdf
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL2x（USB）,技术应用文档,【AN4370】Kinetis MCU USB设备固件更新(DFU),/UploadFiles\Freescale\KinetisLSub-FamilyData\Kinetis KL2 Sub-Family Documentation\Kinetis KL2 Sub-Family Datasheet/16_AN4370.pdf
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL2x（USB）,技术应用文档,【AN4419】使用Kinetis DMA和通用IO仿真定时器功能,/UploadFiles\Freescale\KinetisLSub-FamilyData\Kinetis KL2 Sub-Family Documentation\Kinetis KL2 Sub-Family Datasheet/2_AN4419.pdf
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL2x（USB）,技术应用文档,【AN4568】关于Kinetis K系列16位ADC PGA的分析,/UploadFiles\Freescale\KinetisLSub-FamilyData\Kinetis KL2 Sub-Family Documentation\Kinetis KL2 Sub-Family Datasheet/12_AN4568.pdf
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL2x（USB）,技术应用文档,【AN4520】Kinetis MCU上的I2S (片间音频总线)应用,/UploadFiles\Freescale\KinetisLSub-FamilyData\Kinetis KL2 Sub-Family Documentation\Kinetis KL2 Sub-Family Datasheet/13_AN4520.pdf
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL2x（USB）,技术应用文档,【AN4470】在Kinetis MCU上使用低功耗模式,/UploadFiles\Freescale\KinetisLSub-FamilyData\Kinetis KL2 Sub-Family Documentation\Kinetis KL2 Sub-Family Datasheet/4_AN4470.pdf
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL2x（USB）,技术应用文档,【AN4447】采用MQX RTOS实现Kinetis MCU的低功耗管理,/UploadFiles\Freescale\KinetisLSub-FamilyData\Kinetis KL2 Sub-Family Documentation\Kinetis KL2 Sub-Family Datasheet/3_AN4447.pdf
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL2x（USB）,技术应用文档,【AN4379】USB大容量存储设备(MSD)引导加载程序,/UploadFiles\Freescale\KinetisLSub-FamilyData\Kinetis KL2 Sub-Family Documentation\Kinetis KL2 Sub-Family Datasheet/17_AN4379.pdf
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL0x（入门级）,配套软件,【配套工具】ADC Calculator,/UploadFiles\Freescale\Tools and Software\Serve Software/1_ADC_CALCULATOR_CNV.zip
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL0x（入门级）,配套软件,【配套软件】FreeMASTER,/UploadFiles\Freescale\Tools and Software\Serve Software/2_FreeMASTER.rar
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL0x（入门级）,配套软件,【配套软件】PROCESSOR Exper,/UploadFiles\Freescale\Tools and Software\Serve Software/3_PROCESSOR Exper.rar
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL0x（入门级）,技术应用文档,【AN2295】开发人员的串行引导加载程序,/UploadFiles\Freescale\KinetisLSub-FamilyData\Kinetis KL1 Sub-Family Documentation\Kinetis KL1 Sub-Family Datasheet/1_AN2295.pdf
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL0x（入门级）,技术应用文档,【AN4419】使用Kinetis DMA和通用IO仿真定时器功能,/UploadFiles\Freescale\KinetisLSub-FamilyData\Kinetis KL1 Sub-Family Documentation\Kinetis KL1 Sub-Family Datasheet/2_AN4419.pdf
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL0x（入门级）,技术应用文档,【AN4447】采用MQX RTOS实现Kinetis MCU的低功耗管理,/UploadFiles\Freescale\KinetisLSub-FamilyData\Kinetis KL1 Sub-Family Documentation\Kinetis KL1 Sub-Family Datasheet/3_AN4447.pdf
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL0x（入门级）,技术应用文档,【AN4470】在Kinetis MCU上使用低功耗模式,/UploadFiles\Freescale\KinetisLSub-FamilyData\Kinetis KL1 Sub-Family Documentation\Kinetis KL1 Sub-Family Datasheet/4_AN4470.pdf
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL0x（入门级）,技术应用文档,【AN4609】采用Kinetis L系列打造低成本的通用电机驱动,/UploadFiles\Freescale\KinetisLSub-FamilyData\Kinetis KL1 Sub-Family Documentation\Kinetis KL1 Sub-Family Datasheet/5_AN4609.pdf
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL0x（入门级）,技术应用文档,【AN4637】使用GPIO方法在Kinetis L上集成触摸感应软件,/UploadFiles\Freescale\KinetisLSub-FamilyData\Kinetis KL1 Sub-Family Documentation\Kinetis KL1 Sub-Family Datasheet/6_AN4637.pdf
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL0x（入门级）,技术应用文档,【AN4652】基于中断和阻塞机制的MQX I2C驱动程序,/UploadFiles\Freescale\KinetisLSub-FamilyData\Kinetis KL1 Sub-Family Documentation\Kinetis KL1 Sub-Family Datasheet/7_AN4652.pdf
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL0x（入门级）,技术应用文档,【AN4655】Kinetis L MCU上的I2C引导加载程序设计,/UploadFiles\Freescale\KinetisLSub-FamilyData\Kinetis KL1 Sub-Family Documentation\Kinetis KL1 Sub-Family Datasheet/8_AN4655.pdf
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL0x（入门级）,技术应用文档,【AN4662】S08至Kinetis L系列MCU迁移指南,/UploadFiles\Freescale\KinetisLSub-FamilyData\Kinetis KL1 Sub-Family Documentation\Kinetis KL1 Sub-Family Datasheet/9_AN4662.pdf
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL1x（基本型）,配套软件,【配套工具】ADC Calculator,/UploadFiles\Freescale\Tools and Software\Serve Software/1_ADC_CALCULATOR_CNV.zip
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL1x（基本型）,配套软件,【配套软件】FreeMASTER,/UploadFiles\Freescale\Tools and Software\Serve Software/2_FreeMASTER.rar
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL1x（基本型）,配套软件,【配套软件】PROCESSOR Exper,/UploadFiles\Freescale\Tools and Software\Serve Software/3_PROCESSOR Exper.rar
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL1x（基本型）,技术应用文档,【AN4649】面向塔式开发平台的电源选项,/UploadFiles\Freescale\KinetisLSub-FamilyData\Kinetis KL1 Sub-Family Documentation\Kinetis KL1 Sub-Family Datasheet/10_AN4649.pdf
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL1x（基本型）,技术应用文档,【AN2295】开发人员的串行引导加载程序,/UploadFiles\Freescale\KinetisLSub-FamilyData\Kinetis KL1 Sub-Family Documentation\Kinetis KL1 Sub-Family Datasheet/1_AN2295.pdf
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL1x（基本型）,技术应用文档,【AN4662】S08至Kinetis L系列MCU迁移指南,/UploadFiles\Freescale\KinetisLSub-FamilyData\Kinetis KL1 Sub-Family Documentation\Kinetis KL1 Sub-Family Datasheet/9_AN4662.pdf
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL1x（基本型）,技术应用文档,【AN4652】基于中断和阻塞机制的MQX I2C驱动程序,/UploadFiles\Freescale\KinetisLSub-FamilyData\Kinetis KL1 Sub-Family Documentation\Kinetis KL1 Sub-Family Datasheet/7_AN4652.pdf
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL1x（基本型）,技术应用文档,【AN4655】Kinetis L MCU上的I2C引导加载程序设计,/UploadFiles\Freescale\KinetisLSub-FamilyData\Kinetis KL1 Sub-Family Documentation\Kinetis KL1 Sub-Family Datasheet/8_AN4655.pdf
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL1x（基本型）,技术应用文档,【AN4631】使用Kinetis L系列的异步DMA特性,/UploadFiles\Freescale\KinetisLSub-FamilyData\Kinetis KL1 Sub-Family Documentation\Kinetis KL1 Sub-Family Datasheet/11_AN4631.pdf
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL1x（基本型）,技术应用文档,【AN4637】使用GPIO方法在Kinetis L上集成触摸感应软件,/UploadFiles\Freescale\KinetisLSub-FamilyData\Kinetis KL1 Sub-Family Documentation\Kinetis KL1 Sub-Family Datasheet/6_AN4637.pdf
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL1x（基本型）,技术应用文档,【AN4609】采用Kinetis L系列打造低成本的通用电机驱动,/UploadFiles\Freescale\KinetisLSub-FamilyData\Kinetis KL1 Sub-Family Documentation\Kinetis KL1 Sub-Family Datasheet/5_AN4609.pdf
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL1x（基本型）,技术应用文档,【AN4419】使用Kinetis DMA和通用IO仿真定时器功能,/UploadFiles\Freescale\KinetisLSub-FamilyData\Kinetis KL1 Sub-Family Documentation\Kinetis KL1 Sub-Family Datasheet/2_AN4419.pdf
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL1x（基本型）,技术应用文档,【AN4568】关于Kinetis K系列16位ADC PGA的分析,/UploadFiles\Freescale\KinetisLSub-FamilyData\Kinetis KL1 Sub-Family Documentation\Kinetis KL1 Sub-Family Datasheet/12_AN4568.pdf
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL1x（基本型）,技术应用文档,【AN4520】Kinetis MCU上的I2S (片间音频总线)应用,/UploadFiles\Freescale\KinetisLSub-FamilyData\Kinetis KL1 Sub-Family Documentation\Kinetis KL1 Sub-Family Datasheet/13_AN4520.pdf
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL1x（基本型）,技术应用文档,【AN4470】在Kinetis MCU上使用低功耗模式,/UploadFiles\Freescale\KinetisLSub-FamilyData\Kinetis KL1 Sub-Family Documentation\Kinetis KL1 Sub-Family Datasheet/4_AN4470.pdf
NXP,MCU---Kinetis系列---Kinetis L系列（M0+，低功耗）---MKL1x（基本型）,技术应用文档,【AN4447】采用MQX RTOS实现Kinetis MCU的低功耗管理,/UploadFiles\Freescale\KinetisLSub-FamilyData\Kinetis KL1 Sub-Family Documentation\Kinetis KL1 Sub-Family Datasheet/3_AN4447.pdf
NXP,MCU---Kinetis系列---Kinetis K系列（M4，通用）---MK0x（入门级）,配套软件,【配套工具】ADC Calculator,/UploadFiles\Freescale\Tools and Software\Serve Software/1_ADC_CALCULATOR_CNV.zip
NXP,MCU---Kinetis系列---Kinetis K系列（M4，通用）---MK0x（入门级）,配套软件,【配套软件】FreeMASTER,/UploadFiles\Freescale\Tools and Software\Serve Software/2_FreeMASTER.rar
NXP,MCU---Kinetis系列---Kinetis K系列（M4，通用）---MK0x（入门级）,配套软件,【配套软件】PROCESSOR Exper,/UploadFiles\Freescale\Tools and Software\Serve Software/3_PROCESSOR Exper.rar
NXP,MCU---Kinetis系列---Kinetis K系列（M4，通用）---MK0x（入门级）,技术应用文档,【AN4649】面向塔式开发平台的电源选项,/UploadFiles\Freescale\Kinetis K00 Sub-Family Data\Kinetis K00 Sub-Family Datasheet/10_AN4649.pdf
NXP,MCU---Kinetis系列---Kinetis K系列（M4，通用）---MK0x（入门级）,技术应用文档,【AN4745】优化Kinetis K系列MCU的性能,/UploadFiles\Freescale\Kinetis K00 Sub-Family Data\Kinetis K00 Sub-Family Datasheet/18_AN4745.pdf
NXP,MCU---Kinetis系列---Kinetis K系列（M4，通用）---MK0x（入门级）,技术应用文档,【AN2295】开发人员的串行引导加载程序,/UploadFiles\Freescale\Kinetis K00 Sub-Family Data\Kinetis K00 Sub-Family Datasheet/1_AN2295.pdf
NXP,MCU---Kinetis系列---Kinetis K系列（M4，通用）---MK0x（入门级）,技术应用文档,【AN4652】基于中断和阻塞机制的MQX I2C驱动程序,/UploadFiles\Freescale\Kinetis K00 Sub-Family Data\Kinetis K00 Sub-Family Datasheet/7_AN4652.pdf
NXP,MCU---Kinetis系列---Kinetis K系列（M4，通用）---MK0x（入门级）,技术应用文档,【AN4419】使用Kinetis DMA和通用IO仿真定时器功能,/UploadFiles\Freescale\Kinetis K00 Sub-Family Data\Kinetis K00 Sub-Family Datasheet/2_AN4419.pdf
