"brand","Series","PartNo","DetailLink","dataSheet","Den","Type","Vcc","Access Time","Temp.Range","Package Type","Status","Comment","Den","Part Number","Type","Vcc","Frequency","Temp.Range","Package Type","Status","Prev. Version/Document"
"issi","Flash-HyperFlash™---HyperFlash™","IS25LQ016B","http://www.issi.com/US/product-flash.shtml","http://www.issi.com/WW/pdf/25LQ080B-016B-032B.pdf","16M","Multi I/O Quad SPI","2.3-3.6V","33M/104Mhz","-40 to 125°C","SOIC,WSON,VSOP","Prod","-"
"issi","Flash-HyperFlash™---HyperFlash™","IS25WP016","http://www.issi.com/US/product-flash.shtml","http://www.issi.com/WW/pdf/25WP016_080_040_020.pdf"," ","Multi I/O SPI, QPI, DTR","1.65-1.95V","50M/133Mhz","-40 to 125°C","SOIC,TSSOP,VVSOP,WSON,USON,TFBGA","S=2H/15","-"
"issi","Flash-HyperFlash™---HyperFlash™","IS25WP016C","http://www.issi.com/US/product-flash.shtml","http://www.issi.com/WW/pdf/25WP016C_080C.pdf"," ","Multi I/O SPI, QPI, DTR","1.65-1.95V","50M/133Mhz","-40 to 85°C","SOIC,VVSOP,WSON,USON","S=NOW","-"
"issi","Flash-HyperFlash™---HyperFlash™","IS25WP032","http://www.issi.com/US/product-flash.shtml","http://www.issi.com/WW/pdf/IS25WP032-064-128.pdf","32M","Multi I/O SPI, QPI, DTR","1.65-1.95V","50M/133Mhz","-40 to 125°C","SOIC,WSON,VSOP,TFBGA","S=2H/15","-"
"issi","Flash-HyperFlash™---HyperFlash™","IS25LP032A/B","http://www.issi.com/US/product-flash.shtml","http://www.issi.com/WW/pdf/25LP032-64A-B.pdf"," ","Multi I/O SPI, QPI, DTR","2.3-3.6V","50M/133Mhz","-40 to 125°C","SOIC,WSON,VSOP,TFBGA","S=NOW","-"
"issi","Flash-HyperFlash™---HyperFlash™","IS25LQ032B","http://www.issi.com/US/product-flash.shtml","http://www.issi.com/WW/pdf/25LQ080B-016B-032B.pdf"," ","Multi I/O Quad SPI","2.3-3.6V","33M/104Mhz","-40 to 125°C","SOIC,WSON,VSOP","Prod","-"
"issi","Flash-HyperFlash™---HyperFlash™","IS25LP064","http://www.issi.com/US/product-flash.shtml","http://www.issi.com/WW/pdf/25LP128_064.pdf","64M","Multi I/O SPI, QPI, DTR","2.3-3.6V","50M/133Mhz","-40 to 125°C","SOIC,WSON,VSOP,TFBGA","Prod","-"
"issi","Flash-HyperFlash™---HyperFlash™","IS25LP064A/B","http://www.issi.com/US/product-flash.shtml","http://www.issi.com/WW/pdf/25LP032-64A-B.pdf"," ","Multi I/O SPI, QPI, DTR","2.3-3.6V","50M/133Mhz","-40 to 125°C","SOIC,WSON,VSOP,TFBGA","S=NOW","-"
"issi","Flash-HyperFlash™---HyperFlash™","IS25WP064","http://www.issi.com/US/product-flash.shtml","http://www.issi.com/WW/pdf/IS25WP032-064-128.pdf"," ","Multi I/O SPI, QPI, DTR","1.65-1.95V","50M/133Mhz","-40 to 125°C","SOIC,WSON,VSOP,TFBGA","S=2H/15","-"
"issi","Flash-HyperFlash™---HyperFlash™","IS25LP128","http://www.issi.com/US/product-flash.shtml","http://www.issi.com/WW/pdf/25LP128_064.pdf","128M","Multi I/O SPI, QPI, DTR","2.3-3.6V","50M/133Mhz","-40 to 125°C","SOIC,WSON,VSOP,TFBGA","Prod"," "
"issi","Flash-HyperFlash™---HyperFlash™","IS25WP128","http://www.issi.com/US/product-flash.shtml","http://www.issi.com/WW/pdf/IS25WP032-064-128.pdf"," ","Multi I/O SPI, QPI, DTR","1.65-1.95V","50M/133Mhz","-40 to 125°C","SOIC,WSON,VSOP,TFBGA","S=NOW"," "
"issi","Flash-HyperFlash™---HyperFlash™","IS25LP128A","http://www.issi.com/US/product-flash.shtml","http://www.issi.com/WW/pdf/25LP-WP256A_128A.pdf"," ","Multi I/O SPI, QPI, DTR","2.3-3.6V","50M/133Mhz","-40 to 125°C","SOIC,WSON,TFBGA","S=1H/16","-"
"issi","Flash-HyperFlash™---HyperFlash™","IS25WP128A","http://www.issi.com/US/product-flash.shtml","http://www.issi.com/WW/pdf/25LP-WP256A_128A.pdf"," ","Multi I/O SPI, QPI, DTR","1.65-1.95V","50M/133Mhz","-40 to 125°C","SOIC,WSON,TFBGA","S=1H/16","-"
"issi","Flash-HyperFlash™---HyperFlash™","IS25LP256A","http://www.issi.com/US/product-flash.shtml","http://www.issi.com/WW/pdf/25LP-WP256A_128A.pdf","256M","Multi I/O SPI, QPI, DTR","2.3-3.6V","80M/166Mhz","-40 to 125°C","SOIC,WSON,TFBGA","S=1H/16","-"
"issi","Flash-HyperFlash™---HyperFlash™","IS25WP256A","http://www.issi.com/US/product-flash.shtml","http://www.issi.com/WW/pdf/25LP-WP256A_128A.pdf"," ","Multi I/O SPI, QPI, DTR","1.65-1.95V","80M/166Mhz","-40 to 125°C","SOIC,WSON,TFBGA","S=1H/16","-"
